TransactionLineId,TransactionId,ProductId,Quantity,UnitPriceEUR,LineDiscountPct,NetAmountEUR
TL000000894,TR00001115,PR00370,3.0,25.24,0.1192,66.68
TL000000895,TR00000636,PR00452,5.18,58.0,0.0675,280.15
TL000000896,TR00000744,PR00496,3.0,77.62,0.0601,218.86
TL000000897,TR00001172,PR00513,3.75,36.39,0.0989,122.97
TL000000898,TR00001040,PR00067,1.87,21.17,0.041,37.97
TL000000899,TR00000568,PR00214,2.0,2.68,0.0553,5.06
TL000000900,TR00001168,PR00137,1.0,40.05,0.1195,35.26
TL000000901,TR00001306,PR00226,1.0,20.43,0.0873,18.65
TL000000902,TR00000893,PR00383,6.0,76.89,0.0688,429.56
TL000000903,TR00000454,PR00404,6.0,29.54,0.1328,153.72
TL000000904,TR00000535,PR00440,5.0,95.73,0.1291,416.89
TL000000905,TR00000353,PR00046,0.91,32.58,0.15,25.21
TL000000906,TR00000398,PR00393,2.0,95.04,0.0621,178.27
TL000000907,TR00000821,PR00507,2.0,103.96,0.0819,190.89
TL000000908,TR00000338,PR00084,2.0,78.29,0.0328,151.45
TL000000909,TR00000497,PR00430,4.0,62.15,0.1147,220.09
TL000000910,TR00001127,PR00016,3.0,21.74,0.1034,58.47
TL000000911,TR00001278,PR00545,2.0,1.45,0.0712,2.69
TL000000912,TR00000604,PR00451,2.0,58.35,0.0292,113.29
TL000000913,TR00000470,PR00250,4.0,103.48,0.0671,386.14
TL000000914,TR00000627,PR00270,3.0,92.14,0.0267,269.04
TL000000915,TR00000416,PR00537,12.92,7.85,0.0073,100.71
TL000000916,TR00001382,PR00312,7.65,54.71,0.1436,358.41
TL000000917,TR00001119,PR00043,3.0,24.1,0.1245,63.31
TL000000918,TR00000413,PR00466,3.0,11.9,0.1296,31.08
TL000000919,TR00000223,PR00491,4.0,1.12,0.0959,4.05
TL000000920,TR00001021,PR00017,8.0,11.99,0.1116,85.19
TL000000921,TR00000907,PR00481,6.56,34.52,0.1068,202.24
TL000000922,TR00000999,PR00195,2.1,25.78,0.1189,47.69
TL000000923,TR00001131,PR00356,10.0,79.66,0.0653,744.58
TL000000924,TR00001310,PR00191,1.48,76.02,0.0182,110.45
TL000000925,TR00000100,PR00567,5.98,88.9,0.1433,455.44
TL000000926,TR00001170,PR00037,3.77,44.96,0.1125,150.45
TL000000927,TR00001283,PR00376,4.0,34.88,0.0233,136.27
TL000000928,TR00000271,PR00052,1.0,83.64,0.0837,76.64
TL000000929,TR00001119,PR00414,2.34,102.51,0.1084,213.88
TL000000930,TR00000921,PR00456,4.62,80.77,0.0592,351.06
TL000000931,TR00001037,PR00146,3.29,10.4,0.1256,29.92
TL000000932,TR00000909,PR00092,10.0,77.2,0.0145,760.77
TL000000933,TR00001111,PR00199,17.38,31.07,0.0707,501.78
TL000000934,TR00000140,PR00571,5.0,32.19,0.0995,144.93
TL000000935,TR00000994,PR00499,3.0,27.32,0.11,72.94
TL000000936,TR00000529,PR00340,5.0,59.17,0.1068,264.26
TL000000937,TR00000896,PR00301,1.0,32.43,0.0763,29.95
TL000000938,TR00000620,PR00313,2.77,62.22,0.0462,164.4
TL000000939,TR00000170,PR00080,3.0,19.56,0.0121,57.98
TL000000940,TR00001301,PR00545,1.0,1.58,0.0688,1.47
TL000000941,TR00000868,PR00137,1.0,39.62,0.1392,34.11
TL000000942,TR00001111,PR00373,6.07,73.55,0.0616,418.96
TL000000943,TR00001298,PR00245,12.37,8.86,0.1375,94.49
TL000000944,TR00000891,PR00111,2.63,78.91,0.1442,177.62
TL000000945,TR00001118,PR00220,4.0,41.23,0.012,162.95
TL000000946,TR00000461,PR00263,4.0,28.3,0.0858,103.49
TL000000947,TR00001259,PR00309,1.0,109.94,0.0044,109.45
TL000000948,TR00000921,PR00552,9.0,91.21,0.0134,809.86
TL000000949,TR00001172,PR00470,1.93,93.17,0.1113,159.81
TL000000950,TR00000080,PR00449,5.0,91.89,0.1103,408.79
TL000000951,TR00001333,PR00585,11.0,75.81,0.1237,730.76
TL000000952,TR00000228,PR00180,7.85,16.39,0.0976,116.1
TL000000953,TR00000776,PR00215,2.0,78.73,0.1101,140.12
TL000000954,TR00001324,PR00019,1.0,75.59,0.0542,71.49
TL000000955,TR00000528,PR00542,3.0,84.68,0.1439,217.47
TL000000956,TR00000190,PR00358,2.99,33.54,0.1213,88.13
TL000000957,TR00000350,PR00264,1.69,17.46,0.0103,29.2
TL000000958,TR00000307,PR00262,15.0,20.92,0.0886,286.02
TL000000959,TR00000161,PR00153,5.0,49.75,0.0452,237.51
TL000000960,TR00001228,PR00037,2.05,41.98,0.1149,76.17
TL000000961,TR00001307,PR00313,8.18,66.66,0.0935,494.31
TL000000962,TR00000535,PR00028,2.0,59.19,0.1297,103.03
TL000000963,TR00000823,PR00336,1.63,95.31,0.0355,149.84
TL000000964,TR00000126,PR00519,2.0,32.03,0.0608,60.16
TL000000965,TR00000340,PR00495,2.0,42.69,0.0243,83.31
TL000000966,TR00000680,PR00588,2.0,48.16,0.0442,92.07
TL000000967,TR00000600,PR00240,5.21,89.84,0.028,454.94
TL000000968,TR00001202,PR00145,4.0,40.46,0.0867,147.81
TL000000969,TR00000598,PR00380,1.0,74.78,0.1215,65.69
TL000000970,TR00000190,PR00001,2.21,91.96,0.0091,201.38
TL000000971,TR00000333,PR00059,7.0,65.69,0.0559,434.17
TL000000972,TR00000916,PR00238,10.75,54.58,0.0444,560.73
TL000000973,TR00001178,PR00571,2.0,27.02,0.0594,50.83
TL000000974,TR00000372,PR00212,5.0,32.01,0.0413,153.42
TL000000975,TR00000168,PR00560,1.0,59.57,0.0389,57.26
TL000000976,TR00001298,PR00515,1.0,48.01,0.0721,44.55
TL000000977,TR00001277,PR00147,7.05,26.92,0.031,183.93
TL000000978,TR00001169,PR00046,5.09,35.68,0.1037,162.8
TL000000979,TR00000362,PR00223,3.0,88.45,0.0712,246.46
TL000000980,TR00001103,PR00273,1.99,42.21,0.1084,74.9
TL000000981,TR00001151,PR00454,1.0,28.87,0.0752,26.7
TL000000982,TR00000771,PR00587,2.07,17.35,0.0036,35.79
TL000000983,TR00000481,PR00197,2.0,27.06,0.008,53.69
TL000000984,TR00001102,PR00062,5.0,4.98,0.1048,22.3
TL000000985,TR00000427,PR00372,2.0,33.14,0.1246,58.03
TL000000986,TR00000751,PR00522,7.0,91.01,0.1052,570.1
TL000000987,TR00001304,PR00049,3.0,84.03,0.0489,239.74
TL000000988,TR00001047,PR00047,3.0,94.86,0.1347,246.26
TL000000989,TR00001096,PR00021,2.4,60.49,0.0708,134.88
TL000000990,TR00000379,PR00481,7.63,29.53,0.0548,212.95
TL000000991,TR00000866,PR00280,2.0,56.98,0.0939,103.26
TL000000992,TR00000432,PR00474,6.0,67.23,0.1425,345.88
TL000000993,TR00001018,PR00296,5.0,96.45,0.067,449.94
TL000000994,TR00000437,PR00015,3.0,38.64,0.1258,101.33
TL000000995,TR00000460,PR00108,8.0,109.49,0.1321,760.2
TL000000996,TR00000132,PR00193,3.0,7.11,0.1363,18.43
TL000000997,TR00000786,PR00069,2.0,89.81,0.0202,176.0
TL000000998,TR00000703,PR00109,3.24,41.52,0.0913,122.25
TL000000999,TR00000039,PR00218,3.0,90.75,0.0557,257.08
TL000001000,TR00000532,PR00024,3.0,75.15,0.122,197.94
TL000001001,TR00000617,PR00408,7.0,2.68,0.0178,18.45
TL000001002,TR00000956,PR00137,6.0,42.15,0.0856,231.24
TL000001003,TR00000853,PR00515,8.0,50.0,0.05,380.04
TL000001004,TR00000029,PR00582,7.79,44.21,0.0018,343.77
TL000001005,TR00000484,PR00095,1.2,93.25,0.0134,110.41
TL000001006,TR00000127,PR00047,7.0,79.5,0.063,521.44
TL000001007,TR00000710,PR00577,7.0,87.29,0.0655,570.98
TL000001008,TR00000909,PR00548,1.0,70.11,0.0594,65.94
TL000001009,TR00000627,PR00270,7.0,87.37,0.0244,596.72
TL000001010,TR00000057,PR00033,2.0,39.35,0.035,75.94
TL000001011,TR00000878,PR00151,4.58,117.51,0.0423,515.41
TL000001012,TR00001224,PR00243,2.5,81.46,0.0914,185.02
TL000001013,TR00000817,PR00238,10.6,57.0,0.0409,579.52
TL000001014,TR00001202,PR00399,2.0,4.63,0.1272,8.08
TL000001015,TR00001103,PR00466,1.0,9.84,0.0891,8.96
TL000001016,TR00000518,PR00518,2.0,63.85,0.0404,122.55
TL000001017,TR00000923,PR00431,11.0,53.71,0.0117,583.83
TL000001018,TR00001188,PR00481,3.16,29.21,0.1177,81.45
TL000001019,TR00000120,PR00432,7.0,81.03,0.0233,554.04
TL000001020,TR00000144,PR00434,11.0,7.65,0.0967,76.02
TL000001021,TR00000615,PR00396,6.0,103.91,0.0643,583.39
TL000001022,TR00000664,PR00026,3.9,88.21,0.1337,298.05
TL000001023,TR00000848,PR00337,5.0,56.23,0.1386,242.16
TL000001024,TR00000770,PR00533,7.0,41.52,0.137,250.85
TL000001025,TR00001273,PR00268,12.05,21.52,0.1028,232.63
TL000001026,TR00000259,PR00131,7.8,88.74,0.0419,663.22
TL000001027,TR00000471,PR00074,3.0,36.76,0.0455,105.27
TL000001028,TR00000960,PR00124,1.04,64.05,0.0387,64.03
TL000001029,TR00000922,PR00369,5.35,102.39,0.0296,531.56
TL000001030,TR00000028,PR00282,3.0,12.9,0.0813,35.55
TL000001031,TR00000333,PR00347,0.53,19.02,0.1301,8.77
TL000001032,TR00000119,PR00294,3.0,98.61,0.0412,283.63
TL000001033,TR00000914,PR00555,2.0,13.78,0.0072,27.36
TL000001034,TR00001246,PR00072,3.0,68.85,0.1079,184.27
TL000001035,TR00000826,PR00358,7.37,35.77,0.1494,224.23
TL000001036,TR00000852,PR00463,3.0,85.86,0.0492,244.9
TL000001037,TR00000058,PR00047,7.0,94.83,0.0343,641.03
TL000001038,TR00001015,PR00232,4.0,11.57,0.074,42.87
TL000001039,TR00001272,PR00428,2.1,107.47,0.0358,217.61
TL000001040,TR00000800,PR00380,7.0,81.37,0.0058,566.27
TL000001041,TR00000634,PR00322,2.0,67.36,0.1254,117.82
TL000001042,TR00000914,PR00522,5.0,102.37,0.0377,492.57
TL000001043,TR00000325,PR00095,1.28,94.09,0.025,117.42
TL000001044,TR00001195,PR00419,7.0,25.18,0.024,172.04
TL000001045,TR00000200,PR00472,1.0,85.84,0.0755,79.35
TL000001046,TR00000208,PR00217,4.0,68.16,0.1399,234.5
TL000001047,TR00000200,PR00219,3.0,6.99,0.1431,17.98
TL000001048,TR00001330,PR00267,8.62,58.59,0.0029,503.55
TL000001049,TR00000814,PR00109,5.69,34.72,0.045,188.65
TL000001050,TR00001221,PR00541,1.0,65.03,0.1207,57.18
TL000001051,TR00000633,PR00142,3.0,44.84,0.1305,116.97
TL000001052,TR00000125,PR00544,6.54,60.95,0.0759,368.35
TL000001053,TR00000820,PR00063,4.0,16.08,0.0329,62.22
TL000001054,TR00000312,PR00512,5.0,27.76,0.1416,119.16
TL000001055,TR00000429,PR00516,6.0,99.62,0.0783,550.89
TL000001056,TR00001276,PR00583,1.44,63.16,0.0429,87.05
TL000001057,TR00001034,PR00392,6.0,47.44,0.0298,276.15
TL000001058,TR00000882,PR00235,2.76,24.68,0.0757,62.97
TL000001059,TR00001142,PR00501,6.0,48.87,0.0979,264.54
TL000001060,TR00000201,PR00168,2.16,33.82,0.0568,68.89
TL000001061,TR00000887,PR00258,3.0,93.96,0.1188,248.42
TL000001062,TR00000432,PR00581,6.63,61.79,0.0037,408.18
TL000001063,TR00000109,PR00054,8.0,101.17,0.0808,743.89
TL000001064,TR00001114,PR00598,4.0,50.43,0.0223,197.24
TL000001065,TR00000076,PR00503,1.0,56.86,0.1144,50.36
TL000001066,TR00000044,PR00566,1.0,68.48,0.0846,62.68
TL000001067,TR00000070,PR00354,7.88,41.71,0.0953,297.37
TL000001068,TR00001113,PR00331,2.0,98.87,0.0726,183.39
TL000001069,TR00000798,PR00182,1.88,68.58,0.0234,125.91
TL000001070,TR00001387,PR00339,3.0,32.16,0.0877,88.03
TL000001071,TR00000155,PR00580,5.33,33.2,0.0913,160.8
TL000001072,TR00000064,PR00030,2.39,97.01,0.0396,222.68
TL000001073,TR00000321,PR00286,5.0,96.04,0.08,441.82
TL000001074,TR00001399,PR00321,6.0,73.98,0.0892,404.26
TL000001075,TR00000339,PR00266,5.79,87.29,0.0415,484.46
TL000001076,TR00000228,PR00518,5.0,63.15,0.1373,272.38
TL000001077,TR00000965,PR00454,6.0,33.69,0.0348,195.13
TL000001078,TR00000287,PR00084,2.0,88.23,0.116,155.99
TL000001079,TR00000926,PR00475,1.8,7.94,0.0484,13.61
TL000001080,TR00000328,PR00582,5.66,34.08,0.0885,175.82
TL000001081,TR00000248,PR00047,5.0,79.28,0.1042,355.09
TL000001082,TR00000535,PR00496,4.0,88.36,0.1242,309.57
TL000001083,TR00001041,PR00407,2.78,96.55,0.1086,239.28
TL000001084,TR00001292,PR00493,3.0,4.3,0.1179,11.38
TL000001085,TR00001341,PR00316,5.0,79.98,0.0041,398.27
TL000001086,TR00001344,PR00366,7.2,70.33,0.003,504.83
TL000001087,TR00000114,PR00566,1.0,79.56,0.0853,72.78
TL000001088,TR00000712,PR00489,12.0,63.77,0.1408,657.51
TL000001089,TR00001268,PR00421,0.84,44.74,0.0537,35.56
TL000001090,TR00000400,PR00405,10.0,86.46,0.1204,760.49
TL000001091,TR00001040,PR00288,1.0,25.95,0.0977,23.42
TL000001092,TR00000044,PR00011,2.0,89.88,0.0985,162.06
TL000001093,TR00000846,PR00241,5.0,68.16,0.0162,335.3
TL000001094,TR00000380,PR00250,3.0,87.22,0.1141,231.79
TL000001095,TR00000756,PR00042,2.0,13.31,0.0278,25.89
TL000001096,TR00001178,PR00029,2.0,79.5,0.1258,138.99
TL000001097,TR00000298,PR00243,3.03,81.12,0.1352,212.55
TL000001098,TR00000480,PR00054,4.0,90.18,0.097,325.72
TL000001099,TR00000073,PR00229,2.86,119.37,0.0138,336.68
TL000001100,TR00000412,PR00443,7.49,75.68,0.0675,528.57
TL000001101,TR00001053,PR00039,2.1,71.63,0.0618,141.14
TL000001102,TR00000413,PR00316,4.0,89.4,0.0601,336.11
TL000001103,TR00000933,PR00235,9.78,23.32,0.1351,197.29
TL000001104,TR00000037,PR00077,4.31,100.51,0.1214,380.58
TL000001105,TR00000778,PR00235,3.75,24.79,0.0413,89.12
TL000001106,TR00000985,PR00258,1.0,83.66,0.1289,72.87
TL000001107,TR00000444,PR00377,12.0,19.74,0.0026,236.31
TL000001108,TR00001246,PR00186,5.0,90.78,0.0564,428.34
TL000001109,TR00000624,PR00421,4.2,52.27,0.1263,191.82
TL000001110,TR00000692,PR00450,5.0,96.9,0.0272,471.31
TL000001111,TR00001301,PR00100,1.94,88.96,0.053,163.43
TL000001112,TR00000629,PR00338,3.91,81.76,0.0509,303.4
TL000001113,TR00001057,PR00111,5.93,84.5,0.0737,464.15
TL000001114,TR00001302,PR00495,1.0,32.49,0.122,28.53
TL000001115,TR00000563,PR00464,5.0,24.72,0.1483,105.29
TL000001116,TR00000179,PR00083,4.0,28.24,0.05,107.31
TL000001117,TR00001391,PR00518,2.0,55.39,0.0943,100.34
TL000001118,TR00000748,PR00164,6.0,33.21,0.1167,175.99
TL000001119,TR00001023,PR00541,7.0,64.75,0.0896,412.64
TL000001120,TR00000342,PR00386,1.32,27.33,0.1065,32.23
TL000001121,TR00001098,PR00172,1.0,28.94,0.0533,27.4
TL000001122,TR00000349,PR00572,6.0,33.09,0.1095,176.82
TL000001123,TR00000915,PR00359,9.0,89.16,0.078,739.8
TL000001124,TR00000671,PR00060,6.0,122.95,0.0622,691.78
TL000001125,TR00001157,PR00577,1.0,100.97,0.0654,94.37
TL000001126,TR00000056,PR00158,6.24,98.61,0.1373,530.84
TL000001127,TR00000911,PR00518,4.0,57.97,0.1189,204.3
TL000001128,TR00000847,PR00344,5.0,60.56,0.1128,268.67
TL000001129,TR00001052,PR00302,6.23,93.6,0.0204,571.23
TL000001130,TR00000728,PR00526,3.0,30.89,0.0963,83.76
TL000001131,TR00000416,PR00288,5.0,21.49,0.1435,92.03
TL000001132,TR00001257,PR00592,7.87,14.58,0.0577,108.1
TL000001133,TR00000520,PR00123,2.21,60.75,0.1134,119.02
TL000001134,TR00000799,PR00339,1.0,36.68,0.1236,32.15
TL000001135,TR00000861,PR00357,3.0,74.83,0.1166,198.32
TL000001136,TR00000239,PR00390,6.29,10.81,0.0978,61.33
TL000001137,TR00001023,PR00083,1.0,25.54,0.0051,25.41
TL000001138,TR00001122,PR00328,0.79,52.87,0.0647,39.07
TL000001139,TR00000957,PR00186,2.0,75.49,0.0369,145.4
TL000001140,TR00000978,PR00024,1.0,87.74,0.1285,76.46
TL000001141,TR00000444,PR00235,6.21,28.51,0.0755,163.67
TL000001142,TR00000660,PR00192,3.0,100.53,0.1282,262.92
TL000001143,TR00000363,PR00111,10.16,91.05,0.1097,823.61
TL000001144,TR00000289,PR00551,4.91,12.52,0.0464,58.62
TL000001145,TR00001124,PR00364,7.89,74.8,0.0558,557.23
TL000001146,TR00000590,PR00400,4.0,70.57,0.0845,258.42
TL000001147,TR00000364,PR00473,3.0,61.9,0.0279,180.51
TL000001148,TR00000825,PR00102,3.81,114.16,0.0206,425.99
TL000001149,TR00000202,PR00323,7.0,16.44,0.1097,102.43
TL000001150,TR00000891,PR00551,0.78,14.79,0.1025,10.35
TL000001151,TR00000080,PR00053,13.0,48.08,0.1154,552.98
TL000001152,TR00001035,PR00036,4.26,43.19,0.1126,163.26
TL000001153,TR00001357,PR00568,8.45,85.82,0.0169,712.95
TL000001154,TR00001053,PR00380,3.0,78.76,0.1264,206.44
TL000001155,TR00000479,PR00529,5.0,86.25,0.0799,396.82
TL000001156,TR00000288,PR00446,3.0,10.35,0.1471,26.49
TL000001157,TR00000335,PR00592,4.59,16.73,0.0813,70.57
TL000001158,TR00000741,PR00567,3.02,96.45,0.0115,287.91
TL000001159,TR00000821,PR00183,4.0,56.21,0.0647,210.32
TL000001160,TR00000637,PR00277,5.0,8.28,0.0489,39.38
TL000001161,TR00001068,PR00304,3.22,34.07,0.1151,97.07
TL000001162,TR00001342,PR00557,5.11,47.17,0.1257,210.72
TL000001163,TR00001027,PR00445,9.79,12.86,0.0804,115.8
TL000001164,TR00000625,PR00248,4.2,16.72,0.1357,60.71
TL000001165,TR00001089,PR00445,1.76,14.82,0.0916,23.7
TL000001166,TR00001331,PR00350,3.0,11.32,0.1143,30.08
TL000001167,TR00000517,PR00288,3.0,21.59,0.0048,64.44
TL000001168,TR00000863,PR00444,0.79,70.01,0.1465,47.2
TL000001169,TR00000689,PR00222,3.0,72.26,0.0957,196.04
TL000001170,TR00000471,PR00070,2.0,73.55,0.1173,129.85
TL000001171,TR00000637,PR00544,3.86,63.51,0.045,234.1
TL000001172,TR00001074,PR00188,3.0,75.38,0.1123,200.74
TL000001173,TR00000310,PR00547,8.0,84.67,0.0397,650.45
TL000001174,TR00001163,PR00171,1.31,114.14,0.0269,145.51
TL000001175,TR00001194,PR00313,4.57,73.47,0.0611,315.25
TL000001176,TR00000301,PR00094,0.5,44.67,0.0446,21.34
TL000001177,TR00000016,PR00153,6.0,44.46,0.0319,258.22
TL000001178,TR00000564,PR00365,1.0,37.43,0.1314,32.51
TL000001179,TR00001168,PR00059,2.0,52.67,0.1296,91.7
TL000001180,TR00001086,PR00428,4.72,99.83,0.0963,425.81
TL000001181,TR00000300,PR00466,7.0,10.58,0.1252,64.79
TL000001182,TR00000959,PR00193,2.0,8.69,0.0679,16.21
TL000001183,TR00000654,PR00066,0.56,76.29,0.0217,41.8
TL000001184,TR00000220,PR00514,3.0,51.17,0.0143,151.3
TL000001185,TR00000337,PR00142,6.0,47.58,0.0482,271.72
TL000001186,TR00001241,PR00498,6.0,58.82,0.0098,349.44
TL000001187,TR00000467,PR00309,1.0,98.5,0.1328,85.41
TL000001188,TR00000432,PR00255,5.2,53.74,0.0119,276.1
TL000001189,TR00000901,PR00496,6.0,85.59,0.1238,450.0
TL000001190,TR00000832,PR00587,3.18,19.6,0.0529,59.03
TL000001191,TR00000966,PR00054,2.0,86.24,0.0514,163.62
TL000001192,TR00000507,PR00379,6.0,31.63,0.04,182.16
TL000001193,TR00001312,PR00126,1.27,53.63,0.0286,66.17
TL000001194,TR00000370,PR00560,4.0,65.66,0.0504,249.43
TL000001195,TR00000755,PR00056,4.0,80.02,0.1242,280.35
TL000001196,TR00000860,PR00478,8.72,57.93,0.1435,432.66
TL000001197,TR00001161,PR00081,1.0,41.95,0.121,36.87
TL000001198,TR00001045,PR00446,9.0,9.81,0.1454,75.46
TL000001199,TR00000012,PR00434,3.0,10.0,0.1055,26.84
TL000001200,TR00000276,PR00007,2.0,83.41,0.0537,157.86
TL000001201,TR00000041,PR00027,12.0,57.33,0.0302,667.19
TL000001202,TR00000554,PR00412,4.0,79.14,0.0235,309.12
TL000001203,TR00000583,PR00380,5.0,73.82,0.0114,364.89
TL000001204,TR00000357,PR00253,2.16,41.61,0.0143,88.59
TL000001205,TR00000804,PR00198,4.0,95.3,0.0535,360.78
TL000001206,TR00000655,PR00037,5.87,48.6,0.003,284.42
TL000001207,TR00001038,PR00117,3.0,0.8,0.1072,2.13
TL000001208,TR00000645,PR00587,0.86,17.62,0.1316,13.16
TL000001209,TR00000960,PR00398,4.0,46.64,0.0683,173.83
TL000001210,TR00001062,PR00492,2.0,26.49,0.0561,50.02
TL000001211,TR00000620,PR00159,1.45,39.03,0.0422,54.2
TL000001212,TR00000552,PR00113,5.23,72.04,0.0801,346.6
TL000001213,TR00000235,PR00190,2.0,68.04,0.1024,122.15
TL000001214,TR00001153,PR00419,4.0,26.2,0.1244,91.76
TL000001215,TR00001015,PR00395,5.38,38.22,0.1291,179.07
TL000001216,TR00000903,PR00484,7.07,57.48,0.0828,372.77
TL000001217,TR00000051,PR00198,2.0,111.67,0.1332,193.59
TL000001218,TR00000741,PR00112,1.0,91.82,0.0007,91.76
TL000001219,TR00000833,PR00071,2.0,64.55,0.066,120.58
TL000001220,TR00000073,PR00571,10.0,33.48,0.1393,288.14
TL000001221,TR00000195,PR00125,8.0,6.29,0.0233,49.15
TL000001222,TR00001279,PR00238,4.53,50.54,0.0015,228.58
TL000001223,TR00000974,PR00597,3.84,7.92,0.0695,28.29
TL000001224,TR00001092,PR00261,7.0,78.63,0.1277,480.09
TL000001225,TR00000550,PR00357,5.0,61.83,0.0707,287.29
TL000001226,TR00000122,PR00280,9.0,62.52,0.025,548.63
TL000001227,TR00000524,PR00281,2.0,55.93,0.0732,103.68
TL000001228,TR00000614,PR00040,6.95,88.69,0.0648,576.42
TL000001229,TR00001181,PR00023,2.0,108.18,0.0295,209.98
TL000001230,TR00000771,PR00057,2.75,72.27,0.1357,171.77
TL000001231,TR00001313,PR00577,4.0,89.9,0.1094,320.24
TL000001232,TR00001317,PR00436,4.0,73.82,0.0517,280.03
TL000001233,TR00000149,PR00588,7.0,41.12,0.1363,248.6
TL000001234,TR00000487,PR00576,1.0,87.65,0.1406,75.33
TL000001235,TR00000049,PR00562,3.61,14.57,0.1396,45.26
TL000001236,TR00001157,PR00397,3.0,10.39,0.0043,31.04
TL000001237,TR00000502,PR00140,7.1,80.56,0.1177,504.68
TL000001238,TR00000245,PR00120,2.0,95.8,0.0399,183.95
TL000001239,TR00000031,PR00454,3.0,34.79,0.1024,93.68
TL000001240,TR00000962,PR00595,5.0,74.13,0.0378,356.61
TL000001241,TR00000583,PR00132,4.0,33.79,0.0001,135.16
TL000001242,TR00000671,PR00533,1.0,37.19,0.1269,32.47
TL000001243,TR00000317,PR00019,4.0,81.82,0.042,313.52
TL000001244,TR00001186,PR00321,3.0,65.05,0.1082,174.05
TL000001245,TR00001312,PR00342,1.58,42.64,0.0428,64.48
TL000001246,TR00000240,PR00071,4.0,65.69,0.1257,229.73
TL000001247,TR00000945,PR00528,3.0,61.46,0.0032,183.79
TL000001248,TR00000163,PR00470,2.64,118.1,0.0329,301.54
TL000001249,TR00001120,PR00022,1.0,4.15,0.0876,3.78
TL000001250,TR00000470,PR00551,2.0,12.02,0.0885,21.9
TL000001251,TR00000631,PR00359,4.0,99.03,0.0196,388.35
TL000001252,TR00000524,PR00521,4.0,86.9,0.0968,313.96
TL000001253,TR00001137,PR00084,7.0,90.01,0.0737,583.63
TL000001254,TR00000032,PR00234,6.0,24.41,0.0834,134.25
TL000001255,TR00000397,PR00101,2.87,20.12,0.0261,56.23
TL000001256,TR00000015,PR00012,6.0,36.27,0.0657,203.34
TL000001257,TR00000220,PR00223,1.0,119.19,0.116,105.36
TL000001258,TR00001398,PR00447,4.0,110.14,0.0411,422.47
TL000001259,TR00000774,PR00442,2.0,6.17,0.0901,11.23
TL000001260,TR00000894,PR00444,4.55,59.35,0.1405,232.08
TL000001261,TR00000919,PR00324,8.81,84.76,0.0478,711.02
TL000001262,TR00000505,PR00520,1.64,99.33,0.1432,139.57
TL000001263,TR00001079,PR00557,4.28,38.46,0.0657,153.79
TL000001264,TR00001206,PR00369,11.91,83.78,0.1089,889.15
TL000001265,TR00000727,PR00340,3.0,47.15,0.0111,139.87
TL000001266,TR00000704,PR00419,2.0,30.12,0.139,51.87
TL000001267,TR00000598,PR00047,4.0,100.78,0.0863,368.36
TL000001268,TR00001321,PR00126,4.62,56.06,0.0198,253.87
TL000001269,TR00000823,PR00471,1.0,58.36,0.1088,52.01
TL000001270,TR00000578,PR00217,1.0,70.81,0.1165,62.56
TL000001271,TR00000078,PR00292,3.17,62.69,0.0186,195.03
TL000001272,TR00000997,PR00111,3.86,72.12,0.0737,257.88
TL000001273,TR00000183,PR00264,3.16,16.52,0.0312,50.58
TL000001274,TR00000889,PR00425,4.0,36.43,0.1124,129.36
TL000001275,TR00000742,PR00101,1.42,19.72,0.0524,26.54
TL000001276,TR00001212,PR00498,7.0,63.36,0.0301,430.18
TL000001277,TR00000472,PR00534,5.0,12.89,0.0729,59.74
TL000001278,TR00000489,PR00319,10.0,42.28,0.1401,363.54
TL000001279,TR00000370,PR00110,1.0,52.79,0.096,47.72
TL000001280,TR00001304,PR00398,3.0,42.71,0.049,121.86
TL000001281,TR00001051,PR00058,1.0,18.42,0.0489,17.52
TL000001282,TR00000717,PR00384,2.0,83.91,0.1158,148.38
TL000001283,TR00001173,PR00047,5.0,81.75,0.1102,363.71
TL000001284,TR00001178,PR00524,4.68,75.74,0.117,312.99
TL000001285,TR00001110,PR00588,2.0,50.75,0.1102,90.31
TL000001286,TR00001128,PR00162,4.13,19.6,0.0129,79.91
TL000001287,TR00000929,PR00527,6.55,6.35,0.0935,37.72
TL000001288,TR00000537,PR00260,1.0,5.75,0.1421,4.93
TL000001289,TR00000082,PR00457,4.0,62.57,0.0235,244.41
TL000001290,TR00001211,PR00352,9.55,13.89,0.1193,116.84
TL000001291,TR00000914,PR00545,5.0,1.71,0.0317,8.29
TL000001292,TR00000232,PR00589,4.14,17.74,0.1334,63.64
TL000001293,TR00001268,PR00380,1.0,79.0,0.0308,76.56
TL000001294,TR00001234,PR00253,6.85,51.72,0.1058,316.79
TL000001295,TR00000223,PR00046,1.55,33.14,0.0778,47.37
TL000001296,TR00000961,PR00091,1.0,72.09,0.0014,71.99
TL000001297,TR00000332,PR00497,5.0,67.17,0.102,301.59
TL000001298,TR00000452,PR00011,3.0,93.08,0.0844,255.67
TL000001299,TR00000961,PR00380,3.0,63.22,0.0936,171.89
TL000001300,TR00001322,PR00380,2.0,62.64,0.1359,108.25
TL000001301,TR00001262,PR00306,1.28,16.84,0.1186,19.0
TL000001302,TR00001366,PR00496,6.0,99.4,0.1178,526.13
TL000001303,TR00000372,PR00386,2.33,24.56,0.0215,56.0
TL000001304,TR00000701,PR00463,2.0,64.11,0.0125,126.62
