TransactionId,CustomerId,AccountId,StoreId,TransactionDateTime,PaymentMethod,Currency,DiscountEUR,TotalNetAmountEUR,Year,Month,Day
TR00000249,CU000286,AC00478,ST025,2025-06-10 12:00:00,Cash,EUR,2.4,1045.13,2025,6,10
TR00000250,CU000509,AC00183,ST006,2025-07-14 07:00:00,Card,EUR,15.34,1687.17,2025,7,14
TR00000251,CU000491,AC00048,ST029,2025-08-13 02:00:00,Card,EUR,21.09,1654.58,2025,8,13
TR00000252,CU000388,AC00272,ST011,2024-02-07 21:00:00,Invoice,EUR,9.82,695.06,2024,2,7
TR00000253,CU000408,AC00164,ST038,2024-03-19 08:00:00,Card,EUR,12.32,114.15,2024,3,19
TR00000254,CU000067,AC00275,ST020,2025-05-15 18:00:00,Cash,EUR,10.78,0.0,2025,5,15
TR00000255,CU000230,AC00047,ST014,2025-04-06 03:00:00,BankTransfer,EUR,2.0,227.05,2025,4,6
TR00000256,CU000406,AC00378,ST009,2025-08-21 15:00:00,Card,EUR,5.45,459.21,2025,8,21
TR00000257,CU000264,AC00079,ST025,2024-05-09 01:00:00,Card,EUR,7.37,454.03,2024,5,9
TR00000258,CU000441,AC00212,ST017,2025-12-12 13:00:00,Card,EUR,2.76,0.0,2025,12,12
TR00000259,CU000350,AC00288,ST004,2024-12-28 01:00:00,Card,EUR,2.77,2026.28,2024,12,28
TR00000260,CU000030,AC00364,ST003,2025-05-21 15:00:00,Card,EUR,14.31,683.62,2025,5,21
TR00000261,CU000115,AC00516,ST004,2024-02-03 13:00:00,Card,EUR,3.42,295.45,2024,2,3
TR00000262,CU000349,AC00124,ST031,2025-07-25 03:00:00,Card,EUR,13.57,61.22,2025,7,25
TR00000263,CU000234,AC00539,ST037,2025-10-28 20:00:00,BankTransfer,EUR,12.48,770.73,2025,10,28
TR00000264,CU000018,AC00521,ST035,2025-12-21 17:00:00,Invoice,EUR,10.94,343.66,2025,12,21
TR00000265,CU000240,AC00549,ST022,2025-06-27 13:00:00,Card,EUR,0.0,474.15,2025,6,27
TR00000266,CU000168,AC00312,ST007,2025-12-21 02:00:00,Invoice,EUR,4.6,847.24,2025,12,21
TR00000267,CU000088,AC00426,ST035,2025-07-06 14:00:00,Card,EUR,0.0,528.37,2025,7,6
TR00000268,CU000420,AC00446,ST034,2025-04-13 20:00:00,Card,EUR,8.58,150.1,2025,4,13
TR00000269,CU000298,AC00084,ST019,2025-07-23 21:00:00,Invoice,EUR,0.0,102.81,2025,7,23
TR00000270,CU000175,AC00368,ST019,2025-07-20 19:00:00,Card,EUR,0.76,258.71,2025,7,20
TR00000271,CU000400,AC00389,ST018,2025-07-31 11:00:00,Invoice,EUR,0.0,257.41,2025,7,31
TR00000272,CU000305,AC00230,ST040,2024-02-22 15:00:00,BankTransfer,EUR,0.0,556.81,2024,2,22
TR00000273,CU000469,AC00410,ST038,2025-10-04 08:00:00,Card,EUR,0.0,0.0,2025,10,4
TR00000274,CU000380,AC00454,ST029,2025-05-24 11:00:00,Card,EUR,0.0,501.44,2025,5,24
TR00000275,CU000175,AC00368,ST036,2024-01-10 16:00:00,Card,EUR,4.76,208.36,2024,1,10
TR00000276,CU000380,AC00454,ST032,2025-10-29 14:00:00,Invoice,EUR,14.67,1260.01,2025,10,29
TR00000277,CU000337,AC00098,ST037,2024-04-10 13:00:00,Card,EUR,0.0,493.84,2024,4,10
TR00000278,CU000357,AC00206,ST034,2025-02-18 16:00:00,Card,EUR,16.91,322.69,2025,2,18
TR00000279,CU000130,AC00324,ST034,2024-01-26 20:00:00,Card,EUR,0.0,31.92,2024,1,26
TR00000280,CU000114,AC00090,ST038,2024-02-10 14:00:00,Card,EUR,0.0,1165.02,2024,2,10
TR00000281,CU000053,AC00096,ST012,2024-07-13 15:00:00,BankTransfer,EUR,7.26,1080.82,2024,7,13
TR00000282,CU000147,AC00452,ST005,2024-12-14 01:00:00,BankTransfer,EUR,0.0,368.97,2024,12,14
TR00000283,CU000452,AC00502,ST038,2024-01-28 10:00:00,Card,EUR,8.01,91.96,2024,1,28
TR00000284,CU000474,AC00245,ST035,2025-07-19 12:00:00,Cash,EUR,10.18,2236.15,2025,7,19
TR00000285,CU000076,AC00111,ST009,2024-05-23 01:00:00,Card,EUR,28.74,630.61,2024,5,23
TR00000286,CU000307,AC00194,ST034,2025-10-25 03:00:00,Card,EUR,15.4,366.15,2025,10,25
TR00000287,CU000193,AC00463,ST039,2025-07-31 17:00:00,Invoice,EUR,0.0,155.99,2025,7,31
TR00000288,CU000463,AC00375,ST006,2025-11-26 17:00:00,Invoice,EUR,12.37,933.1,2025,11,26
TR00000289,CU000474,AC00245,ST001,2025-11-29 15:00:00,Cash,EUR,15.44,697.81,2025,11,29
TR00000290,CU000337,AC00098,ST038,2025-11-23 03:00:00,BankTransfer,EUR,10.12,808.89,2025,11,23
TR00000291,CU000307,AC00194,ST017,2025-03-03 08:00:00,Card,EUR,0.0,124.18,2025,3,3
TR00000292,CU000337,AC00098,ST007,2025-03-11 00:00:00,Card,EUR,2.01,527.13,2025,3,11
TR00000293,CU000273,AC00201,ST014,2024-11-14 17:00:00,Invoice,EUR,17.6,0.0,2024,11,14
TR00000294,CU000436,AC00512,ST032,2025-10-13 05:00:00,Invoice,EUR,19.62,617.72,2025,10,13
TR00000295,CU000164,AC00385,ST034,2024-02-01 00:00:00,Card,EUR,7.9,404.42,2024,2,1
TR00000296,CU000401,AC00401,ST034,2025-01-19 00:00:00,Cash,EUR,8.78,476.13,2025,1,19
TR00000297,CU000108,AC00517,ST006,2025-12-22 21:00:00,Card,EUR,13.01,1223.82,2025,12,22
TR00000298,CU000187,AC00415,ST014,2025-03-08 14:00:00,Card,EUR,13.23,386.26,2025,3,8
TR00000299,CU000031,AC00089,ST014,2025-01-02 11:00:00,BankTransfer,EUR,16.08,49.11,2025,1,2
TR00000300,CU000515,AC00029,ST022,2025-11-06 12:00:00,Card,EUR,0.0,220.91,2025,11,6
TR00000301,CU000445,AC00498,ST035,2025-08-30 02:00:00,Card,EUR,17.41,21.34,2025,8,30
TR00000302,CU000117,AC00063,ST006,2024-11-01 23:00:00,Card,EUR,0.0,164.7,2024,11,1
TR00000303,CU000252,AC00433,ST040,2024-08-21 05:00:00,Invoice,EUR,14.95,396.93,2024,8,21
TR00000304,CU000504,AC00496,ST035,2026-01-04 00:00:00,Card,EUR,21.14,1135.67,2026,1,4
TR00000305,CU000082,AC00030,ST018,2024-01-23 07:00:00,Cash,EUR,2.65,382.23,2024,1,23
TR00000306,CU000345,AC00191,ST037,2024-03-26 11:00:00,Card,EUR,9.11,1624.03,2024,3,26
TR00000307,CU000012,AC00235,ST002,2025-08-23 05:00:00,Card,EUR,11.13,1378.77,2025,8,23
TR00000308,CU000171,AC00086,ST007,2024-09-25 03:00:00,Card,EUR,0.0,916.22,2024,9,25
TR00000309,CU000456,AC00204,ST030,2025-10-07 12:00:00,BankTransfer,EUR,17.21,94.13,2025,10,7
TR00000310,CU000049,AC00481,ST024,2025-05-09 05:00:00,Card,EUR,12.48,1377.7,2025,5,9
TR00000311,CU000324,AC00356,ST010,2024-04-27 04:00:00,Card,EUR,0.0,414.43,2024,4,27
TR00000312,CU000436,AC00512,ST028,2025-01-01 01:00:00,Cash,EUR,20.71,217.03,2025,1,1
TR00000313,CU000213,AC00155,ST015,2025-08-30 13:00:00,Cash,EUR,0.0,248.19,2025,8,30
TR00000314,CU000383,AC00303,ST006,2025-04-06 16:00:00,Card,EUR,0.0,475.22,2025,4,6
TR00000315,CU000321,AC00535,ST033,2025-09-11 14:00:00,Invoice,EUR,7.7,157.74,2025,9,11
TR00000316,CU000022,AC00441,ST030,2024-08-02 13:00:00,Card,EUR,13.27,0.0,2024,8,2
TR00000317,CU000013,AC00492,ST021,2025-09-17 12:00:00,Card,EUR,20.32,587.49,2025,9,17
TR00000318,CU000200,AC00292,ST009,2024-05-12 05:00:00,Card,EUR,0.0,0.0,2024,5,12
TR00000319,CU000405,AC00449,ST002,2025-08-15 04:00:00,Card,EUR,10.59,531.33,2025,8,15
TR00000320,CU000125,AC00430,ST008,2024-05-12 14:00:00,Invoice,EUR,0.0,842.16,2024,5,12
TR00000321,CU000247,AC00104,ST038,2024-02-12 06:00:00,Card,EUR,10.96,1592.79,2024,2,12
TR00000322,CU000082,AC00030,ST001,2024-02-23 01:00:00,Card,EUR,0.0,185.49,2024,2,23
TR00000323,CU000255,AC00391,ST035,2024-03-22 11:00:00,Card,EUR,8.44,431.94,2024,3,22
TR00000324,CU000129,AC00100,ST037,2024-12-11 22:00:00,Invoice,EUR,3.2,194.93,2024,12,11
TR00000325,CU000486,AC00465,ST020,2025-05-18 19:00:00,Card,EUR,14.01,1347.5,2025,5,18
TR00000326,CU000138,AC00322,ST021,2024-05-19 00:00:00,Card,EUR,0.0,487.71,2024,5,19
TR00000327,CU000358,AC00182,ST008,2024-04-02 18:00:00,Card,EUR,2.41,402.1,2024,4,2
TR00000328,CU000250,AC00533,ST028,2025-06-26 22:00:00,Card,EUR,3.43,279.91,2025,6,26
TR00000329,CU000044,AC00255,ST037,2025-02-26 22:00:00,Invoice,EUR,6.1,443.18,2025,2,26
TR00000330,CU000061,AC00088,ST034,2025-07-26 18:00:00,Card,EUR,0.0,124.88,2025,7,26
TR00000331,CU000336,AC00428,ST035,2024-06-19 14:00:00,Card,EUR,4.09,0.0,2024,6,19
TR00000332,CU000104,AC00005,ST033,2025-03-26 06:00:00,Card,EUR,8.91,301.59,2025,3,26
TR00000333,CU000126,AC00016,ST003,2025-11-18 05:00:00,Card,EUR,13.69,794.4,2025,11,18
TR00000334,CU000291,AC00172,ST021,2024-12-23 12:00:00,Card,EUR,7.05,159.81,2024,12,23
TR00000335,CU000063,AC00003,ST009,2025-04-09 21:00:00,Card,EUR,8.75,265.24,2025,4,9
TR00000336,CU000307,AC00194,ST014,2025-05-05 07:00:00,Card,EUR,10.04,365.92,2025,5,5
TR00000337,CU000473,AC00021,ST014,2024-03-25 10:00:00,Card,EUR,14.28,879.18,2024,3,25
TR00000338,CU000411,AC00229,ST005,2025-12-19 00:00:00,Card,EUR,14.44,316.53,2025,12,19
TR00000339,CU000352,AC00296,ST034,2025-02-25 04:00:00,Cash,EUR,23.85,701.15,2025,2,25
TR00000340,CU000509,AC00183,ST014,2024-09-19 18:00:00,Invoice,EUR,0.0,946.03,2024,9,19
TR00000341,CU000389,AC00141,ST026,2025-03-30 13:00:00,Cash,EUR,0.0,268.5,2025,3,30
TR00000342,CU000144,AC00224,ST029,2024-09-10 14:00:00,Invoice,EUR,16.01,169.7,2024,9,10
TR00000343,CU000081,AC00326,ST014,2025-07-09 21:00:00,Invoice,EUR,5.21,153.13,2025,7,9
TR00000344,CU000358,AC00182,ST033,2025-06-27 12:00:00,Card,EUR,5.79,606.59,2025,6,27
TR00000345,CU000411,AC00229,ST037,2025-07-18 01:00:00,Card,EUR,0.0,127.59,2025,7,18
TR00000346,CU000252,AC00433,ST014,2025-08-29 16:00:00,Card,EUR,0.0,192.76,2025,8,29
TR00000347,CU000362,AC00024,ST016,2025-05-12 01:00:00,Card,EUR,4.56,337.63,2025,5,12
TR00000348,CU000062,AC00082,ST001,2024-12-04 14:00:00,Cash,EUR,8.28,2.67,2024,12,4
TR00000349,CU000342,AC00049,ST035,2025-03-31 03:00:00,Card,EUR,16.79,176.82,2025,3,31
TR00000350,CU000330,AC00105,ST028,2025-04-06 09:00:00,Card,EUR,6.47,267.73,2025,4,6
TR00000351,CU000093,AC00055,ST024,2025-07-27 18:00:00,Card,EUR,0.0,943.56,2025,7,27
TR00000352,CU000299,AC00260,ST029,2024-11-23 12:00:00,Card,EUR,0.0,820.04,2024,11,23
TR00000353,CU000253,AC00181,ST006,2024-03-22 04:00:00,Card,EUR,0.0,25.21,2024,3,22
TR00000354,CU000343,AC00273,ST025,2025-05-11 20:00:00,Invoice,EUR,0.0,434.94,2025,5,11
TR00000355,CU000385,AC00020,ST016,2024-11-18 06:00:00,Invoice,EUR,19.47,341.64,2024,11,18
TR00000356,CU000500,AC00083,ST037,2025-07-29 20:00:00,Card,EUR,9.73,870.24,2025,7,29
TR00000357,CU000191,AC00305,ST023,2025-05-31 07:00:00,Invoice,EUR,3.47,503.13,2025,5,31
TR00000358,CU000356,AC00435,ST008,2024-02-13 09:00:00,Card,EUR,9.83,729.4,2024,2,13
TR00000359,CU000104,AC00005,ST025,2025-02-15 08:00:00,Invoice,EUR,17.34,464.67,2025,2,15
TR00000360,CU000298,AC00084,ST016,2025-08-31 10:00:00,Card,EUR,0.0,376.91,2025,8,31
TR00000361,CU000403,AC00240,ST040,2024-02-09 09:00:00,Card,EUR,6.93,766.33,2024,2,9
TR00000362,CU000044,AC00255,ST009,2025-11-13 15:00:00,Card,EUR,9.92,1017.78,2025,11,13
TR00000363,CU000246,AC00475,ST031,2025-03-07 22:00:00,Card,EUR,14.21,1864.51,2025,3,7
TR00000364,CU000498,AC00523,ST012,2024-12-08 14:00:00,Invoice,EUR,0.0,1099.52,2024,12,8
TR00000365,CU000468,AC00136,ST002,2024-05-01 08:00:00,Card,EUR,27.18,623.63,2024,5,1
TR00000366,CU000163,AC00505,ST035,2024-09-13 08:00:00,Invoice,EUR,0.0,810.11,2024,9,13
TR00000367,CU000432,AC00067,ST025,2024-05-12 17:00:00,Invoice,EUR,0.0,1085.77,2024,5,12
TR00000368,CU000420,AC00446,ST001,2025-01-16 17:00:00,Card,EUR,0.0,34.69,2025,1,16
TR00000369,CU000352,AC00296,ST016,2025-12-28 19:00:00,Card,EUR,0.0,384.06,2025,12,28
TR00000370,CU000303,AC00071,ST012,2025-09-14 03:00:00,Card,EUR,0.0,1408.46,2025,9,14
TR00000371,CU000085,AC00137,ST025,2025-11-17 08:00:00,Card,EUR,0.0,48.13,2025,11,17
TR00000372,CU000262,AC00438,ST017,2025-06-20 10:00:00,Invoice,EUR,4.08,375.48,2025,6,20
TR00000373,CU000071,AC00238,ST027,2025-07-14 01:00:00,Card,EUR,24.19,466.34,2025,7,14
TR00000374,CU000079,AC00388,ST003,2024-03-05 16:00:00,Card,EUR,6.18,184.63,2024,3,5
TR00000375,CU000108,AC00517,ST040,2024-08-07 15:00:00,Card,EUR,10.31,251.61,2024,8,7
TR00000376,CU000473,AC00021,ST021,2024-06-08 21:00:00,Card,EUR,19.82,1016.82,2024,6,8
TR00000377,CU000210,AC00366,ST022,2025-02-04 10:00:00,Invoice,EUR,13.7,381.94,2025,2,4
TR00000378,CU000307,AC00194,ST027,2025-10-14 15:00:00,Card,EUR,31.5,896.57,2025,10,14
TR00000379,CU000272,AC00249,ST003,2025-07-30 06:00:00,Card,EUR,0.0,455.75,2025,7,30
TR00000380,CU000383,AC00303,ST008,2024-08-30 09:00:00,Cash,EUR,0.0,320.42,2024,8,30
TR00000381,CU000039,AC00332,ST013,2025-05-18 14:00:00,Card,EUR,0.0,320.52,2025,5,18
TR00000382,CU000002,AC00372,ST009,2025-08-20 01:00:00,Invoice,EUR,0.0,374.24,2025,8,20
TR00000383,CU000503,AC00514,ST014,2025-02-22 02:00:00,Card,EUR,20.16,327.44,2025,2,22
TR00000384,CU000009,AC00344,ST017,2025-07-16 10:00:00,BankTransfer,EUR,0.0,131.63,2025,7,16
TR00000385,CU000147,AC00452,ST032,2025-08-14 18:00:00,Cash,EUR,11.06,0.0,2025,8,14
TR00000386,CU000430,AC00346,ST014,2025-12-08 22:00:00,Card,EUR,7.31,1126.91,2025,12,8
TR00000387,CU000433,AC00321,ST009,2024-07-29 11:00:00,Card,EUR,2.28,237.52,2024,7,29
TR00000388,CU000105,AC00058,ST017,2025-01-03 15:00:00,Card,EUR,0.0,473.4,2025,1,3
TR00000389,CU000266,AC00177,ST018,2024-11-16 19:00:00,Card,EUR,13.91,85.64,2024,11,16
TR00000390,CU000465,AC00444,ST008,2025-05-22 09:00:00,Card,EUR,6.84,0.0,2025,5,22
TR00000391,CU000236,AC00118,ST038,2024-12-12 05:00:00,Card,EUR,4.2,377.41,2024,12,12
TR00000392,CU000325,AC00046,ST014,2024-02-22 02:00:00,Card,EUR,29.44,541.66,2024,2,22
TR00000393,CU000023,AC00537,ST037,2024-07-08 22:00:00,Card,EUR,7.95,113.0,2024,7,8
TR00000394,CU000422,AC00519,ST037,2024-04-05 17:00:00,Card,EUR,9.76,788.48,2024,4,5
TR00000395,CU000046,AC00437,ST027,2024-03-19 07:00:00,Invoice,EUR,7.66,198.95,2024,3,19
TR00000396,CU000508,AC00352,ST026,2024-03-21 05:00:00,Invoice,EUR,18.36,116.29,2024,3,21
TR00000397,CU000267,AC00248,ST039,2025-03-15 17:00:00,Card,EUR,0.0,56.23,2025,3,15
TR00000398,CU000004,AC00073,ST037,2025-08-31 09:00:00,Card,EUR,16.37,837.14,2025,8,31
TR00000399,CU000178,AC00264,ST012,2024-09-12 01:00:00,Cash,EUR,5.73,2376.86,2024,9,12
TR00000400,CU000518,AC00350,ST035,2025-07-01 06:00:00,Invoice,EUR,10.57,762.08,2025,7,1
TR00000401,CU000285,AC00281,ST040,2024-09-27 05:00:00,Card,EUR,0.0,902.26,2024,9,27
TR00000402,CU000466,AC00008,ST018,2025-01-09 13:00:00,Card,EUR,0.0,1061.01,2025,1,9
TR00000403,CU000328,AC00432,ST023,2025-04-28 16:00:00,Card,EUR,8.73,55.76,2025,4,28
TR00000404,CU000115,AC00516,ST016,2025-12-11 22:00:00,Card,EUR,0.0,773.08,2025,12,11
TR00000405,CU000337,AC00098,ST035,2024-03-25 09:00:00,BankTransfer,EUR,4.47,551.01,2024,3,25
TR00000406,CU000465,AC00444,ST009,2024-01-17 07:00:00,Card,EUR,10.17,518.6,2024,1,17
TR00000407,CU000503,AC00514,ST008,2024-05-01 10:00:00,Invoice,EUR,0.0,113.32,2024,5,1
TR00000408,CU000465,AC00444,ST018,2025-04-24 09:00:00,Card,EUR,4.31,298.38,2025,4,24
TR00000409,CU000202,AC00106,ST002,2024-11-14 23:00:00,Cash,EUR,1.29,0.0,2024,11,14
TR00000410,CU000436,AC00512,ST036,2025-07-25 16:00:00,BankTransfer,EUR,0.32,298.96,2025,7,25
TR00000411,CU000123,AC00154,ST007,2025-09-30 20:00:00,Invoice,EUR,6.07,589.75,2025,9,30
TR00000412,CU000393,AC00072,ST018,2025-04-21 15:00:00,Card,EUR,0.0,800.92,2025,4,21
TR00000413,CU000036,AC00497,ST013,2024-06-17 20:00:00,Invoice,EUR,16.3,654.6,2024,6,17
TR00000414,CU000313,AC00027,ST014,2025-06-25 13:00:00,Card,EUR,2.29,190.85,2025,6,25
TR00000415,CU000516,AC00367,ST034,2024-02-09 12:00:00,Card,EUR,11.54,1192.58,2024,2,9
TR00000416,CU000067,AC00275,ST033,2024-05-15 00:00:00,Card,EUR,17.04,509.99,2024,5,15
TR00000417,CU000506,AC00370,ST014,2025-02-10 18:00:00,Cash,EUR,10.51,452.24,2025,2,10
TR00000418,CU000482,AC00418,ST029,2024-11-13 00:00:00,Card,EUR,0.0,428.14,2024,11,13
TR00000419,CU000368,AC00131,ST033,2026-01-12 16:00:00,Card,EUR,15.44,0.0,2026,1,12
TR00000420,CU000228,AC00369,ST015,2025-02-08 09:00:00,Card,EUR,17.42,2.1,2025,2,8
TR00000421,CU000220,AC00065,ST026,2025-10-02 16:00:00,Card,EUR,4.75,154.74,2025,10,2
TR00000422,CU000291,AC00172,ST031,2024-09-30 13:00:00,Card,EUR,0.0,515.85,2024,9,30
TR00000423,CU000461,AC00251,ST001,2024-03-17 11:00:00,Cash,EUR,0.0,95.32,2024,3,17
TR00000424,CU000258,AC00525,ST007,2025-07-31 20:00:00,Card,EUR,14.19,816.56,2025,7,31
TR00000425,CU000239,AC00434,ST001,2024-12-13 17:00:00,Card,EUR,14.18,644.84,2024,12,13
TR00000426,CU000013,AC00492,ST040,2025-05-05 06:00:00,Card,EUR,0.0,492.65,2025,5,5
TR00000427,CU000116,AC00431,ST023,2024-12-21 03:00:00,Card,EUR,0.0,580.8,2024,12,21
TR00000428,CU000198,AC00527,ST033,2024-04-10 23:00:00,Card,EUR,8.88,569.36,2024,4,10
TR00000429,CU000430,AC00346,ST002,2025-12-01 03:00:00,Card,EUR,9.15,662.59,2025,12,1
TR00000430,CU000191,AC00305,ST035,2025-09-23 20:00:00,Card,EUR,0.0,836.85,2025,9,23
TR00000431,CU000131,AC00488,ST026,2024-01-01 03:00:00,Card,EUR,10.89,272.23,2024,1,1
TR00000432,CU000137,AC00150,ST023,2025-07-24 06:00:00,Card,EUR,16.63,1690.66,2025,7,24
TR00000433,CU000271,AC00099,ST011,2025-08-05 05:00:00,Card,EUR,10.38,71.54,2025,8,5
TR00000434,CU000041,AC00291,ST017,2025-09-12 11:00:00,Card,EUR,5.98,393.0,2025,9,12
TR00000435,CU000070,AC00504,ST011,2024-12-05 08:00:00,Cash,EUR,5.41,0.0,2024,12,5
TR00000436,CU000239,AC00434,ST006,2025-04-23 10:00:00,Card,EUR,3.29,355.79,2025,4,23
TR00000437,CU000036,AC00497,ST023,2024-08-30 22:00:00,Card,EUR,0.0,407.19,2024,8,30
TR00000438,CU000462,AC00290,ST030,2024-02-04 10:00:00,Card,EUR,12.56,249.0,2024,2,4
TR00000439,CU000138,AC00322,ST001,2026-01-11 17:00:00,Card,EUR,16.25,787.7,2026,1,11
TR00000440,CU000275,AC00458,ST018,2024-08-02 00:00:00,Card,EUR,0.0,330.58,2024,8,2
TR00000441,CU000068,AC00436,ST002,2025-06-04 11:00:00,Card,EUR,24.88,337.3,2025,6,4
TR00000442,CU000058,AC00377,ST032,2025-02-13 09:00:00,Card,EUR,0.0,193.31,2025,2,13
TR00000443,CU000279,AC00052,ST007,2024-02-28 13:00:00,Invoice,EUR,9.2,166.59,2024,2,28
TR00000444,CU000221,AC00112,ST011,2024-03-07 22:00:00,Invoice,EUR,6.34,709.01,2024,3,7
TR00000445,CU000278,AC00216,ST024,2024-12-12 12:00:00,Card,EUR,12.5,514.51,2024,12,12
TR00000446,CU000246,AC00475,ST036,2025-05-03 14:00:00,Card,EUR,0.0,90.42,2025,5,3
TR00000447,CU000078,AC00031,ST004,2024-11-15 07:00:00,Card,EUR,0.0,304.78,2024,11,15
TR00000448,CU000495,AC00337,ST040,2025-07-01 18:00:00,Card,EUR,0.0,155.53,2025,7,1
TR00000449,CU000317,AC00453,ST007,2025-10-17 16:00:00,Cash,EUR,2.14,347.98,2025,10,17
TR00000450,CU000148,AC00486,ST010,2025-11-24 21:00:00,Card,EUR,12.83,188.38,2025,11,24
TR00000451,CU000284,AC00196,ST035,2025-01-23 03:00:00,Card,EUR,21.79,583.77,2025,1,23
TR00000452,CU000477,AC00246,ST002,2025-08-29 16:00:00,Card,EUR,11.06,1995.54,2025,8,29
TR00000453,CU000487,AC00132,ST010,2025-03-19 01:00:00,Card,EUR,22.98,1048.34,2025,3,19
TR00000454,CU000400,AC00389,ST017,2025-09-12 15:00:00,Invoice,EUR,4.68,623.63,2025,9,12
TR00000455,CU000417,AC00520,ST014,2026-01-14 08:00:00,Invoice,EUR,0.0,858.96,2026,1,14
TR00000456,CU000188,AC00384,ST012,2025-10-19 08:00:00,Card,EUR,0.0,630.79,2025,10,19
TR00000457,CU000383,AC00303,ST006,2024-03-27 19:00:00,Card,EUR,19.46,210.25,2024,3,27
TR00000458,CU000508,AC00352,ST020,2024-04-25 22:00:00,Card,EUR,12.18,0.0,2024,4,25
TR00000459,CU000148,AC00486,ST012,2025-05-02 13:00:00,Cash,EUR,30.53,308.67,2025,5,2
TR00000460,CU000297,AC00325,ST001,2024-01-29 11:00:00,Card,EUR,16.38,760.2,2024,1,29
TR00000461,CU000272,AC00249,ST014,2025-05-28 02:00:00,Card,EUR,0.0,192.54,2025,5,28
TR00000462,CU000177,AC00211,ST027,2025-06-28 12:00:00,Card,EUR,0.44,417.12,2025,6,28
TR00000463,CU000103,AC00409,ST007,2025-12-27 01:00:00,Card,EUR,3.74,155.63,2025,12,27
TR00000464,CU000053,AC00096,ST003,2025-12-04 01:00:00,Card,EUR,18.16,102.27,2025,12,4
TR00000465,CU000198,AC00527,ST020,2024-09-12 02:00:00,Card,EUR,5.27,360.77,2024,9,12
TR00000466,CU000392,AC00455,ST034,2025-05-02 04:00:00,Card,EUR,22.87,181.46,2025,5,2
TR00000467,CU000442,AC00097,ST007,2024-07-15 04:00:00,BankTransfer,EUR,10.67,1068.94,2024,7,15
TR00000468,CU000391,AC00207,ST014,2025-02-26 15:00:00,Card,EUR,0.0,843.62,2025,2,26
TR00000469,CU000052,AC00359,ST031,2025-08-17 07:00:00,Card,EUR,20.01,0.0,2025,8,17
TR00000470,CU000013,AC00492,ST010,2024-03-12 09:00:00,Card,EUR,7.31,812.77,2024,3,12
TR00000471,CU000409,AC00152,ST029,2024-12-12 04:00:00,Card,EUR,19.1,1282.92,2024,12,12
TR00000472,CU000174,AC00101,ST004,2025-05-28 09:00:00,BankTransfer,EUR,14.65,711.15,2025,5,28
TR00000473,CU000156,AC00223,ST003,2026-01-05 18:00:00,Card,EUR,4.29,330.79,2026,1,5
TR00000474,CU000033,AC00236,ST039,2025-04-23 19:00:00,Card,EUR,14.37,194.5,2025,4,23
TR00000475,CU000344,AC00074,ST016,2025-01-03 02:00:00,Card,EUR,5.97,760.43,2025,1,3
TR00000476,CU000401,AC00401,ST027,2024-12-06 13:00:00,Card,EUR,0.0,0.0,2024,12,6
TR00000477,CU000139,AC00362,ST005,2025-04-18 04:00:00,Card,EUR,0.7,153.43,2025,4,18
TR00000478,CU000370,AC00283,ST013,2024-03-21 23:00:00,Card,EUR,6.97,919.7,2024,3,21
TR00000479,CU000420,AC00446,ST035,2025-08-06 23:00:00,Card,EUR,0.0,699.88,2025,8,6
TR00000480,CU000032,AC00293,ST001,2025-01-20 03:00:00,Card,EUR,0.0,905.99,2025,1,20
TR00000481,CU000348,AC00506,ST030,2024-09-17 21:00:00,Card,EUR,14.76,519.79,2024,9,17
TR00000482,CU000488,AC00022,ST039,2025-03-21 03:00:00,Card,EUR,11.34,735.9,2025,3,21
TR00000483,CU000321,AC00535,ST002,2025-05-20 08:00:00,Card,EUR,12.58,0.0,2025,5,20
TR00000484,CU000062,AC00082,ST007,2024-10-09 03:00:00,Card,EUR,6.77,224.97,2024,10,9
TR00000485,CU000507,AC00036,ST016,2025-12-10 16:00:00,Card,EUR,13.96,19.17,2025,12,10
TR00000486,CU000140,AC00261,ST022,2025-12-01 02:00:00,Invoice,EUR,0.0,208.56,2025,12,1
TR00000487,CU000013,AC00492,ST002,2024-03-13 23:00:00,Card,EUR,0.0,197.46,2024,3,13
TR00000488,CU000473,AC00021,ST014,2025-09-24 15:00:00,Card,EUR,6.22,202.97,2025,9,24
TR00000489,CU000473,AC00021,ST006,2024-04-22 14:00:00,Card,EUR,2.01,887.53,2024,4,22
TR00000490,CU000195,AC00347,ST003,2024-05-01 18:00:00,Invoice,EUR,6.77,82.58,2024,5,1
TR00000491,CU000463,AC00375,ST011,2025-08-04 11:00:00,Card,EUR,0.0,311.31,2025,8,4
TR00000492,CU000165,AC00379,ST006,2025-04-16 06:00:00,Cash,EUR,7.95,568.88,2025,4,16
TR00000493,CU000112,AC00186,ST014,2024-06-25 01:00:00,Card,EUR,4.14,394.87,2024,6,25
TR00000494,CU000390,AC00173,ST037,2024-07-27 12:00:00,Invoice,EUR,0.0,257.22,2024,7,27
TR00000495,CU000043,AC00160,ST033,2024-12-16 00:00:00,Card,EUR,7.57,571.32,2024,12,16
TR00000496,CU000484,AC00302,ST005,2024-06-07 08:00:00,BankTransfer,EUR,6.69,485.97,2024,6,7
TR00000497,CU000400,AC00389,ST032,2024-02-11 08:00:00,Card,EUR,0.0,485.7,2024,2,11
