ContactId,Category,NetAmount
CT000331,Vino,673.1099999999999
CT000332,Bevande,79.27000000000001
CT000332,Latticini,80.94
CT000332,Ortofrutta,168.81
CT000333,Bevande,117.0
CT000333,Carni,750.21
CT000333,Dispensa,6.31
CT000333,Latticini,288.98
CT000333,Ortofrutta,181.69
CT000333,Pesce,739.88
CT000333,Vino,266.66
CT000334,Bevande,692.98
CT000334,Carni,653.58
CT000334,Dispensa,727.45
CT000334,Latticini,212.47
CT000334,Ortofrutta,873.88
CT000334,Pesce,332.5
CT000334,Surgelati,346.02
CT000334,Vino,1800.76
CT000335,Bevande,873.6899999999999
CT000335,Carni,498.56
CT000335,Dispensa,239.97
CT000335,Latticini,444.26
CT000335,Ortofrutta,517.1800000000001
CT000335,Pesce,258.7
CT000335,Surgelati,220.4
CT000335,Vino,971.64
CT000336,Bevande,742.21
CT000336,Carni,723.27
CT000336,Dispensa,341.3
CT000336,Latticini,401.37
CT000336,Ortofrutta,511.5
CT000336,Pesce,641.61
CT000336,Surgelati,304.26
CT000336,Vino,681.8399999999999
CT000337,Bevande,619.5799999999999
CT000337,Carni,525.3299999999999
CT000337,Dispensa,130.34
CT000337,Latticini,222.47000000000003
CT000337,Ortofrutta,1063.43
CT000337,Pesce,554.43
CT000337,Surgelati,172.83
CT000337,Vino,462.2
CT000338,Bevande,1630.53
CT000338,Carni,659.6
CT000338,Latticini,100.24000000000001
CT000338,Pesce,486.61
CT000338,Vino,549.71
CT000339,Bevande,1450.77
CT000339,Carni,448.3
CT000339,Dispensa,473.47999999999996
CT000339,Latticini,155.19
CT000339,Ortofrutta,1034.99
CT000339,Pesce,452.31
CT000339,Surgelati,552.6
CT000339,Vino,2013.9
CT000340,Bevande,292.51
CT000340,Ortofrutta,279.13
CT000340,Surgelati,843.36
CT000340,Vino,14.72
CT000341,Bevande,297.09000000000003
CT000341,Carni,961.77
CT000341,Latticini,656.31
CT000341,Ortofrutta,471.87
CT000341,Pesce,962.29
CT000341,Surgelati,63.96
CT000342,Bevande,342.56
CT000342,Carni,455.42
CT000342,Dispensa,187.28
CT000342,Latticini,213.8
CT000342,Ortofrutta,1613.35
CT000342,Pesce,383.81
CT000343,Bevande,542.6899999999999
CT000343,Carni,1087.9
CT000343,Dispensa,92.59
CT000343,Latticini,58.79
CT000343,Ortofrutta,304.39
CT000343,Pesce,493.9599999999999
CT000343,Vino,544.78
CT000344,Bevande,725.93
CT000344,Carni,122.19
CT000344,Dispensa,34.81
CT000344,Ortofrutta,424.41999999999996
CT000344,Pesce,349.65
CT000344,Surgelati,368.38
CT000344,Vino,545.8199999999999
CT000345,Bevande,206.78
CT000345,Carni,134.11
CT000345,Dispensa,460.51
CT000345,Latticini,150.72
CT000345,Vino,833.92
CT000346,Bevande,749.33
CT000346,Carni,867.62
CT000346,Latticini,1083.4
CT000346,Ortofrutta,1223.36
CT000346,Pesce,144.79
CT000346,Surgelati,147.56
CT000346,Vino,1491.56
CT000347,Bevande,640.5
CT000347,Carni,622.96
CT000347,Dispensa,216.78
CT000347,Latticini,130.13
CT000347,Ortofrutta,689.63
CT000347,Pesce,161.54
CT000347,Surgelati,798.52
CT000347,Vino,510.92999999999995
CT000348,Bevande,931.69
CT000348,Carni,1565.9
CT000348,Dispensa,601.94
CT000348,Latticini,488.75
CT000348,Ortofrutta,446.45
CT000348,Pesce,56.84
CT000348,Surgelati,605.6800000000001
CT000348,Vino,512.67
CT000349,Bevande,289.22
CT000349,Carni,36.62
CT000349,Ortofrutta,166.43
CT000349,Pesce,155.21
CT000349,Surgelati,53.4
CT000349,Vino,339.79999999999995
CT000350,Carni,39.06
CT000350,Dispensa,531.72
CT000350,Latticini,73.19
CT000350,Pesce,436.37
CT000350,Vino,446.5
CT000351,Bevande,617.41
CT000351,Carni,524.54
CT000351,Dispensa,647.14
CT000351,Latticini,866.3
CT000351,Ortofrutta,679.34
CT000351,Pesce,1052.83
CT000351,Surgelati,62.48
CT000351,Vino,283.47
CT000352,Bevande,389.52
CT000352,Carni,799.21
CT000352,Ortofrutta,931.54
CT000352,Pesce,276.40999999999997
CT000352,Vino,565.56
CT000353,Bevande,775.6800000000001
CT000353,Carni,418.56
CT000353,Dispensa,717.24
CT000353,Latticini,76.97
CT000353,Ortofrutta,30.0
CT000353,Pesce,317.86
CT000353,Surgelati,126.52
CT000353,Vino,250.16
CT000354,Bevande,38.52
CT000354,Carni,507.94
CT000354,Dispensa,654.7
CT000354,Latticini,768.15
CT000354,Ortofrutta,362.78999999999996
CT000354,Pesce,134.14
CT000354,Surgelati,501.01
CT000354,Vino,1127.5500000000002
CT000355,Bevande,1405.85
CT000355,Carni,1377.33
CT000355,Dispensa,180.81
CT000355,Latticini,434.38
CT000355,Ortofrutta,497.34
CT000355,Pesce,597.6500000000001
CT000355,Vino,460.57
CT000356,Bevande,89.97
CT000356,Carni,58.04
CT000356,Dispensa,42.03
CT000356,Latticini,464.76
CT000356,Ortofrutta,870.21
CT000356,Pesce,732.13
CT000356,Surgelati,103.63
CT000356,Vino,1306.4
CT000357,Bevande,371.54
CT000357,Carni,580.91
CT000357,Ortofrutta,919.03
CT000357,Vino,305.62
CT000358,Bevande,311.84000000000003
CT000358,Dispensa,114.7
CT000358,Latticini,132.53
CT000358,Ortofrutta,187.91
CT000358,Vino,275.17
CT000359,Bevande,711.99
CT000359,Carni,702.81
CT000359,Dispensa,682.78
CT000359,Latticini,420.4
CT000359,Ortofrutta,1720.13
CT000359,Surgelati,100.44
CT000359,Vino,1090.25
CT000360,Bevande,831.46
CT000360,Carni,387.37
CT000360,Dispensa,242.57
CT000360,Latticini,1362.18
CT000360,Ortofrutta,201.35999999999999
CT000360,Pesce,99.68
CT000360,Surgelati,187.19
CT000360,Vino,643.32
CT000361,Bevande,1274.0
CT000361,Carni,404.41
CT000361,Dispensa,831.57
CT000361,Latticini,254.74
CT000361,Ortofrutta,55.72
CT000361,Pesce,261.34999999999997
CT000361,Surgelati,53.39
CT000361,Vino,949.3800000000001
CT000362,Bevande,732.21
CT000362,Carni,227.73
CT000362,Dispensa,951.22
CT000362,Latticini,97.23
CT000362,Ortofrutta,527.42
CT000362,Pesce,465.29
CT000362,Surgelati,116.94
CT000362,Vino,884.78
CT000363,Carni,536.09
CT000363,Dispensa,503.76
CT000364,Bevande,508.26
CT000364,Carni,1142.06
CT000364,Dispensa,668.16
CT000364,Latticini,553.17
CT000364,Ortofrutta,859.89
CT000364,Pesce,460.01
CT000364,Vino,281.02
CT000365,Bevande,254.19
CT000365,Carni,339.82
CT000365,Dispensa,443.42
CT000365,Latticini,95.13
CT000365,Vino,461.47
CT000366,Bevande,103.86000000000001
CT000366,Latticini,15.86
CT000366,Ortofrutta,18.78
CT000366,Pesce,307.4
CT000366,Surgelati,897.66
CT000366,Vino,206.39000000000001
CT000367,Bevande,159.25
CT000367,Carni,870.2
CT000367,Dispensa,366.17999999999995
CT000367,Latticini,364.09
CT000367,Ortofrutta,161.9
CT000367,Surgelati,371.97
CT000367,Vino,1270.22
CT000368,Bevande,989.11
CT000368,Carni,751.6500000000001
CT000368,Dispensa,359.85
CT000368,Latticini,568.13
CT000368,Ortofrutta,80.19
CT000368,Pesce,190.22
CT000368,Vino,588.21
CT000369,Bevande,176.73
CT000369,Carni,581.65
CT000369,Dispensa,532.73
CT000369,Ortofrutta,785.85
CT000369,Pesce,336.57
CT000369,Vino,194.20999999999998
CT000370,Bevande,53.64
CT000370,Carni,1444.63
CT000370,Dispensa,65.47
CT000370,Ortofrutta,1550.5
CT000370,Pesce,392.42
CT000370,Vino,629.62
CT000371,Bevande,841.52
CT000371,Carni,85.67
CT000371,Dispensa,385.89000000000004
CT000371,Latticini,45.02
CT000371,Ortofrutta,45.96
CT000371,Pesce,418.44
CT000371,Vino,966.76
CT000372,Carni,825.3399999999999
CT000372,Latticini,435.56
CT000372,Ortofrutta,303.1
CT000372,Vino,318.05
CT000373,Bevande,244.99
CT000373,Carni,599.64
CT000373,Dispensa,94.72
CT000373,Latticini,821.09
CT000373,Pesce,570.86
CT000373,Vino,1198.4799999999998
CT000374,Bevande,85.03
CT000374,Carni,648.44
CT000374,Dispensa,168.38
CT000374,Latticini,478.58
CT000374,Ortofrutta,558.77
CT000374,Pesce,566.45
CT000374,Surgelati,45.07
CT000374,Vino,704.2
CT000375,Latticini,167.95999999999998
CT000376,Bevande,979.82
CT000376,Carni,783.3399999999999
CT000376,Dispensa,51.64
CT000376,Latticini,224.98
CT000376,Ortofrutta,57.44
CT000376,Pesce,1155.04
CT000376,Vino,702.19
CT000378,Latticini,473.31000000000006
CT000378,Pesce,382.31
CT000378,Vino,630.57
CT000379,Bevande,976.4
CT000379,Carni,222.57999999999998
CT000379,Dispensa,30.11
CT000379,Latticini,282.63
CT000379,Vino,1043.2
CT000380,Bevande,580.75
CT000380,Carni,294.66999999999996
CT000380,Dispensa,394.19
CT000380,Latticini,365.47
CT000380,Ortofrutta,72.82
CT000380,Pesce,136.84
CT000380,Vino,342.5
CT000381,Carni,336.24
CT000381,Dispensa,201.99
CT000381,Latticini,143.13
CT000381,Ortofrutta,516.8
CT000381,Pesce,180.13
CT000381,Surgelati,122.13
CT000381,Vino,698.92
CT000382,Bevande,509.85
CT000382,Carni,242.64
CT000382,Dispensa,323.87
CT000382,Latticini,44.72
CT000382,Ortofrutta,599.66
CT000382,Pesce,354.23
CT000382,Vino,512.39
CT000383,Bevande,92.71
CT000383,Carni,516.81
CT000383,Latticini,152.16
CT000383,Ortofrutta,99.84
CT000383,Pesce,209.23
CT000383,Surgelati,241.2
CT000383,Vino,753.6
CT000384,Bevande,808.15
CT000384,Carni,1796.72
CT000384,Dispensa,806.85
CT000384,Latticini,809.69
CT000384,Ortofrutta,555.29
CT000384,Pesce,311.8
CT000384,Vino,2026.34
CT000385,Ortofrutta,222.38
CT000386,Bevande,628.68
CT000386,Carni,1103.48
CT000386,Dispensa,218.81
CT000386,Ortofrutta,444.89
CT000386,Pesce,307.83000000000004
CT000386,Vino,468.43
CT000387,Bevande,65.8
CT000387,Carni,487.03999999999996
CT000387,Latticini,102.54
CT000387,Ortofrutta,625.6
CT000387,Vino,394.51
CT000388,Bevande,22.81
CT000388,Carni,869.81
CT000388,Dispensa,403.16
CT000388,Latticini,582.05
CT000388,Ortofrutta,603.18
CT000388,Pesce,90.29
CT000388,Surgelati,78.25
CT000388,Vino,1188.47
CT000389,Bevande,427.75
CT000389,Carni,269.05
CT000389,Dispensa,64.68
CT000389,Latticini,537.0
CT000389,Surgelati,29.48
CT000389,Vino,675.68
CT000390,Latticini,111.0
CT000390,Ortofrutta,213.77
CT000391,Bevande,89.1
CT000391,Dispensa,210.25
CT000391,Latticini,993.03
CT000391,Pesce,195.48
CT000391,Surgelati,302.66
CT000391,Vino,794.31
CT000392,Dispensa,112.71
CT000392,Latticini,203.07
CT000392,Ortofrutta,309.49
CT000392,Pesce,179.81
CT000392,Surgelati,18.39
CT000392,Vino,527.71
CT000393,Bevande,799.9499999999999
CT000393,Carni,566.6700000000001
CT000393,Dispensa,11.94
CT000393,Latticini,1062.97
CT000393,Ortofrutta,69.23
CT000393,Pesce,733.78
CT000393,Vino,638.96
CT000394,Bevande,665.52
CT000394,Carni,1338.8500000000001
CT000394,Dispensa,68.65
CT000394,Latticini,247.5
CT000394,Ortofrutta,906.14
CT000394,Pesce,724.13
CT000394,Surgelati,186.21999999999997
CT000394,Vino,1247.3600000000001
CT000395,Ortofrutta,465.72
CT000396,Bevande,980.16
CT000396,Dispensa,311.73999999999995
CT000396,Latticini,78.28
CT000396,Pesce,106.97
CT000396,Surgelati,196.39
CT000396,Vino,2071.48
CT000397,Bevande,329.40999999999997
CT000397,Carni,297.1
CT000397,Dispensa,192.55
CT000397,Latticini,238.86
CT000397,Pesce,152.19
CT000397,Surgelati,568.68
CT000397,Vino,83.69
CT000398,Bevande,813.06
CT000398,Carni,1019.9100000000001
CT000398,Dispensa,210.23999999999998
CT000398,Latticini,872.95
CT000398,Ortofrutta,375.83000000000004
CT000398,Pesce,458.47999999999996
CT000398,Surgelati,688.0799999999999
CT000398,Vino,1130.02
CT000399,Bevande,134.23
CT000399,Carni,575.1
CT000399,Dispensa,425.59
CT000399,Latticini,81.01
CT000399,Ortofrutta,385.28
CT000399,Pesce,665.1099999999999
CT000399,Surgelati,159.14
CT000400,Bevande,724.79
CT000400,Carni,804.7199999999999
CT000400,Dispensa,260.63
CT000400,Latticini,80.66
CT000400,Ortofrutta,752.92
CT000400,Pesce,266.91
CT000401,Bevande,1967.68
CT000401,Carni,405.01
CT000401,Dispensa,428.67
CT000401,Latticini,855.4399999999999
CT000401,Ortofrutta,684.65
CT000401,Pesce,648.23
CT000401,Surgelati,666.54
CT000401,Vino,1714.03
CT000402,Bevande,971.56
CT000402,Carni,480.57
CT000402,Dispensa,10.47
CT000402,Latticini,77.9
CT000402,Pesce,140.55
CT000402,Vino,149.57
CT000403,Bevande,880.39
CT000403,Carni,681.14
CT000403,Dispensa,712.27
CT000403,Latticini,948.26
CT000403,Ortofrutta,749.1800000000001
CT000403,Surgelati,285.24
CT000403,Vino,2025.8600000000001
CT000404,Carni,74.29
CT000404,Vino,660.69
CT000405,Bevande,302.47
CT000405,Carni,96.81
CT000405,Dispensa,132.9
CT000405,Latticini,743.21
CT000405,Ortofrutta,204.94
CT000405,Vino,632.9300000000001
CT000406,Bevande,898.84
CT000406,Carni,548.74
CT000406,Dispensa,138.69
CT000406,Latticini,16.67
CT000406,Ortofrutta,199.34
CT000406,Pesce,636.79
CT000406,Vino,2201.78
CT000407,Bevande,629.3399999999999
CT000407,Carni,63.57
CT000407,Dispensa,620.83
CT000407,Latticini,77.53
CT000407,Ortofrutta,1021.84
CT000407,Pesce,418.22
CT000407,Vino,1396.38
CT000408,Bevande,275.61
CT000408,Carni,401.37
CT000408,Dispensa,292.6
CT000408,Ortofrutta,90.01
CT000408,Pesce,938.0799999999999
CT000408,Surgelati,540.67
CT000408,Vino,273.76
CT000409,Bevande,693.94
CT000409,Carni,66.85
CT000409,Dispensa,259.69
CT000409,Latticini,340.7
CT000409,Ortofrutta,497.51
CT000409,Pesce,678.0300000000001
CT000409,Surgelati,376.24
CT000409,Vino,690.22
CT000410,Bevande,1451.95
CT000410,Carni,496.89
CT000410,Dispensa,1086.27
CT000410,Latticini,238.06
CT000410,Ortofrutta,966.9
CT000410,Pesce,330.42
CT000410,Surgelati,32.39
CT000410,Vino,214.11
CT000411,Dispensa,21.58
CT000411,Latticini,157.88
CT000412,Bevande,669.03
CT000412,Carni,284.0
CT000412,Dispensa,163.39999999999998
CT000412,Latticini,71.1
CT000412,Ortofrutta,186.62
CT000412,Pesce,700.2
CT000412,Surgelati,276.32
CT000412,Vino,1135.3400000000001
CT000413,Bevande,40.2
CT000413,Carni,115.19
CT000413,Latticini,503.99
CT000414,Bevande,705.55
CT000414,Dispensa,122.02
CT000414,Latticini,831.27
CT000414,Ortofrutta,942.12
CT000414,Pesce,697.65
CT000414,Surgelati,163.04
CT000414,Vino,1930.56
CT000415,Bevande,454.51
CT000415,Carni,1583.5700000000002
CT000415,Dispensa,3.49
CT000415,Ortofrutta,1840.52
CT000415,Pesce,521.54
CT000415,Surgelati,132.03
CT000416,Bevande,416.77
CT000416,Carni,1159.51
CT000416,Dispensa,654.0699999999999
CT000416,Ortofrutta,202.22
CT000416,Pesce,29.41
CT000416,Surgelati,223.96
CT000416,Vino,262.76
CT000417,Bevande,612.6800000000001
CT000417,Carni,139.48000000000002
CT000417,Surgelati,73.33
CT000418,Bevande,295.93
CT000418,Carni,665.67
CT000418,Dispensa,829.96
CT000418,Latticini,265.09
CT000418,Ortofrutta,1081.23
CT000418,Pesce,737.47
CT000418,Surgelati,243.18
CT000418,Vino,540.76
CT000419,Bevande,338.11
CT000419,Carni,685.02
CT000419,Dispensa,504.63
CT000419,Latticini,401.81
CT000419,Ortofrutta,163.24
CT000419,Pesce,100.25
CT000419,Surgelati,251.9
CT000419,Vino,661.1
CT000420,Bevande,129.12
CT000420,Carni,666.34
CT000420,Dispensa,708.05
CT000420,Latticini,1096.5
CT000420,Ortofrutta,293.91999999999996
CT000420,Pesce,215.03
CT000420,Surgelati,377.65999999999997
CT000420,Vino,1145.11
CT000421,Bevande,1427.01
CT000421,Carni,857.75
CT000421,Dispensa,555.77
CT000421,Latticini,920.44
CT000421,Ortofrutta,405.42
CT000421,Pesce,893.27
CT000422,Bevande,912.57
CT000422,Carni,571.84
CT000422,Dispensa,220.56
CT000422,Latticini,125.28
CT000422,Ortofrutta,616.11
CT000422,Pesce,189.41
CT000422,Vino,803.8299999999999
CT000423,Bevande,515.29
CT000423,Carni,45.52
CT000423,Dispensa,902.57
CT000423,Latticini,158.65
CT000423,Vino,252.10000000000002
CT000424,Bevande,542.12
CT000424,Carni,1020.29
CT000424,Dispensa,316.99
CT000424,Latticini,62.41
CT000424,Ortofrutta,1352.24
CT000424,Pesce,185.35
CT000424,Surgelati,139.74
CT000424,Vino,855.21
CT000425,Bevande,2080.63
CT000425,Carni,245.65
CT000425,Dispensa,13.32
CT000425,Latticini,1137.24
CT000425,Ortofrutta,508.13
CT000425,Pesce,695.19
CT000425,Surgelati,809.82
CT000425,Vino,991.76
CT000426,Bevande,261.86
CT000426,Carni,339.96
CT000426,Dispensa,41.37
CT000426,Latticini,764.3
CT000426,Ortofrutta,133.56
CT000426,Surgelati,499.75
CT000426,Vino,982.03
CT000427,Bevande,647.43
CT000427,Dispensa,92.61
CT000427,Latticini,155.72
CT000427,Ortofrutta,989.0899999999999
CT000427,Pesce,191.54
CT000427,Surgelati,74.09
CT000428,Bevande,76.16
CT000428,Carni,445.46000000000004
CT000428,Dispensa,261.96999999999997
CT000428,Latticini,296.86
CT000428,Ortofrutta,775.64
CT000428,Pesce,342.29999999999995
CT000428,Surgelati,1064.51
CT000428,Vino,308.32
CT000429,Bevande,995.01
CT000429,Carni,588.1
CT000429,Dispensa,376.96999999999997
CT000429,Latticini,416.51
CT000429,Pesce,776.3600000000001
CT000429,Surgelati,466.79
CT000429,Vino,831.76
CT000431,Dispensa,342.45000000000005
CT000431,Ortofrutta,486.0
CT000431,Surgelati,98.18
CT000431,Vino,156.35
CT000432,Bevande,529.22
CT000432,Carni,1535.6
CT000432,Dispensa,636.24
CT000432,Latticini,353.97
CT000432,Ortofrutta,137.76
CT000432,Pesce,2069.76
CT000432,Surgelati,45.010000000000005
CT000433,Bevande,837.99
CT000433,Dispensa,674.0
CT000433,Latticini,564.86
CT000433,Ortofrutta,156.19
CT000433,Pesce,183.0
CT000433,Vino,307.26
CT000434,Bevande,1482.2
CT000434,Carni,840.24
CT000434,Dispensa,678.49
CT000434,Latticini,357.85
CT000434,Ortofrutta,450.83
CT000434,Pesce,163.38
CT000434,Surgelati,41.94
CT000435,Bevande,153.88
CT000435,Carni,913.12
CT000435,Dispensa,623.67
CT000435,Latticini,359.15
CT000435,Ortofrutta,433.83
CT000435,Pesce,891.9599999999999
CT000435,Surgelati,423.23
CT000435,Vino,1597.87
CT000436,Bevande,68.25
CT000436,Carni,876.02
CT000436,Dispensa,351.1
CT000436,Pesce,250.32
CT000436,Surgelati,100.09
CT000437,Latticini,485.83000000000004
CT000437,Ortofrutta,329.53
CT000437,Surgelati,51.41
CT000437,Vino,718.68
CT000438,Bevande,76.52
CT000438,Carni,709.95
CT000438,Dispensa,54.25
CT000438,Latticini,331.89
CT000438,Ortofrutta,587.13
CT000438,Pesce,306.64
CT000439,Bevande,263.68
CT000439,Carni,899.81
CT000439,Dispensa,111.88
CT000439,Latticini,103.89
CT000439,Ortofrutta,245.49
CT000439,Vino,505.92
CT000440,Bevande,62.080000000000005
CT000440,Dispensa,269.31
CT000440,Latticini,177.99
CT000440,Ortofrutta,215.21
CT000440,Pesce,32.95
CT000440,Vino,595.26
CT000441,Bevande,200.64999999999998
CT000441,Ortofrutta,427.94
CT000441,Pesce,140.57
CT000441,Vino,754.36
CT000442,Bevande,573.15
CT000442,Carni,84.17
CT000442,Dispensa,577.8
CT000442,Latticini,647.6400000000001
CT000442,Ortofrutta,939.89
CT000442,Pesce,174.89
CT000442,Surgelati,118.91
CT000442,Vino,669.35
CT000443,Bevande,185.48
CT000443,Carni,423.0
CT000443,Latticini,296.89
CT000443,Ortofrutta,30.9
CT000444,Bevande,143.75
CT000444,Carni,531.36
CT000444,Dispensa,139.45
CT000444,Latticini,732.11
CT000444,Ortofrutta,82.2
CT000444,Pesce,620.7
CT000444,Surgelati,299.29
CT000444,Vino,520.87
CT000445,Bevande,47.59
CT000445,Carni,483.45
CT000445,Dispensa,288.2
CT000445,Latticini,274.37
CT000445,Ortofrutta,630.35
CT000445,Pesce,960.49
CT000445,Surgelati,347.95
CT000445,Vino,1316.33
CT000446,Bevande,1561.49
CT000446,Carni,645.9300000000001
CT000446,Dispensa,960.91
CT000446,Latticini,849.34
CT000446,Ortofrutta,1713.21
CT000446,Pesce,120.8
CT000446,Surgelati,139.9
CT000446,Vino,436.18
CT000447,Bevande,597.66
CT000447,Carni,219.71
CT000447,Dispensa,261.95
CT000447,Latticini,1161.04
CT000447,Ortofrutta,1283.1299999999999
CT000447,Pesce,130.26
CT000447,Surgelati,590.0
CT000448,Bevande,522.9
CT000448,Carni,1034.94
CT000448,Dispensa,161.45
CT000448,Latticini,621.75
CT000448,Ortofrutta,559.23
CT000448,Pesce,513.21
CT000448,Surgelati,141.22
CT000448,Vino,1312.77
CT000449,Bevande,663.33
CT000449,Carni,500.49
CT000449,Dispensa,1277.18
CT000449,Latticini,686.13
CT000449,Ortofrutta,149.42
CT000449,Pesce,216.61
CT000449,Surgelati,144.98
CT000449,Vino,990.6700000000001
CT000450,Bevande,335.02
CT000450,Carni,163.25
CT000450,Dispensa,42.21
CT000450,Latticini,704.48
CT000450,Pesce,120.53
CT000450,Vino,84.75
CT000451,Bevande,684.51
CT000451,Carni,506.49
CT000451,Dispensa,269.25
CT000451,Latticini,142.18
CT000451,Ortofrutta,418.54
CT000451,Pesce,132.29
CT000451,Surgelati,616.74
CT000451,Vino,1260.12
CT000452,Bevande,953.4399999999999
CT000452,Carni,829.5500000000001
CT000452,Dispensa,647.1600000000001
CT000452,Latticini,503.84000000000003
CT000452,Ortofrutta,446.47
CT000452,Surgelati,54.91
CT000452,Vino,509.82
CT000453,Bevande,221.97
CT000453,Dispensa,459.59000000000003
CT000453,Latticini,456.20000000000005
CT000453,Ortofrutta,146.15
CT000453,Pesce,245.43
CT000453,Surgelati,809.73
CT000454,Bevande,569.23
CT000454,Carni,662.3900000000001
CT000454,Latticini,983.85
CT000454,Ortofrutta,360.81
CT000454,Pesce,554.89
CT000454,Surgelati,292.56
CT000454,Vino,1032.02
CT000455,Bevande,445.61
CT000455,Carni,217.96
CT000455,Dispensa,61.07
CT000455,Ortofrutta,410.04999999999995
CT000455,Pesce,56.2
CT000455,Surgelati,359.12
CT000455,Vino,278.38
CT000456,Bevande,438.25
CT000456,Carni,623.35
CT000456,Dispensa,275.09
CT000456,Ortofrutta,72.85
CT000456,Pesce,98.33
CT000456,Surgelati,784.72
CT000456,Vino,1093.93
CT000457,Bevande,927.66
CT000457,Carni,26.17
CT000457,Dispensa,5.03
CT000457,Latticini,1077.35
CT000457,Ortofrutta,121.44
CT000457,Vino,328.49
CT000458,Bevande,511.82
CT000458,Dispensa,356.53
CT000458,Latticini,256.59
CT000458,Ortofrutta,50.2
CT000458,Pesce,138.16
CT000458,Vino,356.93
CT000459,Bevande,566.48
CT000459,Carni,369.87
CT000459,Dispensa,579.9200000000001
CT000459,Ortofrutta,192.0
CT000459,Surgelati,32.42
CT000459,Vino,1068.01
CT000460,Bevande,792.78
CT000460,Carni,827.73
CT000460,Latticini,77.38
CT000460,Vino,585.54
CT000461,Carni,302.49
CT000461,Latticini,490.59
CT000461,Pesce,287.34
CT000461,Surgelati,44.43
CT000462,Bevande,399.3
CT000462,Carni,1056.85
CT000462,Dispensa,3.89
CT000462,Latticini,1182.3999999999999
CT000462,Ortofrutta,567.02
CT000462,Pesce,737.5
CT000462,Vino,1698.43
CT000463,Bevande,466.35
CT000463,Carni,382.93
CT000463,Dispensa,270.89
CT000463,Latticini,283.89
CT000463,Ortofrutta,216.8
CT000463,Vino,1800.79
CT000464,Bevande,212.25
CT000464,Pesce,31.74
CT000464,Surgelati,88.41
CT000465,Bevande,541.48
CT000465,Carni,450.97
CT000465,Dispensa,50.730000000000004
CT000465,Latticini,500.46999999999997
CT000465,Ortofrutta,236.0
CT000465,Pesce,707.71
CT000465,Surgelati,527.58
CT000465,Vino,2097.28
CT000466,Bevande,507.78
CT000466,Carni,122.42999999999999
CT000466,Dispensa,225.68
CT000466,Latticini,187.34
CT000466,Vino,437.02
CT000467,Bevande,180.03
CT000467,Carni,132.2
CT000467,Dispensa,16.42
CT000467,Latticini,222.83999999999997
CT000467,Ortofrutta,111.48
CT000467,Pesce,86.88
CT000467,Surgelati,320.69
CT000467,Vino,796.0899999999999
CT000468,Bevande,340.26
CT000468,Carni,873.6300000000001
CT000468,Dispensa,199.12
CT000468,Latticini,91.9
CT000468,Ortofrutta,304.03999999999996
CT000468,Pesce,375.27
CT000468,Surgelati,50.21
CT000468,Vino,811.98
CT000469,Bevande,269.13
CT000469,Carni,408.78
CT000469,Dispensa,117.19
CT000469,Latticini,183.6
CT000469,Ortofrutta,249.7
CT000469,Pesce,114.97
CT000469,Surgelati,287.49
CT000469,Vino,402.16
CT000470,Bevande,840.3499999999999
CT000470,Carni,978.86
CT000470,Dispensa,775.37
CT000470,Latticini,167.67000000000002
CT000470,Ortofrutta,637.28
CT000470,Pesce,565.22
CT000470,Surgelati,46.63
CT000470,Vino,604.3299999999999
CT000471,Bevande,415.76
CT000471,Carni,746.53
CT000471,Dispensa,602.47
CT000471,Latticini,395.9
CT000471,Ortofrutta,241.13
CT000471,Pesce,914.66
CT000471,Surgelati,237.87
CT000471,Vino,908.91
CT000472,Bevande,555.32
CT000472,Carni,545.82
CT000472,Dispensa,182.75
CT000472,Latticini,896.0899999999999
CT000472,Ortofrutta,414.78
CT000472,Pesce,170.54
CT000472,Surgelati,183.35
CT000472,Vino,525.79
CT000473,Bevande,528.15
CT000473,Carni,749.8299999999999
CT000473,Dispensa,376.06
CT000473,Latticini,94.88
CT000473,Ortofrutta,1255.53
CT000473,Pesce,699.48
CT000473,Vino,884.36
CT000474,Bevande,188.61
CT000474,Carni,306.87
CT000474,Latticini,623.45
CT000474,Ortofrutta,72.13
CT000474,Pesce,37.56
CT000474,Vino,620.18
CT000475,Ortofrutta,414.7
CT000475,Pesce,215.07999999999998
CT000476,Bevande,270.69
CT000476,Carni,180.41
CT000476,Dispensa,182.23
CT000476,Surgelati,136.14
CT000476,Vino,93.34
CT000477,Bevande,667.7
CT000477,Carni,205.14999999999998
CT000477,Dispensa,588.92
CT000477,Ortofrutta,292.0
CT000477,Pesce,249.84
CT000477,Vino,166.84
CT000478,Pesce,110.06
CT000479,Bevande,1.59
CT000479,Carni,583.09
CT000479,Dispensa,87.26
CT000479,Ortofrutta,32.42
CT000479,Pesce,161.8
CT000479,Surgelati,96.61
CT000479,Vino,999.8700000000001
CT000480,Carni,92.24
CT000480,Dispensa,41.64
CT000480,Latticini,298.19
CT000480,Vino,136.37
CT000481,Bevande,715.4
CT000481,Carni,334.0
CT000481,Dispensa,634.75
CT000481,Latticini,448.88
CT000481,Ortofrutta,184.65
CT000481,Pesce,22.87
CT000481,Vino,1372.6200000000001
CT000482,Bevande,726.21
CT000482,Carni,13.14
CT000482,Dispensa,5.87
CT000482,Latticini,105.14
CT000482,Ortofrutta,56.96
CT000482,Surgelati,202.32
CT000482,Vino,1403.8
CT000483,Bevande,475.62
CT000483,Carni,924.13
CT000483,Dispensa,411.15
