TransactionId,TransactionDateTime,StoreId,Currency,PaymentMethod,DiscountEUR,CustomerId,AccountId,ContactId,AnonymousShopperId,TotalNetAmountEUR,Year,Month,Day
TR00000518,2025-04-10 03:00:00,ST014,EUR,Card,9.83,,,,AN000748,992.98,2025,4,10
TR00000519,2025-06-07 03:00:00,ST011,EUR,Card,2.72,,,,AN000580,595.46,2025,6,7
TR00000520,2025-07-08 20:00:00,ST005,EUR,BankTransfer,0.0,,,,AN000316,318.53,2025,7,8
TR00000521,2024-08-31 10:00:00,ST017,EUR,Cash,6.37,,,,AN000082,0.0,2024,8,31
TR00000522,2025-09-09 01:00:00,ST020,EUR,Card,2.49,CU000371,AC00291,CO000174,,1081.61,2025,9,9
TR00000523,2024-11-10 05:00:00,ST020,EUR,Card,6.04,,,,AN000760,281.41,2024,11,10
TR00000524,2024-07-28 16:00:00,ST010,EUR,Card,0.0,,,,AN000676,986.12,2024,7,28
TR00000525,2025-06-04 22:00:00,ST037,EUR,Card,0.0,,,,AN000725,386.14,2025,6,4
TR00000526,2025-01-13 22:00:00,ST030,EUR,Card,12.06,CU000100,AC00333,CO000335,,623.55,2025,1,13
TR00000527,2024-10-29 07:00:00,ST016,EUR,Card,5.63,,,,AN000485,2772.42,2024,10,29
TR00000528,2025-09-23 00:00:00,ST026,EUR,Card,10.17,CU000004,AC00195,,,961.22,2025,9,23
TR00000529,2024-06-07 07:00:00,ST007,EUR,Card,3.92,CU000332,AC00329,CO000661,,241.47,2024,6,7
TR00000530,2024-12-09 22:00:00,ST011,EUR,Invoice,13.63,CU000406,AC00331,,,1892.6,2024,12,9
TR00000531,2024-11-12 21:00:00,ST026,EUR,Invoice,4.84,CU000265,AC00457,CO000310,,455.3,2024,11,12
TR00000532,2024-02-20 08:00:00,ST002,EUR,Card,15.18,CU000003,AC00451,,,398.21,2024,2,20
TR00000533,2024-09-12 23:00:00,ST037,EUR,Card,9.92,,,,AN000472,954.35,2024,9,12
TR00000534,2025-10-27 18:00:00,ST019,EUR,Card,8.19,,,,AN000271,154.61,2025,10,27
TR00000535,2025-03-24 12:00:00,ST029,EUR,Card,19.88,CU000363,AC00064,,,864.1,2025,3,24
TR00000536,2024-06-22 02:00:00,ST015,EUR,Invoice,11.9,,,,AN000335,255.52,2024,6,22
TR00000537,2024-07-17 19:00:00,ST020,EUR,Card,5.62,CU000320,AC00380,,,820.41,2024,7,17
TR00000538,2024-09-29 16:00:00,ST035,EUR,Card,5.66,CU000051,AC00336,,,0.0,2024,9,29
TR00000539,2025-05-20 09:00:00,ST020,EUR,Card,7.8,CU000331,AC00286,CO000006,,777.25,2025,5,20
TR00000540,2024-12-06 23:00:00,ST006,EUR,Card,0.0,CU000417,AC00178,,,1849.96,2024,12,6
TR00000541,2024-07-30 06:00:00,ST028,EUR,Invoice,7.81,CU000196,AC00077,CO000920,,994.04,2024,7,30
TR00000542,2024-11-01 08:00:00,ST023,EUR,Card,10.8,CU000318,AC00122,CO000814,,271.31,2024,11,1
TR00000543,2025-01-16 07:00:00,ST020,EUR,Card,6.09,,,,AN000501,1154.86,2025,1,16
TR00000544,2025-03-23 20:00:00,ST034,EUR,Card,0.0,,,,AN000678,206.62,2025,3,23
TR00000545,2024-03-12 06:00:00,ST004,EUR,Card,0.24,,,,AN000009,615.74,2024,3,12
TR00000546,2025-08-22 09:00:00,ST002,EUR,Card,10.41,CU000288,AC00561,CO000520,,926.58,2025,8,22
TR00000547,2025-11-08 15:00:00,ST030,EUR,Card,0.0,,,,AN000797,72.56,2025,11,8
TR00000548,2025-03-25 23:00:00,ST036,EUR,Card,0.0,CU000473,AC00225,,,942.55,2025,3,25
TR00000549,2024-09-12 06:00:00,ST025,EUR,Card,10.6,,,,AN000442,1406.37,2024,9,12
TR00000550,2024-10-12 04:00:00,ST038,EUR,Invoice,12.97,CU000507,AC00594,CO000919,,106.31,2024,10,12
TR00000551,2024-10-28 21:00:00,ST037,EUR,Card,3.56,,,,AN000080,551.63,2024,10,28
TR00000552,2024-01-12 14:00:00,ST011,EUR,Card,12.08,CU000332,AC00329,CO000661,,1255.34,2024,1,12
TR00000553,2025-06-06 03:00:00,ST002,EUR,BankTransfer,3.59,,,,AN000269,38.4,2025,6,6
TR00000554,2025-04-29 07:00:00,ST032,EUR,Invoice,12.48,CU000412,AC00218,,,0.0,2025,4,29
TR00000555,2025-12-21 10:00:00,ST030,EUR,BankTransfer,8.07,CU000424,AC00067,CO000823,,573.84,2025,12,21
TR00000556,2025-02-15 21:00:00,ST010,EUR,Card,0.15,CU000013,AC00217,,,1246.71,2025,2,15
TR00000557,2024-12-31 05:00:00,ST001,EUR,Card,10.69,CU000504,AC00290,CO000212,,420.64,2024,12,31
TR00000558,2024-07-19 09:00:00,ST004,EUR,Card,0.0,,,,AN000631,896.73,2024,7,19
TR00000559,2025-02-17 08:00:00,ST006,EUR,Card,0.0,CU000187,AC00502,,,1530.54,2025,2,17
TR00000560,2025-06-22 21:00:00,ST008,EUR,Card,18.4,,,,AN000126,1331.61,2025,6,22
TR00000561,2024-07-03 12:00:00,ST023,EUR,Card,0.0,CU000172,AC00459,,,304.35,2024,7,3
TR00000562,2024-04-27 19:00:00,ST022,EUR,Card,2.47,,,,AN000598,458.66,2024,4,27
TR00000563,2024-11-06 22:00:00,ST028,EUR,Card,14.34,,,,AN000336,718.47,2024,11,6
TR00000564,2024-02-11 02:00:00,ST037,EUR,Card,14.99,CU000350,AC00051,,,956.09,2024,2,11
TR00000565,2024-05-04 02:00:00,ST012,EUR,Card,9.97,CU000145,AC00041,CO000004,,329.36,2024,5,4
TR00000566,2025-11-25 19:00:00,ST024,EUR,Card,0.0,,,,AN000614,99.76,2025,11,25
TR00000567,2025-03-01 22:00:00,ST035,EUR,BankTransfer,15.17,CU000165,AC00107,,,518.61,2025,3,1
TR00000568,2025-07-16 07:00:00,ST031,EUR,Card,0.0,,,,AN000300,1135.83,2025,7,16
TR00000569,2024-07-11 20:00:00,ST025,EUR,Card,13.86,CU000369,AC00347,,,563.36,2024,7,11
TR00000570,2024-06-28 09:00:00,ST021,EUR,Card,0.25,CU000507,AC00594,,,394.42,2024,6,28
TR00000571,2024-03-28 08:00:00,ST024,EUR,BankTransfer,11.19,,,,AN000604,163.37,2024,3,28
TR00000572,2025-02-01 20:00:00,ST001,EUR,Invoice,18.49,CU000426,AC00417,,,510.72,2025,2,1
TR00000573,2025-06-17 08:00:00,ST007,EUR,Card,0.0,,,,AN000076,1060.96,2025,6,17
TR00000574,2024-03-01 17:00:00,ST025,EUR,BankTransfer,7.83,CU000336,AC00504,CO000574,,0.0,2024,3,1
TR00000575,2024-12-08 14:00:00,ST002,EUR,Card,4.77,CU000330,AC00566,CO000678,,1420.71,2024,12,8
TR00000576,2024-04-04 14:00:00,ST026,EUR,Card,1.13,CU000236,AC00412,,,0.0,2024,4,4
TR00000577,2024-05-11 08:00:00,ST009,EUR,Card,14.2,CU000375,AC00266,CO000445,,615.52,2024,5,11
TR00000578,2024-10-23 05:00:00,ST014,EUR,Card,8.95,,,,AN000517,350.56,2024,10,23
TR00000579,2025-08-07 18:00:00,ST031,EUR,Invoice,12.53,CU000140,AC00597,,,283.73,2025,8,7
TR00000580,2025-05-19 02:00:00,ST031,EUR,Invoice,1.81,,,,AN000313,1081.48,2025,5,19
TR00000581,2024-06-01 04:00:00,ST031,EUR,Card,5.08,,,,AN000611,1354.56,2024,6,1
TR00000582,2025-10-09 18:00:00,ST001,EUR,Card,0.0,,,,AN000339,238.58,2025,10,9
TR00000583,2025-07-08 05:00:00,ST008,EUR,Invoice,0.0,CU000191,AC00394,,,369.89,2025,7,8
TR00000584,2024-01-12 14:00:00,ST028,EUR,Card,0.0,CU000386,AC00582,CO000226,,425.7,2024,1,12
TR00000585,2025-09-04 04:00:00,ST025,EUR,Invoice,15.35,,,,AN000718,474.7,2025,9,4
TR00000586,2025-07-14 03:00:00,ST035,EUR,Invoice,14.87,CU000167,AC00189,CO000113,,410.64,2025,7,14
TR00000587,2024-12-29 03:00:00,ST033,EUR,Invoice,19.09,CU000331,AC00286,,,199.88,2024,12,29
TR00000588,2025-10-27 05:00:00,ST035,EUR,Invoice,0.16,,,,AN000307,540.72,2025,10,27
TR00000589,2025-12-31 09:00:00,ST022,EUR,Card,16.93,,,,AN000168,0.0,2025,12,31
TR00000590,2024-05-15 13:00:00,ST027,EUR,Card,3.2,CU000070,AC00100,,,808.55,2024,5,15
TR00000591,2025-01-23 10:00:00,ST003,EUR,Card,4.33,CU000002,AC00384,CO000269,,895.55,2025,1,23
TR00000592,2024-03-31 14:00:00,ST037,EUR,Card,3.58,,,,AN000012,882.17,2024,3,31
TR00000593,2026-01-02 12:00:00,ST001,EUR,Card,0.0,,,,AN000597,0.0,2026,1,2
TR00000594,2024-01-06 15:00:00,ST021,EUR,Card,19.64,CU000299,AC00462,CO000675,,611.84,2024,1,6
TR00000595,2025-04-09 22:00:00,ST020,EUR,Card,1.27,,,,AN000264,2300.85,2025,4,9
TR00000596,2025-09-18 01:00:00,ST029,EUR,Card,15.48,CU000266,AC00586,CO000992,,986.3,2025,9,18
TR00000597,2025-10-30 11:00:00,ST010,EUR,Invoice,0.0,CU000406,AC00331,CO000702,,272.2,2025,10,30
TR00000598,2025-01-11 14:00:00,ST025,EUR,Invoice,1.11,CU000231,AC00089,CO000835,,47.79,2025,1,11
TR00000599,2024-11-23 12:00:00,ST001,EUR,Cash,1.95,CU000161,AC00080,,,548.56,2024,11,23
TR00000600,2024-10-06 12:00:00,ST008,EUR,BankTransfer,15.38,,,,AN000219,893.89,2024,10,6
TR00000601,2026-01-01 16:00:00,ST001,EUR,Card,26.38,CU000234,AC00125,CO000965,,724.17,2026,1,1
TR00000602,2025-12-21 03:00:00,ST035,EUR,Cash,6.42,,,,AN000280,1104.5,2025,12,21
TR00000603,2024-09-27 10:00:00,ST016,EUR,Cash,17.52,,,,AN000370,315.27,2024,9,27
TR00000604,2025-08-03 01:00:00,ST021,EUR,Card,15.48,,,,AN000036,319.59,2025,8,3
TR00000605,2024-09-12 03:00:00,ST031,EUR,Card,2.07,,,,AN000001,954.44,2024,9,12
TR00000606,2025-09-18 01:00:00,ST025,EUR,Invoice,10.28,CU000488,AC00160,CO000720,,167.23,2025,9,18
TR00000607,2024-11-26 22:00:00,ST015,EUR,Invoice,3.87,,,,AN000679,127.83,2024,11,26
TR00000608,2025-02-04 13:00:00,ST032,EUR,Invoice,13.57,CU000011,AC00187,CO000515,,1274.25,2025,2,4
TR00000609,2024-06-17 01:00:00,ST002,EUR,Card,22.8,CU000185,AC00376,,,1835.98,2024,6,17
TR00000610,2024-03-24 19:00:00,ST009,EUR,Invoice,2.74,,,,AN000725,491.82,2024,3,24
TR00000611,2024-11-30 17:00:00,ST004,EUR,Card,2.79,CU000117,AC00006,CO000357,,1624.35,2024,11,30
TR00000612,2025-10-06 17:00:00,ST006,EUR,Card,18.32,,,,AN000611,991.91,2025,10,6
TR00000613,2024-10-19 14:00:00,ST010,EUR,Invoice,7.02,CU000031,AC00391,,,396.53,2024,10,19
TR00000614,2025-09-13 04:00:00,ST013,EUR,Invoice,13.41,,,,AN000082,615.04,2025,9,13
TR00000615,2025-06-17 01:00:00,ST009,EUR,Card,16.68,CU000104,AC00521,,,1023.17,2025,6,17
TR00000616,2025-11-21 02:00:00,ST028,EUR,Card,0.0,,,,AN000018,443.45,2025,11,21
TR00000617,2024-12-16 14:00:00,ST040,EUR,Invoice,0.0,CU000199,AC00200,CO000513,,938.38,2024,12,16
TR00000618,2025-07-10 10:00:00,ST001,EUR,Card,22.89,,,,AN000057,1194.68,2025,7,10
TR00000619,2025-08-11 19:00:00,ST039,EUR,Card,22.36,CU000158,AC00017,CO000350,,114.74,2025,8,11
TR00000620,2025-08-17 08:00:00,ST004,EUR,Card,11.97,,,,AN000426,120.64,2025,8,17
TR00000621,2024-02-26 19:00:00,ST011,EUR,Card,0.0,,,,AN000519,412.64,2024,2,26
TR00000622,2025-04-01 10:00:00,ST006,EUR,Card,7.3,,,,AN000475,1311.91,2025,4,1
TR00000623,2024-05-15 13:00:00,ST017,EUR,Invoice,12.93,,,,AN000767,63.27,2024,5,15
TR00000624,2024-04-13 16:00:00,ST034,EUR,Card,11.1,CU000399,AC00151,CO000003,,324.63,2024,4,13
TR00000625,2024-01-24 08:00:00,ST022,EUR,Invoice,0.0,CU000014,AC00371,CO000591,,190.78,2024,1,24
TR00000626,2025-11-26 12:00:00,ST035,EUR,Card,2.17,CU000139,AC00531,,,295.0,2025,11,26
TR00000627,2025-01-19 12:00:00,ST027,EUR,Card,6.74,CU000308,AC00131,CO000034,,715.38,2025,1,19
TR00000628,2025-11-25 10:00:00,ST024,EUR,Invoice,0.68,CU000263,AC00259,,,472.41,2025,11,25
TR00000629,2024-02-08 16:00:00,ST013,EUR,Invoice,4.11,CU000167,AC00189,CO000113,,839.51,2024,2,8
TR00000630,2024-12-05 04:00:00,ST001,EUR,Invoice,12.01,,,,AN000312,348.49,2024,12,5
TR00000631,2024-08-31 00:00:00,ST030,EUR,Card,9.14,CU000262,AC00234,CO000884,,563.79,2024,8,31
TR00000632,2024-12-09 07:00:00,ST008,EUR,Card,4.88,CU000428,AC00126,CO000933,,1502.21,2024,12,9
TR00000633,2024-05-23 11:00:00,ST016,EUR,Card,10.96,,,,AN000422,406.97,2024,5,23
TR00000634,2024-01-04 22:00:00,ST007,EUR,BankTransfer,4.72,CU000438,AC00373,,,1029.19,2024,1,4
TR00000635,2025-07-21 15:00:00,ST023,EUR,Card,3.6,,,,AN000653,1413.92,2025,7,21
TR00000636,2024-02-08 09:00:00,ST004,EUR,Card,0.0,,,,AN000562,847.18,2024,2,8
TR00000637,2024-06-10 03:00:00,ST020,EUR,Invoice,14.94,CU000057,AC00593,,,0.0,2024,6,10
TR00000638,2024-06-05 08:00:00,ST037,EUR,Card,20.14,CU000388,AC00534,CO000117,,489.29,2024,6,5
TR00000639,2024-01-12 14:00:00,ST009,EUR,Card,0.0,CU000521,AC00490,CO000984,,369.21,2024,1,12
TR00000640,2024-04-11 18:00:00,ST031,EUR,Card,26.33,CU000337,AC00442,CO000369,,258.93,2024,4,11
TR00000641,2024-12-11 06:00:00,ST024,EUR,Card,0.0,CU000448,AC00118,CO000092,,0.0,2024,12,11
TR00000642,2024-04-17 05:00:00,ST017,EUR,Card,0.0,,,,AN000687,260.31,2024,4,17
TR00000643,2024-02-26 15:00:00,ST039,EUR,Invoice,2.7,,,,AN000201,0.0,2024,2,26
TR00000644,2024-10-15 06:00:00,ST012,EUR,Card,6.03,CU000238,AC00139,,,74.71,2024,10,15
TR00000645,2025-06-10 08:00:00,ST022,EUR,Card,20.19,CU000261,AC00069,,,0.0,2025,6,10
TR00000646,2025-04-06 15:00:00,ST020,EUR,Card,11.52,CU000210,AC00104,CO000730,,0.0,2025,4,6
TR00000647,2025-03-04 13:00:00,ST002,EUR,Card,2.5,CU000270,AC00246,CO000132,,42.51,2025,3,4
TR00000648,2025-05-27 13:00:00,ST010,EUR,Card,18.61,CU000084,AC00449,,,477.76,2025,5,27
TR00000649,2025-10-18 09:00:00,ST021,EUR,Card,1.2,CU000546,AC00206,,,0.0,2025,10,18
TR00000650,2024-04-06 02:00:00,ST022,EUR,Card,15.85,CU000328,AC00068,CO000842,,1460.96,2024,4,6
TR00000651,2024-08-14 00:00:00,ST029,EUR,Invoice,0.0,,,,AN000538,1296.62,2024,8,14
TR00000652,2024-08-04 12:00:00,ST021,EUR,Card,10.13,CU000537,AC00021,,,475.13,2024,8,4
TR00000653,2024-10-31 10:00:00,ST009,EUR,Card,21.75,CU000433,AC00389,,,67.34,2024,10,31
TR00000654,2025-11-12 08:00:00,ST032,EUR,Invoice,0.0,,,,AN000664,0.0,2025,11,12
TR00000655,2024-09-20 15:00:00,ST003,EUR,Card,5.38,CU000157,AC00541,CO000733,,289.54,2024,9,20
TR00000656,2025-05-06 16:00:00,ST015,EUR,Card,5.95,CU000486,AC00337,,,854.05,2025,5,6
TR00000657,2024-10-20 21:00:00,ST021,EUR,Card,4.99,CU000529,AC00310,CO000768,,379.49,2024,10,20
TR00000658,2024-09-19 02:00:00,ST039,EUR,BankTransfer,5.81,CU000084,AC00449,CO000883,,370.76,2024,9,19
TR00000659,2025-02-25 19:00:00,ST036,EUR,Card,5.37,CU000341,AC00361,CO000239,,276.51,2025,2,25
TR00000660,2025-04-05 14:00:00,ST006,EUR,Card,8.37,CU000449,AC00420,CO000709,,274.34,2025,4,5
TR00000661,2024-12-30 09:00:00,ST032,EUR,Invoice,0.0,CU000207,AC00096,,,244.45,2024,12,30
TR00000662,2025-02-13 01:00:00,ST035,EUR,Card,7.18,CU000536,AC00404,,,729.44,2025,2,13
TR00000663,2025-12-10 13:00:00,ST031,EUR,Card,2.87,,,,AN000685,1713.74,2025,12,10
TR00000664,2025-06-07 06:00:00,ST019,EUR,Card,0.0,CU000369,AC00347,,,0.0,2025,6,7
TR00000665,2025-11-29 11:00:00,ST032,EUR,Invoice,7.18,CU000094,AC00477,CO000758,,552.56,2025,11,29
TR00000666,2024-01-26 15:00:00,ST004,EUR,BankTransfer,0.95,CU000099,AC00235,CO000249,,285.01,2024,1,26
TR00000667,2024-09-16 03:00:00,ST027,EUR,Card,1.87,CU000215,AC00367,,,0.0,2024,9,16
TR00000668,2025-12-30 20:00:00,ST026,EUR,Card,19.13,,,,AN000238,631.72,2025,12,30
TR00000669,2024-01-17 23:00:00,ST034,EUR,Cash,11.99,CU000107,AC00485,,,146.14,2024,1,17
TR00000670,2025-08-23 22:00:00,ST026,EUR,Cash,20.04,CU000004,AC00195,,,561.8,2025,8,23
TR00000671,2025-02-27 09:00:00,ST010,EUR,Card,2.99,,,,AN000026,1263.74,2025,2,27
TR00000672,2025-04-20 08:00:00,ST006,EUR,Invoice,15.03,CU000205,AC00091,,,13.98,2025,4,20
TR00000673,2024-03-06 15:00:00,ST036,EUR,Invoice,3.4,CU000304,AC00040,,,0.0,2024,3,6
TR00000674,2025-09-15 12:00:00,ST038,EUR,Card,0.0,CU000469,AC00008,,,470.5,2025,9,15
TR00000675,2025-07-17 21:00:00,ST040,EUR,Cash,0.0,,,,AN000080,88.7,2025,7,17
TR00000676,2024-01-29 23:00:00,ST024,EUR,Cash,20.34,,,,AN000724,343.03,2024,1,29
TR00000677,2024-10-22 11:00:00,ST039,EUR,Card,10.63,CU000104,AC00521,CO000234,,34.01,2024,10,22
TR00000678,2025-03-06 06:00:00,ST010,EUR,Card,9.3,,,,AN000145,286.41,2025,3,6
TR00000679,2024-06-06 13:00:00,ST019,EUR,Card,0.0,CU000272,AC00038,CO000318,,515.95,2024,6,6
TR00000680,2025-08-06 05:00:00,ST036,EUR,Card,2.19,CU000100,AC00333,CO000335,,568.43,2025,8,6
TR00000681,2026-01-13 21:00:00,ST022,EUR,BankTransfer,0.0,,,,AN000223,388.7,2026,1,13
TR00000682,2025-07-03 07:00:00,ST012,EUR,Card,12.93,CU000533,AC00082,CO000452,,151.25,2025,7,3
TR00000683,2025-04-06 13:00:00,ST037,EUR,Invoice,3.08,CU000478,AC00482,,,171.15,2025,4,6
TR00000684,2025-01-22 17:00:00,ST014,EUR,Card,4.5,,,,AN000204,576.79,2025,1,22
TR00000685,2024-11-06 22:00:00,ST014,EUR,Invoice,1.92,,,,AN000414,545.58,2024,11,6
TR00000686,2024-04-22 14:00:00,ST005,EUR,Card,4.18,CU000039,AC00520,,,743.28,2024,4,22
TR00000687,2025-02-20 03:00:00,ST030,EUR,Card,6.01,,,,AN000149,44.73,2025,2,20
TR00000688,2024-12-11 00:00:00,ST016,EUR,Card,16.24,CU000232,AC00581,CO000853,,596.2,2024,12,11
TR00000689,2025-04-30 20:00:00,ST008,EUR,Card,21.08,CU000165,AC00107,,,919.06,2025,4,30
TR00000690,2024-02-10 17:00:00,ST040,EUR,Card,13.05,CU000178,AC00256,,,577.5,2024,2,10
TR00000691,2025-02-20 08:00:00,ST003,EUR,Card,1.57,CU000524,AC00583,,,3.65,2025,2,20
TR00000692,2025-04-17 03:00:00,ST016,EUR,Invoice,12.45,CU000140,AC00597,,,732.34,2025,4,17
TR00000693,2025-12-20 13:00:00,ST016,EUR,Card,0.0,,,,AN000331,18.28,2025,12,20
TR00000694,2024-06-11 16:00:00,ST028,EUR,Card,0.0,,,,AN000713,2841.14,2024,6,11
TR00000695,2025-10-11 15:00:00,ST039,EUR,Invoice,17.3,,,,AN000065,0.0,2025,10,11
TR00000696,2024-07-06 07:00:00,ST032,EUR,Card,3.13,,,,AN000263,0.0,2024,7,6
TR00000697,2025-06-23 17:00:00,ST027,EUR,Card,11.38,CU000273,AC00383,,,1575.21,2025,6,23
TR00000698,2024-10-05 23:00:00,ST037,EUR,Invoice,0.45,CU000153,AC00308,,,1051.33,2024,10,5
TR00000699,2024-10-19 05:00:00,ST035,EUR,Invoice,10.54,CU000037,AC00090,,,47.92,2024,10,19
TR00000700,2024-07-26 09:00:00,ST014,EUR,Card,6.49,,,,AN000565,799.64,2024,7,26
TR00000701,2024-12-09 15:00:00,ST029,EUR,Card,5.89,,,,AN000396,0.0,2024,12,9
TR00000702,2025-10-29 15:00:00,ST025,EUR,Cash,0.0,,,,AN000669,514.51,2025,10,29
TR00000703,2024-07-22 06:00:00,ST022,EUR,Card,0.0,CU000046,AC00165,CO000018,,194.35,2024,7,22
TR00000704,2025-01-04 17:00:00,ST012,EUR,BankTransfer,0.0,CU000269,AC00073,CO000281,,183.75,2025,1,4
TR00000705,2024-01-02 10:00:00,ST003,EUR,Card,6.08,CU000186,AC00212,,,255.54,2024,1,2
TR00000706,2024-09-10 00:00:00,ST004,EUR,Card,1.16,CU000127,AC00004,,,902.0,2024,9,10
TR00000707,2024-08-05 07:00:00,ST008,EUR,Cash,0.0,CU000489,AC00248,,,725.36,2024,8,5
TR00000708,2024-06-16 04:00:00,ST003,EUR,Card,10.81,CU000212,AC00453,,,609.81,2024,6,16
TR00000709,2024-06-19 14:00:00,ST029,EUR,Card,3.43,CU000260,AC00194,,,232.74,2024,6,19
TR00000710,2024-02-13 12:00:00,ST013,EUR,Invoice,4.95,,,,AN000705,729.49,2024,2,13
TR00000711,2024-05-17 16:00:00,ST017,EUR,Cash,3.25,CU000489,AC00248,,,474.49,2024,5,17
TR00000712,2024-05-27 15:00:00,ST002,EUR,Card,6.2,CU000009,AC00228,CO000164,,2300.92,2024,5,27
TR00000713,2024-09-05 05:00:00,ST034,EUR,Card,7.73,CU000553,AC00382,,,696.87,2024,9,5
TR00000714,2024-01-28 14:00:00,ST017,EUR,Card,0.0,CU000394,AC00557,CO000030,,1105.43,2024,1,28
TR00000715,2025-03-13 07:00:00,ST033,EUR,Invoice,5.66,CU000229,AC00543,CO000971,,110.81,2025,3,13
TR00000716,2024-09-20 14:00:00,ST010,EUR,Card,0.0,CU000158,AC00017,CO000350,,81.68,2024,9,20
TR00000717,2024-05-15 06:00:00,ST006,EUR,Card,0.0,CU000225,AC00533,CO000111,,463.66,2024,5,15
TR00000718,2025-11-26 21:00:00,ST015,EUR,Invoice,0.0,,,,AN000113,905.8,2025,11,26
TR00000719,2024-11-09 04:00:00,ST036,EUR,Invoice,1.26,CU000474,AC00359,CO000228,,365.9,2024,11,9
TR00000720,2025-12-14 10:00:00,ST035,EUR,Invoice,7.74,,,,AN000183,552.46,2025,12,14
TR00000721,2025-08-29 04:00:00,ST026,EUR,Invoice,7.33,,,,AN000228,66.7,2025,8,29
TR00000722,2025-04-30 12:00:00,ST007,EUR,Card,0.0,,,,AN000501,780.01,2025,4,30
TR00000723,2024-05-27 07:00:00,ST018,EUR,BankTransfer,0.0,,,,AN000362,20.09,2024,5,27
TR00000724,2024-09-29 19:00:00,ST030,EUR,Card,3.99,,,,AN000250,489.67,2024,9,29
TR00000725,2024-05-13 20:00:00,ST013,EUR,Card,14.28,CU000510,AC00352,CO000354,,0.0,2024,5,13
TR00000726,2024-03-14 14:00:00,ST014,EUR,Invoice,1.35,,,,AN000578,197.74,2024,3,14
TR00000727,2024-07-23 19:00:00,ST020,EUR,Card,0.0,CU000167,AC00189,CO000113,,937.13,2024,7,23
TR00000728,2025-10-31 06:00:00,ST003,EUR,Card,4.72,CU000474,AC00359,CO000228,,1346.13,2025,10,31
TR00000729,2024-10-13 11:00:00,ST007,EUR,Invoice,0.0,CU000252,AC00397,,,513.94,2024,10,13
TR00000730,2024-01-28 20:00:00,ST014,EUR,Card,0.99,,,,AN000438,1072.88,2024,1,28
TR00000731,2025-09-13 22:00:00,ST002,EUR,Card,2.39,CU000112,AC00283,CO000771,,931.61,2025,9,13
TR00000732,2025-12-24 11:00:00,ST037,EUR,Card,8.08,CU000350,AC00051,,,160.0,2025,12,24
TR00000733,2025-07-29 13:00:00,ST006,EUR,Card,3.13,,,,AN000029,335.36,2025,7,29
TR00000734,2025-11-08 15:00:00,ST012,EUR,Card,0.0,CU000411,AC00136,CO000891,,597.17,2025,11,8
TR00000735,2025-08-24 16:00:00,ST004,EUR,Invoice,8.25,CU000160,AC00529,,,974.56,2025,8,24
TR00000736,2025-04-29 11:00:00,ST034,EUR,Cash,1.16,,,,AN000383,21.5,2025,4,29
TR00000737,2025-07-03 18:00:00,ST004,EUR,Card,1.36,,,,AN000299,935.64,2025,7,3
TR00000738,2024-12-17 07:00:00,ST027,EUR,Card,0.0,,,,AN000210,570.46,2024,12,17
TR00000739,2024-08-30 03:00:00,ST040,EUR,Card,0.0,,,,AN000610,1791.58,2024,8,30
TR00000740,2024-09-14 00:00:00,ST022,EUR,Card,0.0,CU000217,AC00024,CO000083,,282.35,2024,9,14
TR00000741,2024-09-08 22:00:00,ST023,EUR,Card,0.0,,,,AN000154,13.12,2024,9,8
TR00000742,2025-04-05 02:00:00,ST028,EUR,BankTransfer,20.83,CU000312,AC00305,CO000684,,40.99,2025,4,5
TR00000743,2024-05-20 22:00:00,ST035,EUR,Invoice,11.27,CU000283,AC00528,CO000122,,1681.66,2024,5,20
TR00000744,2024-08-06 12:00:00,ST005,EUR,Card,12.5,CU000430,AC00450,,,523.06,2024,8,6
TR00000745,2024-09-16 18:00:00,ST030,EUR,Card,5.24,CU000465,AC00282,,,1214.64,2024,9,16
TR00000746,2024-08-11 08:00:00,ST028,EUR,Cash,0.0,,,,AN000043,769.91,2024,8,11
TR00000747,2024-12-29 13:00:00,ST024,EUR,Cash,5.2,CU000002,AC00384,CO000269,,584.08,2024,12,29
TR00000748,2024-07-12 04:00:00,ST022,EUR,Card,20.64,,,,AN000301,228.11,2024,7,12
TR00000749,2025-06-14 01:00:00,ST001,EUR,Card,8.27,,,,AN000065,531.41,2025,6,14
TR00000750,2025-06-25 11:00:00,ST029,EUR,Cash,21.65,CU000226,AC00465,,,729.61,2025,6,25
TR00000751,2025-01-23 09:00:00,ST011,EUR,Invoice,0.0,CU000186,AC00212,CO000101,,377.83,2025,1,23
TR00000752,2025-08-02 16:00:00,ST036,EUR,Card,18.09,,,,AN000430,0.0,2025,8,2
TR00000753,2025-08-20 20:00:00,ST006,EUR,Invoice,23.63,,,,AN000495,1094.37,2025,8,20
TR00000754,2024-10-09 20:00:00,ST003,EUR,Card,21.32,CU000535,AC00368,,,0.0,2024,10,9
TR00000755,2025-07-31 01:00:00,ST037,EUR,Invoice,1.16,,,,AN000017,481.69,2025,7,31
TR00000756,2024-04-09 04:00:00,ST012,EUR,BankTransfer,0.0,,,,AN000611,1366.86,2024,4,9
TR00000757,2026-01-14 07:00:00,ST035,EUR,Card,0.0,,,,AN000555,204.82,2026,1,14
TR00000758,2025-10-30 03:00:00,ST025,EUR,Card,10.42,CU000146,AC00592,,,408.19,2025,10,30
TR00000759,2025-06-28 06:00:00,ST025,EUR,Card,14.98,,,,AN000741,923.33,2025,6,28
