AccountId,AccountName,VATNumber,Industry,City,Province,Region,CustomerTier,CreatedDate
AC00242,Ristorante 424TKB Cooperativa,10000000242,Pizzeria,Sestri Levante,PC,Toscana,Gold,2022-08-09
AC00243,Altro 9OI0D4 Cooperativa,10000000243,Ristorante,Novara,CR,Liguria,Gold,2024-09-02
AC00244,Macelleria DMC2RH Cooperativa,10000000244,Altro,Cuneo,BS,Piemonte,Bronze,2024-12-05
AC00245,Pescheria 2XK2PT Ditta Individuale,10000000245,Bar,Chiavari,PR,Emilia-Romagna,Platinum,2025-04-30
AC00246,Mensa HOWQ1G SAS,10000000246,Alimentari,Reggio Emilia,GE,Piemonte,Gold,2025-11-03
AC00247,Mensa AZ5UH8 Cooperativa,10000000247,Hotel,Viareggio,RA,Emilia-Romagna,Gold,2024-02-27
AC00248,Catering 0Q7TW1 Ditta Individuale,10000000248,Ristorante,Siena,MB,Valle d'Aosta,Bronze,2023-11-22
AC00249,Macelleria PUWSNF Cooperativa,10000000249,Ristorante,Bologna,MO,Valle d'Aosta,Gold,2025-09-19
AC00250,Catering FYKPL3 Ditta Individuale,10000000250,Pizzeria,Ravenna,BG,Emilia-Romagna,Gold,2022-02-08
AC00251,Ristorante CHO3XJ Ditta Individuale,10000000251,Gelateria,Brescia,CN,Piemonte,Bronze,2025-08-09
AC00252,Gelateria VOEGI3 SRL,10000000252,Panificio,Monza,PC,Emilia-Romagna,Platinum,2023-11-21
AC00253,Alimentari QUPXBF Cooperativa,10000000253,Alimentari,Siena,MO,Liguria,Bronze,2022-06-11
AC00254,Alimentari EJ2XG4 SPA,10000000254,Gelateria,Chiavari,PV,Toscana,Bronze,2025-09-16
AC00255,Alimentari 8RA4DV Ditta Individuale,10000000255,Pizzeria,Varese,CO,Valle d'Aosta,Silver,2025-02-01
AC00256,Gelateria 56ONXD SAS,10000000256,Mensa,Modena,BG,Toscana,Silver,2022-06-10
AC00257,Pizzeria 70FE07 SRL,10000000257,Alimentari,Bergamo,CO,Liguria,Silver,2024-12-13
AC00258,Gelateria S387J5 SPA,10000000258,Pizzeria,Massa,PC,Liguria,Bronze,2024-11-23
AC00259,Gelateria IE3LVO Cooperativa,10000000259,Gelateria,Piacenza,IM,Valle d'Aosta,Platinum,2022-08-30
AC00260,Mensa 0IPFG8 Cooperativa,10000000260,Hotel,Varese,AT,Valle d'Aosta,Bronze,2024-08-24
AC00261,Pizzeria PJVRN8 SAS,10000000261,Gelateria,Siena,RN,Liguria,Bronze,2024-06-08
AC00262,Bar LPY857 SPA,10000000262,Alimentari,Lucca,SI,Lombardia,Bronze,2022-04-23
AC00263,Ristorante NZ3A8V Cooperativa,10000000263,Ristorante,Sanremo,FI,Toscana,Silver,2024-10-10
AC00264,Pizzeria 4X7Y2I SPA,10000000264,Ristorante,Brescia,FC,Toscana,Platinum,2022-11-14
AC00265,Catering TL8N3E Ditta Individuale,10000000265,Hotel,Alessandria,MO,Lombardia,Silver,2022-01-23
AC00266,Pescheria 54N6O9 Cooperativa,10000000266,Alimentari,Grosseto,SI,Piemonte,Gold,2024-04-03
AC00267,Pescheria JD3IH6 Cooperativa,10000000267,Panificio,Arezzo,RA,Toscana,Bronze,2025-02-15
AC00268,Macelleria 6W51OB SPA,10000000268,Ristorante,Ravenna,RE,Emilia-Romagna,Silver,2023-12-02
AC00269,Pescheria 537QO4 SPA,10000000269,Gelateria,Chiavari,BO,Liguria,Silver,2024-10-15
AC00270,Ristorante Z533ZS SPA,10000000270,Panificio,Parma,CR,Liguria,Silver,2025-05-20
AC00271,Catering MV30QA SPA,10000000271,Ristorante,Sestri Levante,MS,Lombardia,Bronze,2025-12-12
AC00272,Pescheria BXW2EO Cooperativa,10000000272,Panificio,Massa,CR,Toscana,Silver,2025-02-10
AC00273,Hotel WLCFS8 SPA,10000000273,Altro,Forlì,PO,Piemonte,Silver,2024-12-03
AC00274,Altro 314Y2L Cooperativa,10000000274,Mensa,Parma,AR,Toscana,Gold,2022-05-08
AC00275,Hotel R0JY32 SAS,10000000275,Gelateria,Prato,BS,Liguria,Silver,2024-05-25
AC00276,Ristorante HOG585 Ditta Individuale,10000000276,Altro,Chiavari,IM,Valle d'Aosta,Bronze,2022-06-07
AC00277,Mensa I87XW6 SPA,10000000277,Pizzeria,Lucca,CO,Emilia-Romagna,Silver,2024-04-06
AC00278,Macelleria 9HZGOP SPA,10000000278,Bar,Sestri Levante,SV,Lombardia,Bronze,2025-11-18
AC00279,Hotel JDN8EZ Cooperativa,10000000279,Panificio,Genova,AT,Valle d'Aosta,Gold,2024-05-01
AC00280,Alimentari P7QYEZ Cooperativa,10000000280,Pizzeria,Pisa,IM,Piemonte,Silver,2023-05-27
AC00281,Macelleria G52KRE SPA,10000000281,Alimentari,Arezzo,MS,Valle d'Aosta,Bronze,2022-02-14
AC00282,Panificio 4V9KYP Ditta Individuale,10000000282,Bar,Piacenza,VA,Valle d'Aosta,Platinum,2025-02-05
AC00283,Hotel OFKJW6 SPA,10000000283,Mensa,Asti,GR,Piemonte,Silver,2022-08-07
AC00284,Bar NYQAEL SAS,10000000284,Ristorante,Genova,AT,Valle d'Aosta,Bronze,2023-03-19
AC00285,Pescheria YYZZ0J SRL,10000000285,Macelleria,Bologna,PC,Lombardia,Silver,2022-11-11
AC00286,Catering DCLI69 SPA,10000000286,Bar,Viareggio,PV,Liguria,Bronze,2022-06-26
AC00287,Mensa 78V0BJ SPA,10000000287,Ristorante,Pisa,LU,Toscana,Gold,2022-08-16
AC00288,Bar WKON8U Ditta Individuale,10000000288,Catering,Cremona,MO,Valle d'Aosta,Gold,2022-09-24
AC00289,Alimentari UJS75E SPA,10000000289,Ristorante,Torino,CR,Lombardia,Platinum,2024-05-19
AC00290,Alimentari LTFEBE SPA,10000000290,Pizzeria,Monza,BO,Toscana,Silver,2024-04-17
AC00291,Alimentari 5407K5 Ditta Individuale,10000000291,Macelleria,Bergamo,SV,Toscana,Silver,2025-11-03
AC00292,Bar W1JL6L Ditta Individuale,10000000292,Panificio,Como,RA,Valle d'Aosta,Gold,2023-05-04
AC00293,Pizzeria 91F4X2 SRL,10000000293,Ristorante,Milano,IM,Lombardia,Bronze,2023-12-03
AC00294,Macelleria BFIBJZ Ditta Individuale,10000000294,Ristorante,Livorno,PI,Liguria,Silver,2023-11-18
AC00295,Pizzeria P97BMZ SRL,10000000295,Gelateria,Brescia,RE,Valle d'Aosta,Silver,2025-08-06
AC00296,Pescheria RR45ED SPA,10000000296,Macelleria,Rimini,TO,Piemonte,Bronze,2024-09-22
AC00297,Bar 5GGSJ6 SPA,10000000297,Catering,Pavia,AL,Toscana,Silver,2022-12-23
AC00298,Mensa VV8SUO SAS,10000000298,Alimentari,Prato,AT,Valle d'Aosta,Gold,2024-05-21
AC00299,Gelateria C1Y5AY SPA,10000000299,Bar,Bergamo,LU,Toscana,Gold,2022-07-23
AC00300,Alimentari YOV84F Ditta Individuale,10000000300,Macelleria,Novara,AL,Lombardia,Bronze,2025-05-21
AC00301,Alimentari C3XQ8V SRL,10000000301,Pizzeria,Reggio Emilia,CR,Emilia-Romagna,Bronze,2023-07-06
AC00302,Pescheria A8X8L0 SRL,10000000302,Bar,Asti,NO,Valle d'Aosta,Bronze,2022-11-19
AC00303,Panificio 08UHBX SAS,10000000303,Bar,Modena,GE,Liguria,Gold,2023-08-17
AC00304,Pizzeria LBC8NO SPA,10000000304,Macelleria,Brescia,FI,Valle d'Aosta,Bronze,2022-06-30
AC00305,Ristorante G85D4F Ditta Individuale,10000000305,Ristorante,Alessandria,PC,Toscana,Gold,2023-05-14
AC00306,Ristorante 2K1XER Ditta Individuale,10000000306,Bar,Pavia,MS,Lombardia,Bronze,2025-09-05
AC00307,Pizzeria P3LYEX SAS,10000000307,Alimentari,Alessandria,PV,Piemonte,Silver,2022-03-24
AC00308,Ristorante 3SR5RU Cooperativa,10000000308,Ristorante,Varese,AT,Liguria,Silver,2022-10-30
AC00309,Bar P13WPP Ditta Individuale,10000000309,Ristorante,Bologna,MI,Lombardia,Gold,2022-09-19
AC00310,Bar BMQIYF SRL,10000000310,Gelateria,Brescia,RA,Valle d'Aosta,Bronze,2024-02-23
AC00311,Mensa RWSKP6 SPA,10000000311,Macelleria,Forlì,LU,Piemonte,Silver,2025-05-08
AC00312,Pescheria RFE64S Ditta Individuale,10000000312,Gelateria,Genova,PI,Lombardia,Bronze,2025-06-17
AC00313,Gelateria KBCBDP Ditta Individuale,10000000313,Macelleria,Firenze,AL,Emilia-Romagna,Gold,2024-07-02
AC00314,Pizzeria DXUJJC SPA,10000000314,Alimentari,Ravenna,PO,Liguria,Gold,2023-11-23
AC00315,Altro SEXGGO SAS,10000000315,Gelateria,Carrara,SP,Toscana,Bronze,2024-08-01
AC00316,Bar C5KVQY Cooperativa,10000000316,Hotel,Lucca,RA,Lombardia,Gold,2023-11-14
AC00317,Ristorante WJ85GG SAS,10000000317,Pizzeria,Reggio Emilia,FI,Lombardia,Silver,2025-08-11
AC00318,Catering 0V5DTA SAS,10000000318,Altro,Aosta,SV,Emilia-Romagna,Bronze,2023-11-20
AC00319,Pescheria EGRY58 Ditta Individuale,10000000319,Bar,Milano,BO,Valle d'Aosta,Silver,2023-01-31
AC00320,Gelateria VRW9MY SPA,10000000320,Hotel,Asti,RN,Liguria,Bronze,2025-03-07
AC00321,Pizzeria YOKEAE Ditta Individuale,10000000321,Alimentari,Reggio Emilia,AT,Liguria,Gold,2024-04-18
AC00322,Gelateria A84HXX Cooperativa,10000000322,Ristorante,Viareggio,PI,Toscana,Gold,2024-05-27
AC00323,Gelateria PW2GKQ SAS,10000000323,Ristorante,Imperia,MB,Lombardia,Bronze,2024-04-02
AC00324,Ristorante RAFFZ8 Ditta Individuale,10000000324,Gelateria,Imperia,FI,Piemonte,Silver,2025-02-26
AC00325,Catering Q4VHU4 SPA,10000000325,Altro,Lucca,SV,Lombardia,Gold,2022-02-18
AC00326,Mensa BAWZ94 Cooperativa,10000000326,Hotel,Sestri Levante,BS,Toscana,Platinum,2024-02-28
AC00327,Pescheria 0VTKRR SPA,10000000327,Ristorante,Forlì,RA,Lombardia,Silver,2022-10-20
AC00328,Alimentari VWY3RZ SRL,10000000328,Ristorante,Massa,RA,Emilia-Romagna,Platinum,2023-06-20
AC00329,Hotel TPLC6P SPA,10000000329,Macelleria,Viareggio,PC,Lombardia,Silver,2022-11-07
AC00330,Catering RR7MZA Cooperativa,10000000330,Catering,Cuneo,FI,Lombardia,Silver,2023-06-21
AC00331,Macelleria KGMIH6 SRL,10000000331,Bar,Cuneo,NO,Piemonte,Gold,2023-10-01
AC00332,Mensa MV4XEK SRL,10000000332,Catering,Parma,CR,Emilia-Romagna,Silver,2022-08-22
AC00333,Gelateria Z83Y02 Cooperativa,10000000333,Bar,Alessandria,PR,Emilia-Romagna,Silver,2025-05-17
AC00334,Catering 24WK0Y Ditta Individuale,10000000334,Alimentari,Cuneo,SI,Lombardia,Silver,2023-08-28
AC00335,Mensa EHVDO9 Cooperativa,10000000335,Panificio,Ravenna,AO,Liguria,Gold,2022-04-04
AC00336,Mensa KHBA5M Ditta Individuale,10000000336,Alimentari,Bergamo,PI,Piemonte,Gold,2022-11-23
AC00337,Ristorante F36BCP SRL,10000000337,Pizzeria,Cuneo,MI,Lombardia,Silver,2022-08-13
AC00338,Macelleria WEIJMM Cooperativa,10000000338,Hotel,Asti,BO,Lombardia,Bronze,2024-08-24
AC00339,Hotel B5JFYS SPA,10000000339,Mensa,Sanremo,MO,Toscana,Silver,2024-06-08
AC00340,Bar YZ7PQ4 SAS,10000000340,Pizzeria,Arezzo,PI,Toscana,Silver,2022-01-11
AC00341,Mensa DDV283 Ditta Individuale,10000000341,Ristorante,Sestri Levante,AO,Liguria,Bronze,2025-09-14
AC00342,Macelleria BDW56F SAS,10000000342,Alimentari,Modena,BS,Piemonte,Gold,2024-11-01
AC00343,Pescheria KPS0DX Ditta Individuale,10000000343,Bar,Milano,RN,Valle d'Aosta,Silver,2022-02-04
AC00344,Bar ME4PO1 SAS,10000000344,Gelateria,Milano,SI,Toscana,Bronze,2023-03-23
AC00345,Catering I3MSDN Cooperativa,10000000345,Catering,Monza,GR,Valle d'Aosta,Bronze,2025-05-28
AC00346,Catering 1MXF1P SPA,10000000346,Altro,Sanremo,AO,Emilia-Romagna,Bronze,2023-03-17
AC00347,Alimentari I2OOQ4 SRL,10000000347,Ristorante,Pavia,CO,Toscana,Platinum,2023-10-15
AC00348,Gelateria 2NBFA3 Ditta Individuale,10000000348,Gelateria,Arezzo,BG,Toscana,Bronze,2023-08-18
AC00349,Gelateria 7DL9FC SPA,10000000349,Pizzeria,Cuneo,GE,Piemonte,Bronze,2022-08-17
AC00350,Gelateria 1XX6CW Cooperativa,10000000350,Mensa,Viareggio,TO,Liguria,Silver,2022-12-10
AC00351,Gelateria ZXSKOY Ditta Individuale,10000000351,Bar,Prato,BO,Valle d'Aosta,Bronze,2025-01-08
AC00352,Macelleria TK06AK Ditta Individuale,10000000352,Alimentari,Arezzo,RA,Toscana,Bronze,2025-10-08
AC00353,Ristorante T7ZQHT Ditta Individuale,10000000353,Gelateria,Massa,CR,Toscana,Bronze,2025-11-20
AC00354,Catering 2XZ52O Cooperativa,10000000354,Bar,Brescia,PO,Piemonte,Silver,2025-08-06
AC00355,Macelleria HKBM00 Ditta Individuale,10000000355,Bar,Prato,CO,Piemonte,Silver,2024-09-15
AC00356,Bar E9KDTS SAS,10000000356,Alimentari,Imperia,FC,Liguria,Silver,2025-02-25
AC00357,Mensa 1FB2VI SPA,10000000357,Alimentari,Chiavari,PI,Valle d'Aosta,Silver,2024-06-27
AC00358,Altro 109DCN Cooperativa,10000000358,Bar,Bologna,CR,Emilia-Romagna,Platinum,2025-10-14
AC00359,Pizzeria WMBXEK SAS,10000000359,Bar,Viareggio,NO,Liguria,Silver,2023-06-11
AC00360,Gelateria 0Q929U SPA,10000000360,Bar,Bergamo,LU,Emilia-Romagna,Bronze,2025-08-29
AC00361,Altro 6WTVMK Ditta Individuale,10000000361,Gelateria,Alessandria,TO,Lombardia,Bronze,2022-03-16
AC00362,Mensa 2ZYZSI SRL,10000000362,Pizzeria,Savona,NO,Toscana,Silver,2022-07-15
AC00363,Ristorante LU3NDZ SAS,10000000363,Panificio,Lucca,AR,Valle d'Aosta,Gold,2022-01-29
AC00364,Panificio 3CC5RQ SAS,10000000364,Altro,Carrara,RE,Liguria,Bronze,2023-12-07
AC00365,Alimentari NSVSOJ SAS,10000000365,Catering,Viareggio,FI,Toscana,Gold,2024-10-17
AC00366,Panificio RPP7R9 Cooperativa,10000000366,Ristorante,Chiavari,RA,Valle d'Aosta,Bronze,2022-01-16
AC00367,Panificio 3FEZEZ SAS,10000000367,Ristorante,Monza,IM,Valle d'Aosta,Silver,2025-12-17
AC00368,Hotel 5EHR07 Ditta Individuale,10000000368,Bar,Prato,RN,Valle d'Aosta,Gold,2024-03-15
AC00369,Gelateria N8VOEU SRL,10000000369,Pescheria,Como,PR,Toscana,Bronze,2025-11-29
AC00370,Macelleria BFN9KR Cooperativa,10000000370,Alimentari,Cremona,FI,Liguria,Silver,2024-07-28
AC00371,Ristorante 2FVB66 SRL,10000000371,Bar,Livorno,MI,Piemonte,Bronze,2024-08-24
AC00372,Gelateria H3REM5 Ditta Individuale,10000000372,Hotel,Reggio Emilia,RN,Toscana,Gold,2025-01-05
AC00373,Macelleria PUU62R SPA,10000000373,Alimentari,Carrara,GR,Valle d'Aosta,Bronze,2022-08-17
AC00374,Alimentari ZV1SQQ SAS,10000000374,Pizzeria,Varese,MI,Liguria,Gold,2024-08-19
AC00375,Panificio Q5L2XO Ditta Individuale,10000000375,Ristorante,Lucca,MS,Lombardia,Bronze,2025-08-13
AC00376,Altro IOT860 SPA,10000000376,Altro,Varese,MS,Emilia-Romagna,Gold,2023-12-16
AC00377,Altro X5ZU2Z SRL,10000000377,Alimentari,Savona,PI,Valle d'Aosta,Silver,2024-09-10
AC00378,Hotel UEUGWU SAS,10000000378,Ristorante,Novara,LI,Lombardia,Gold,2023-07-27
AC00379,Mensa BUGR6E Ditta Individuale,10000000379,Macelleria,Cremona,BO,Piemonte,Bronze,2023-09-07
AC00380,Pescheria 7GA2IZ SRL,10000000380,Ristorante,Torino,TO,Valle d'Aosta,Gold,2022-11-22
AC00381,Gelateria 5P3VOB Cooperativa,10000000381,Macelleria,Arezzo,IM,Lombardia,Bronze,2025-10-18
AC00382,Ristorante 5APO4L SRL,10000000382,Altro,Monza,BS,Valle d'Aosta,Bronze,2024-05-24
AC00383,Alimentari JEDGFJ SPA,10000000383,Pizzeria,Parma,PV,Toscana,Silver,2022-12-25
AC00384,Panificio DLOGWL Ditta Individuale,10000000384,Gelateria,Lucca,MO,Liguria,Bronze,2022-11-20
AC00385,Macelleria ACOLOL Ditta Individuale,10000000385,Bar,Torino,AO,Lombardia,Bronze,2025-09-11
AC00386,Altro N3EH1V SRL,10000000386,Pescheria,Chiavari,AO,Liguria,Platinum,2022-06-14
AC00387,Pescheria R1NECQ Ditta Individuale,10000000387,Alimentari,Aosta,MI,Toscana,Platinum,2024-03-08
AC00388,Alimentari OROI5J SPA,10000000388,Mensa,Aosta,PO,Toscana,Silver,2023-03-31
AC00389,Altro 8YIT2K SPA,10000000389,Macelleria,Como,AL,Liguria,Platinum,2025-03-22
AC00390,Pizzeria ODWH8N SAS,10000000390,Altro,Varese,MO,Lombardia,Silver,2025-02-24
AC00391,Pizzeria 92TP6Q Cooperativa,10000000391,Panificio,Carrara,FI,Liguria,Bronze,2022-07-12
AC00392,Pizzeria AQ3K8A SRL,10000000392,Bar,Modena,TO,Liguria,Gold,2023-09-19
AC00393,Pizzeria 7RV4NM SPA,10000000393,Altro,Rimini,AR,Emilia-Romagna,Silver,2023-06-14
AC00394,Macelleria WVSB0U SPA,10000000394,Pizzeria,Aosta,AT,Lombardia,Platinum,2024-10-30
AC00395,Pescheria KOEFUK Ditta Individuale,10000000395,Pescheria,Savona,NO,Emilia-Romagna,Bronze,2022-04-02
AC00396,Ristorante PV8LYM SPA,10000000396,Pizzeria,Rimini,RE,Valle d'Aosta,Silver,2022-05-19
AC00397,Alimentari J1QI9M Ditta Individuale,10000000397,Bar,Ravenna,CR,Liguria,Bronze,2023-04-26
AC00398,Panificio QVAYXA SRL,10000000398,Hotel,Livorno,FI,Valle d'Aosta,Bronze,2023-03-25
AC00399,Alimentari R6YO6Z SAS,10000000399,Alimentari,Livorno,MS,Lombardia,Bronze,2025-09-18
AC00400,Catering 1T2XCB Ditta Individuale,10000000400,Gelateria,Livorno,SP,Liguria,Platinum,2024-05-18
AC00401,Macelleria 3YYM33 SAS,10000000401,Bar,Arezzo,PR,Valle d'Aosta,Gold,2022-12-06
AC00402,Ristorante MG1ZAQ Ditta Individuale,10000000402,Alimentari,Prato,AT,Piemonte,Gold,2024-12-11
AC00403,Catering 7QHAK7 Cooperativa,10000000403,Hotel,Bologna,GR,Toscana,Silver,2023-04-11
AC00404,Ristorante MDWKZI Ditta Individuale,10000000404,Gelateria,Firenze,MS,Liguria,Bronze,2023-12-19
AC00405,Ristorante RNK6ZH SRL,10000000405,Catering,Massa,LI,Toscana,Bronze,2024-03-09
AC00406,Ristorante H3O5UR SAS,10000000406,Ristorante,Brescia,TO,Emilia-Romagna,Bronze,2023-04-20
AC00407,Gelateria TXUYUC SAS,10000000407,Ristorante,Pavia,PO,Valle d'Aosta,Silver,2023-02-05
AC00408,Pescheria ECJUIS Cooperativa,10000000408,Ristorante,Firenze,AO,Emilia-Romagna,Gold,2023-08-28
AC00409,Mensa 2GY9YT SPA,10000000409,Alimentari,Pavia,RN,Liguria,Silver,2024-07-20
AC00410,Macelleria JUQ7X7 SPA,10000000410,Ristorante,Sestri Levante,NO,Toscana,Bronze,2024-09-23
AC00411,Mensa B7P9JY Cooperativa,10000000411,Ristorante,Novara,FI,Toscana,Bronze,2024-07-10
AC00412,Ristorante QN15IK Ditta Individuale,10000000412,Pescheria,Novara,MI,Valle d'Aosta,Bronze,2024-03-31
AC00413,Panificio PQAHCU Cooperativa,10000000413,Panificio,Massa,MS,Liguria,Silver,2023-10-19
AC00414,Mensa A09PCI SAS,10000000414,Catering,Alessandria,GE,Piemonte,Platinum,2023-08-21
AC00415,Pizzeria FLWDR3 SAS,10000000415,Altro,Milano,SI,Piemonte,Silver,2025-03-22
AC00416,Ristorante VWMJDI Cooperativa,10000000416,Ristorante,Firenze,RA,Valle d'Aosta,Gold,2023-05-29
AC00417,Bar MBM271 Cooperativa,10000000417,Pizzeria,Piacenza,CN,Liguria,Silver,2024-10-26
AC00418,Bar W1WUDC Cooperativa,10000000418,Pizzeria,Ravenna,FC,Valle d'Aosta,Silver,2023-05-15
AC00419,Pescheria BL4CE7 Cooperativa,10000000419,Catering,Parma,PC,Liguria,Bronze,2023-12-18
AC00420,Alimentari PKWCYU SRL,10000000420,Hotel,Varese,GR,Emilia-Romagna,Gold,2025-02-15
AC00421,Gelateria KND1IV SPA,10000000421,Catering,Arezzo,RA,Valle d'Aosta,Gold,2023-08-24
AC00422,Catering XAN25W SRL,10000000422,Hotel,Forlì,CR,Liguria,Bronze,2023-10-28
AC00423,Catering M72QLG SAS,10000000423,Mensa,Sestri Levante,MB,Piemonte,Silver,2023-04-13
AC00424,Altro DVC2GU Cooperativa,10000000424,Ristorante,Sanremo,TO,Liguria,Silver,2022-06-10
AC00425,Mensa WJP0QI Ditta Individuale,10000000425,Bar,Massa,PR,Liguria,Silver,2022-09-27
AC00426,Ristorante 2CLP81 SRL,10000000426,Bar,Sanremo,TO,Valle d'Aosta,Platinum,2024-12-15
AC00427,Catering L51FLM SRL,10000000427,Bar,Carrara,BS,Emilia-Romagna,Silver,2022-08-16
AC00428,Pizzeria NAVYCS SRL,10000000428,Alimentari,Torino,CR,Emilia-Romagna,Silver,2024-04-28
AC00429,Altro 44PHH6 SPA,10000000429,Ristorante,Lucca,SV,Emilia-Romagna,Bronze,2022-05-29
AC00430,Pescheria 2MYZ9V SAS,10000000430,Panificio,Cuneo,PC,Emilia-Romagna,Bronze,2024-12-05
AC00431,Panificio LU8WPF Ditta Individuale,10000000431,Bar,Massa,AR,Lombardia,Bronze,2025-03-13
AC00432,Ristorante Q2BHAI Cooperativa,10000000432,Ristorante,Forlì,AR,Valle d'Aosta,Bronze,2023-09-24
AC00433,Panificio IWI08L SRL,10000000433,Pizzeria,Monza,MS,Toscana,Gold,2025-09-25
AC00434,Gelateria 0HG9NC SPA,10000000434,Ristorante,Arezzo,PC,Valle d'Aosta,Gold,2023-02-17
AC00435,Altro BEKGV1 SRL,10000000435,Pizzeria,Novara,RA,Lombardia,Bronze,2023-06-04
AC00436,Pescheria BBHG5Z SAS,10000000436,Pizzeria,Asti,NO,Emilia-Romagna,Gold,2025-09-29
AC00437,Hotel MTGA46 SPA,10000000437,Bar,Brescia,PI,Lombardia,Bronze,2023-01-22
AC00438,Mensa AYN2D7 SPA,10000000438,Ristorante,Massa,AO,Piemonte,Bronze,2022-10-02
AC00439,Ristorante KI3X79 SRL,10000000439,Hotel,Brescia,FC,Piemonte,Bronze,2022-12-19
AC00440,Macelleria 955CF7 Cooperativa,10000000440,Ristorante,Modena,TO,Valle d'Aosta,Silver,2024-12-25
AC00441,Alimentari 2GNNV9 Cooperativa,10000000441,Ristorante,Parma,NO,Valle d'Aosta,Bronze,2025-01-07
AC00442,Gelateria IBWGT2 SAS,10000000442,Bar,Livorno,LU,Toscana,Silver,2023-08-21
AC00443,Pizzeria LB2548 Cooperativa,10000000443,Bar,Pavia,LU,Toscana,Silver,2025-05-10
AC00444,Hotel 5HCQXC SRL,10000000444,Alimentari,Novara,SP,Piemonte,Platinum,2023-07-12
AC00445,Ristorante S1XSRQ SPA,10000000445,Pizzeria,Prato,MB,Emilia-Romagna,Bronze,2022-04-23
AC00446,Hotel LNZZRJ SPA,10000000446,Alimentari,Cremona,MB,Lombardia,Bronze,2025-01-19
AC00447,Gelateria O7VBHH SRL,10000000447,Ristorante,Pisa,FI,Toscana,Bronze,2022-05-21
AC00448,Alimentari 5OL5U7 SPA,10000000448,Ristorante,Viareggio,CO,Liguria,Silver,2025-08-05
AC00449,Bar NTEDQM SPA,10000000449,Panificio,Rimini,TO,Toscana,Bronze,2023-12-31
AC00450,Mensa VQWPQO Ditta Individuale,10000000450,Alimentari,La Spezia,AR,Emilia-Romagna,Gold,2023-08-12
AC00451,Pescheria 2LNGIX SRL,10000000451,Panificio,Parma,AR,Emilia-Romagna,Silver,2023-02-15
AC00452,Pizzeria MC4SX2 SPA,10000000452,Hotel,Como,CR,Valle d'Aosta,Silver,2023-01-12
AC00453,Gelateria 7DCBHH Ditta Individuale,10000000453,Pizzeria,Sestri Levante,VA,Lombardia,Silver,2025-11-08
AC00454,Bar LK3YJZ Cooperativa,10000000454,Alimentari,Alessandria,AO,Emilia-Romagna,Bronze,2025-03-21
AC00455,Hotel 99106A Ditta Individuale,10000000455,Bar,Bologna,CR,Toscana,Bronze,2024-01-21
AC00456,Catering K32OOU SAS,10000000456,Catering,Bergamo,RN,Toscana,Bronze,2023-09-19
AC00457,Ristorante XQS1FO SPA,10000000457,Alimentari,Pavia,NO,Piemonte,Silver,2025-09-04
AC00458,Catering I0RS21 SAS,10000000458,Bar,Sestri Levante,CO,Emilia-Romagna,Bronze,2025-10-24
AC00459,Catering 0Q2LG1 SAS,10000000459,Bar,Brescia,AO,Liguria,Bronze,2024-09-21
AC00460,Ristorante ZHQUNU SRL,10000000460,Gelateria,Siena,CN,Valle d'Aosta,Platinum,2023-12-04
AC00461,Catering E7A34M Ditta Individuale,10000000461,Macelleria,Livorno,PI,Lombardia,Bronze,2023-04-07
AC00462,Hotel PYO2TL SAS,10000000462,Hotel,Reggio Emilia,AL,Liguria,Gold,2022-01-12
AC00463,Altro A27F8L SPA,10000000463,Bar,Monza,LU,Valle d'Aosta,Gold,2025-03-25
AC00464,Gelateria WVV59H SPA,10000000464,Bar,Prato,AT,Toscana,Bronze,2023-04-22
AC00465,Altro OTGDUQ SRL,10000000465,Pizzeria,Livorno,LI,Liguria,Bronze,2024-07-27
AC00466,Macelleria 6DDTBY SAS,10000000466,Bar,Genova,VA,Valle d'Aosta,Bronze,2023-02-05
AC00467,Gelateria RGC8KI SRL,10000000467,Altro,Como,AL,Toscana,Silver,2024-03-18
AC00468,Altro XCCSG4 SAS,10000000468,Bar,Prato,BS,Toscana,Silver,2022-06-26
AC00469,Catering OFDTRC Ditta Individuale,10000000469,Hotel,Arezzo,TO,Toscana,Gold,2025-09-26
AC00470,Pescheria 85EHPZ SRL,10000000470,Pizzeria,Pavia,MS,Toscana,Platinum,2022-02-26
AC00471,Gelateria RV7VSY Ditta Individuale,10000000471,Gelateria,Imperia,SV,Toscana,Silver,2023-03-24
AC00472,Gelateria JAFCO3 Cooperativa,10000000472,Catering,Monza,MI,Piemonte,Bronze,2022-07-22
AC00473,Panificio S65QU0 SAS,10000000473,Catering,Massa,MO,Liguria,Bronze,2024-01-08
AC00474,Hotel K5QZZK SAS,10000000474,Altro,Lucca,SI,Valle d'Aosta,Gold,2022-07-21
AC00475,Gelateria W3GI60 SAS,10000000475,Ristorante,Bologna,PI,Piemonte,Bronze,2025-09-15
AC00476,Panificio Q6GUO8 SAS,10000000476,Macelleria,Viareggio,MI,Piemonte,Bronze,2022-12-29
AC00477,Catering I5JWK6 SAS,10000000477,Ristorante,Forlì,MO,Emilia-Romagna,Gold,2024-06-10
AC00478,Hotel Z0HR9T SPA,10000000478,Gelateria,Chiavari,MO,Emilia-Romagna,Silver,2023-03-30
AC00479,Gelateria 9CD1LQ Cooperativa,10000000479,Pizzeria,Cuneo,FC,Emilia-Romagna,Platinum,2022-12-22
