TransactionLineId,TransactionId,ProductId,Category,Quantity,UnitPrice,NetAmount,DiscountPct,IsBundle
TL000005083,T00001137,P00202,Vino,2,109.14,218.28,0.0,No
TL000005084,T00001138,P00146,Latticini,4,23.21,92.85,0.0,No
TL000005085,T00001138,P00064,Bevande,1,61.44,61.44,0.0,No
TL000005086,T00001138,P00208,Pesce,4,65.93,263.7,0.0,No
TL000005087,T00001138,P00095,Pesce,1,85.97,73.07,0.15,No
TL000005088,T00001138,P00251,Vino,1,102.88,102.88,0.0,No
TL000005089,T00001138,P00184,Ortofrutta,1,68.95,68.95,0.0,No
TL000005090,T00001138,P00064,Bevande,3,70.36,211.08,0.0,Yes
TL000005091,T00001138,P00141,Ortofrutta,1,33.05,33.05,0.0,No
TL000005092,T00001139,P00208,Pesce,3,61.05,164.82,0.1,No
TL000005093,T00001139,P00017,Bevande,6,86.04,438.81,0.15,No
TL000005094,T00001139,P00036,Bevande,7,51.16,286.5,0.2,No
TL000005095,T00001140,P00134,Ortofrutta,6,71.1,426.57,0.0,No
TL000005096,T00001140,P00136,Bevande,3,44.65,133.95,0.0,No
TL000005097,T00001140,P00039,Vino,2,26.06,52.11,0.0,No
TL000005098,T00001140,P00024,Vino,1,90.28,81.25,0.1,No
TL000005099,T00001141,P00188,Pesce,5,65.51,311.18,0.05,No
TL000005100,T00001142,P00075,Pesce,3,94.02,282.05,0.0,No
TL000005101,T00001142,P00172,Surgelati,7,19.96,139.69,0.0,No
TL000005102,T00001143,P00223,Surgelati,3,12.51,37.52,0.0,Yes
TL000005103,T00001144,P00218,Ortofrutta,2,5.93,11.87,0.0,No
TL000005104,T00001145,P00086,Carni,2,71.14,135.17,0.05,No
TL000005105,T00001145,P00221,Surgelati,6,57.0,290.72,0.15,No
TL000005106,T00001146,P00054,Ortofrutta,7,61.44,430.1,0.0,No
TL000005107,T00001147,P00002,Dispensa,3,58.17,174.52,0.0,No
TL000005108,T00001147,P00053,Carni,5,61.36,306.79,0.0,No
TL000005109,T00001147,P00197,Vino,6,109.92,659.52,0.0,No
TL000005110,T00001147,P00236,Bevande,1,79.95,79.95,0.0,No
TL000005111,T00001147,P00137,Vino,3,81.38,231.93,0.05,No
TL000005112,T00001147,P00254,Latticini,1,85.64,85.64,0.0,No
TL000005113,T00001148,P00193,Pesce,3,101.12,303.37,0.0,No
TL000005114,T00001149,P00215,Bevande,4,77.5,310.01,0.0,Yes
TL000005115,T00001149,P00141,Ortofrutta,6,38.57,231.45,0.0,No
TL000005116,T00001149,P00168,Latticini,5,75.38,358.06,0.05,Yes
TL000005117,T00001149,P00250,Bevande,7,91.08,637.59,0.0,No
TL000005118,T00001149,P00226,Vino,5,11.29,56.45,0.0,No
TL000005119,T00001149,P00206,Pesce,2,99.04,158.46,0.2,No
TL000005120,T00001149,P00159,Vino,1,45.84,45.84,0.0,No
TL000005121,T00001150,P00252,Dispensa,1,102.3,102.3,0.0,No
TL000005122,T00001150,P00239,Ortofrutta,1,27.64,27.64,0.0,No
TL000005123,T00001150,P00019,Bevande,7,49.2,344.38,0.0,No
TL000005124,T00001150,P00190,Bevande,5,99.58,497.89,0.0,No
TL000005125,T00001150,P00164,Bevande,7,119.65,670.03,0.2,No
TL000005126,T00001150,P00217,Vino,4,86.25,293.24,0.15,Yes
TL000005127,T00001150,P00085,Carni,5,45.89,229.47,0.0,No
TL000005128,T00001151,P00130,Pesce,6,72.18,433.08,0.0,No
TL000005129,T00001151,P00197,Vino,4,104.22,354.34,0.15,No
TL000005130,T00001151,P00191,Dispensa,2,31.16,62.31,0.0,No
TL000005131,T00001151,P00130,Pesce,4,62.46,212.35,0.15,No
TL000005132,T00001151,P00215,Bevande,6,79.48,405.37,0.15,No
TL000005133,T00001151,P00024,Vino,5,86.68,433.38,0.0,No
TL000005134,T00001151,P00017,Bevande,7,94.98,664.88,0.0,No
TL000005135,T00001151,P00237,Vino,5,73.22,366.1,0.0,No
TL000005136,T00001152,P00243,Bevande,1,76.21,60.97,0.2,No
TL000005137,T00001152,P00216,Latticini,3,24.36,65.78,0.1,No
TL000005138,T00001153,P00206,Pesce,7,115.31,807.2,0.0,No
TL000005139,T00001153,P00191,Dispensa,4,37.95,144.2,0.05,No
TL000005140,T00001153,P00104,Vino,5,85.64,428.21,0.0,No
TL000005141,T00001154,P00168,Latticini,5,67.4,303.29,0.1,No
TL000005142,T00001154,P00163,Surgelati,7,50.27,351.86,0.0,No
TL000005143,T00001154,P00091,Ortofrutta,7,104.05,728.36,0.0,No
TL000005144,T00001154,P00046,Latticini,2,68.26,116.04,0.15,No
TL000005145,T00001154,P00022,Vino,4,126.97,431.7,0.15,Yes
TL000005146,T00001155,P00193,Pesce,6,114.79,550.99,0.2,No
TL000005147,T00001156,P00225,Dispensa,6,32.98,188.0,0.05,No
TL000005148,T00001156,P00178,Surgelati,2,24.12,45.84,0.05,No
TL000005149,T00001156,P00083,Vino,5,96.39,433.75,0.1,No
TL000005150,T00001156,P00098,Pesce,1,63.07,53.61,0.15,No
TL000005151,T00001156,P00027,Vino,2,89.44,152.05,0.15,No
TL000005152,T00001156,P00012,Vino,6,53.01,302.16,0.05,No
TL000005153,T00001156,P00237,Vino,3,72.41,206.37,0.05,No
TL000005154,T00001156,P00139,Ortofrutta,6,16.03,96.19,0.0,No
TL000005155,T00001157,P00033,Latticini,5,16.73,83.66,0.0,No
TL000005156,T00001158,P00190,Bevande,7,95.46,601.39,0.1,No
TL000005157,T00001158,P00053,Carni,6,75.87,409.72,0.1,No
TL000005158,T00001158,P00043,Vino,3,48.29,144.87,0.0,No
TL000005159,T00001159,P00024,Vino,3,97.67,263.72,0.1,No
TL000005160,T00001159,P00021,Surgelati,4,30.89,123.56,0.0,Yes
TL000005161,T00001160,P00170,Dispensa,6,85.42,410.03,0.2,No
TL000005162,T00001160,P00241,Ortofrutta,6,19.0,114.03,0.0,Yes
TL000005163,T00001160,P00183,Bevande,3,8.18,24.55,0.0,No
TL000005164,T00001160,P00043,Vino,7,53.0,333.88,0.1,Yes
TL000005165,T00001160,P00008,Bevande,6,81.7,490.22,0.0,No
TL000005166,T00001160,P00123,Carni,7,92.33,646.31,0.0,No
TL000005167,T00001160,P00080,Latticini,4,119.94,455.76,0.05,Yes
TL000005168,T00001160,P00190,Bevande,2,88.5,159.3,0.1,No
TL000005169,T00001161,P00191,Dispensa,6,34.45,186.02,0.1,No
TL000005170,T00001161,P00005,Carni,5,76.75,364.56,0.05,Yes
TL000005171,T00001161,P00044,Surgelati,2,102.9,205.8,0.0,No
TL000005172,T00001161,P00239,Ortofrutta,5,22.46,112.31,0.0,Yes
TL000005173,T00001162,P00069,Bevande,2,23.68,47.36,0.0,No
TL000005174,T00001162,P00073,Ortofrutta,4,42.16,134.91,0.2,No
TL000005175,T00001162,P00029,Latticini,1,94.36,80.2,0.15,No
TL000005176,T00001162,P00202,Vino,2,109.06,196.3,0.1,No
TL000005177,T00001162,P00002,Dispensa,3,51.59,154.76,0.0,No
TL000005178,T00001162,P00240,Vino,3,85.87,257.62,0.0,No
TL000005179,T00001162,P00202,Vino,4,100.74,402.94,0.0,No
TL000005180,T00001163,P00259,Pesce,7,11.77,74.13,0.1,No
TL000005181,T00001163,P00024,Vino,2,77.06,123.29,0.2,No
TL000005182,T00001163,P00074,Pesce,3,82.75,248.25,0.0,No
TL000005183,T00001163,P00148,Dispensa,1,16.79,15.95,0.05,No
TL000005184,T00001164,P00085,Carni,2,46.73,88.79,0.05,No
TL000005185,T00001164,P00170,Dispensa,5,84.46,422.29,0.0,No
TL000005186,T00001164,P00042,Carni,5,50.46,252.29,0.0,No
TL000005187,T00001164,P00247,Vino,3,59.09,159.53,0.1,No
TL000005188,T00001164,P00055,Surgelati,1,6.42,6.1,0.05,No
TL000005189,T00001165,P00243,Bevande,2,89.77,179.54,0.0,No
TL000005190,T00001165,P00097,Pesce,1,16.71,14.2,0.15,Yes
TL000005191,T00001165,P00046,Latticini,2,79.73,127.58,0.2,No
TL000005192,T00001165,P00215,Bevande,3,76.79,230.37,0.0,No
TL000005193,T00001165,P00136,Bevande,1,52.94,45.0,0.15,Yes
TL000005194,T00001166,P00257,Carni,3,61.93,185.8,0.0,No
TL000005195,T00001166,P00086,Carni,6,77.62,465.75,0.0,No
TL000005196,T00001166,P00032,Vino,3,68.61,205.82,0.0,Yes
TL000005197,T00001166,P00148,Dispensa,1,17.24,17.24,0.0,No
TL000005198,T00001167,P00169,Carni,1,110.64,88.52,0.2,No
TL000005199,T00001167,P00233,Carni,5,14.05,70.24,0.0,No
TL000005200,T00001168,P00155,Dispensa,6,3.16,18.96,0.0,Yes
TL000005201,T00001169,P00113,Bevande,7,34.73,243.11,0.0,Yes
TL000005202,T00001169,P00044,Surgelati,7,114.9,683.65,0.15,No
TL000005203,T00001170,P00024,Vino,6,92.45,554.69,0.0,No
TL000005204,T00001170,P00245,Dispensa,1,104.6,104.6,0.0,Yes
TL000005205,T00001170,P00124,Bevande,5,40.66,203.28,0.0,No
TL000005206,T00001170,P00221,Surgelati,2,54.08,108.17,0.0,No
TL000005207,T00001170,P00239,Ortofrutta,7,26.93,160.22,0.15,Yes
TL000005208,T00001171,P00093,Ortofrutta,7,106.82,747.74,0.0,No
TL000005209,T00001171,P00112,Pesce,6,51.41,308.43,0.0,Yes
TL000005210,T00001171,P00011,Surgelati,7,45.56,287.01,0.1,No
TL000005211,T00001171,P00252,Dispensa,5,87.65,350.61,0.2,No
TL000005212,T00001171,P00224,Bevande,2,37.17,66.91,0.1,No
TL000005213,T00001171,P00063,Carni,3,48.22,115.73,0.2,No
TL000005214,T00001172,P00052,Carni,2,83.46,166.92,0.0,No
TL000005215,T00001172,P00172,Surgelati,6,23.05,138.32,0.0,No
TL000005216,T00001172,P00006,Dispensa,2,93.91,178.42,0.05,No
TL000005217,T00001172,P00134,Ortofrutta,7,75.9,531.3,0.0,No
TL000005218,T00001173,P00111,Bevande,5,12.16,60.82,0.0,No
TL000005219,T00001173,P00075,Pesce,3,94.86,256.14,0.1,No
TL000005220,T00001173,P00081,Bevande,2,108.73,217.46,0.0,Yes
TL000005221,T00001173,P00122,Pesce,3,68.88,206.63,0.0,No
TL000005222,T00001173,P00042,Carni,5,52.44,235.98,0.1,No
TL000005223,T00001174,P00126,Bevande,6,81.56,489.36,0.0,No
TL000005224,T00001175,P00110,Vino,6,12.14,69.23,0.05,No
TL000005225,T00001175,P00178,Surgelati,7,25.08,175.57,0.0,No
TL000005226,T00001175,P00242,Bevande,6,107.06,513.9,0.2,Yes
TL000005227,T00001175,P00257,Carni,1,67.97,67.97,0.0,Yes
TL000005228,T00001175,P00052,Carni,3,95.05,256.63,0.1,No
TL000005229,T00001175,P00184,Ortofrutta,3,67.76,182.95,0.1,No
TL000005230,T00001175,P00213,Vino,5,81.79,408.96,0.0,No
TL000005231,T00001176,P00086,Carni,6,66.63,319.83,0.2,No
TL000005232,T00001176,P00012,Vino,4,62.7,250.82,0.0,No
TL000005233,T00001176,P00102,Bevande,7,80.64,479.81,0.15,No
TL000005234,T00001176,P00235,Vino,6,110.54,663.22,0.0,No
TL000005235,T00001176,P00070,Vino,7,57.9,405.32,0.0,No
TL000005236,T00001176,P00114,Pesce,6,63.23,379.39,0.0,No
TL000005237,T00001176,P00020,Bevande,7,2.0,13.31,0.05,No
TL000005238,T00001176,P00051,Dispensa,2,66.12,119.01,0.1,No
TL000005239,T00001177,P00190,Bevande,4,108.98,435.94,0.0,No
TL000005240,T00001177,P00103,Carni,6,84.62,507.73,0.0,No
TL000005241,T00001177,P00001,Bevande,2,54.09,97.36,0.1,No
TL000005242,T00001177,P00212,Dispensa,2,40.37,80.74,0.0,No
TL000005243,T00001178,P00232,Pesce,6,124.55,747.3,0.0,No
TL000005244,T00001178,P00046,Latticini,7,77.07,539.47,0.0,Yes
TL000005245,T00001178,P00146,Latticini,4,20.69,82.77,0.0,No
TL000005246,T00001179,P00010,Ortofrutta,1,89.97,71.98,0.2,No
TL000005247,T00001180,P00076,Pesce,2,28.14,56.28,0.0,No
TL000005248,T00001180,P00042,Carni,7,52.12,328.33,0.1,No
TL000005249,T00001180,P00089,Carni,5,80.86,404.32,0.0,No
TL000005250,T00001180,P00200,Surgelati,4,8.35,31.72,0.05,Yes
TL000005251,T00001180,P00148,Dispensa,6,16.49,98.94,0.0,No
TL000005252,T00001180,P00142,Carni,2,37.06,70.41,0.05,No
TL000005253,T00001180,P00001,Bevande,6,58.13,348.8,0.0,Yes
TL000005254,T00001180,P00130,Pesce,3,76.0,216.61,0.05,No
TL000005255,T00001181,P00240,Vino,7,93.12,619.26,0.05,No
TL000005256,T00001181,P00013,Pesce,2,42.84,77.12,0.1,No
TL000005257,T00001181,P00180,Pesce,3,63.65,190.94,0.0,No
TL000005258,T00001182,P00113,Bevande,3,40.34,108.92,0.1,No
TL000005259,T00001183,P00140,Bevande,6,65.7,315.38,0.2,No
TL000005260,T00001184,P00192,Dispensa,4,26.15,104.6,0.0,No
TL000005261,T00001184,P00130,Pesce,3,71.02,181.11,0.15,No
TL000005262,T00001184,P00003,Bevande,3,43.48,130.43,0.0,No
TL000005263,T00001185,P00088,Pesce,4,99.15,396.6,0.0,No
TL000005264,T00001186,P00141,Ortofrutta,4,36.46,145.84,0.0,No
TL000005265,T00001186,P00071,Carni,3,5.31,15.14,0.05,No
TL000005266,T00001187,P00084,Surgelati,1,10.29,8.23,0.2,No
TL000005267,T00001187,P00257,Carni,3,66.53,199.58,0.0,Yes
TL000005268,T00001187,P00069,Bevande,1,26.39,26.39,0.0,No
TL000005269,T00001187,P00003,Bevande,3,46.79,126.33,0.1,No
TL000005270,T00001187,P00056,Carni,7,108.62,608.28,0.2,No
TL000005271,T00001187,P00133,Bevande,4,28.46,102.44,0.1,Yes
TL000005272,T00001187,P00052,Carni,7,80.32,562.27,0.0,No
TL000005273,T00001187,P00140,Bevande,3,76.27,205.92,0.1,No
TL000005274,T00001188,P00179,Ortofrutta,3,3.11,8.87,0.05,No
TL000005275,T00001189,P00188,Pesce,6,77.51,465.04,0.0,No
TL000005276,T00001189,P00149,Dispensa,1,77.17,77.17,0.0,No
TL000005277,T00001189,P00019,Bevande,6,51.92,264.81,0.15,No
TL000005278,T00001189,P00076,Pesce,4,25.9,93.24,0.1,No
TL000005279,T00001189,P00058,Pesce,4,32.9,125.02,0.05,No
TL000005280,T00001190,P00207,Vino,3,8.5,25.51,0.0,No
TL000005281,T00001190,P00209,Bevande,2,19.41,38.82,0.0,No
TL000005282,T00001190,P00205,Surgelati,6,39.19,235.12,0.0,No
TL000005283,T00001190,P00105,Latticini,7,31.75,188.92,0.15,No
TL000005284,T00001190,P00215,Bevande,3,79.93,215.82,0.1,No
TL000005285,T00001190,P00159,Vino,3,50.03,127.59,0.15,No
TL000005286,T00001190,P00069,Bevande,3,21.31,54.35,0.15,No
TL000005287,T00001191,P00023,Ortofrutta,4,72.62,290.49,0.0,Yes
TL000005288,T00001191,P00203,Bevande,7,8.8,61.61,0.0,Yes
TL000005289,T00001191,P00143,Pesce,7,24.69,164.18,0.05,No
TL000005290,T00001192,P00057,Latticini,3,109.05,327.14,0.0,No
TL000005291,T00001192,P00211,Carni,3,56.54,135.7,0.2,No
TL000005292,T00001192,P00180,Pesce,7,62.33,349.04,0.2,No
TL000005293,T00001192,P00144,Pesce,7,98.58,690.05,0.0,Yes
TL000005294,T00001192,P00197,Vino,4,103.92,415.66,0.0,No
TL000005295,T00001192,P00133,Bevande,4,26.81,101.87,0.05,No
TL000005296,T00001193,P00133,Bevande,4,31.6,126.39,0.0,No
TL000005297,T00001193,P00041,Bevande,3,10.55,31.64,0.0,No
TL000005298,T00001193,P00030,Vino,5,37.84,160.82,0.15,No
TL000005299,T00001193,P00099,Latticini,4,6.51,20.83,0.2,No
TL000005300,T00001193,P00198,Latticini,2,124.01,248.02,0.0,Yes
TL000005301,T00001193,P00181,Vino,1,71.65,71.65,0.0,No
TL000005302,T00001194,P00250,Bevande,2,72.29,144.58,0.0,No
TL000005303,T00001194,P00147,Pesce,4,109.88,351.62,0.2,No
TL000005304,T00001195,P00214,Vino,5,60.38,256.62,0.15,Yes
TL000005305,T00001195,P00195,Dispensa,7,7.6,53.2,0.0,No
TL000005306,T00001195,P00111,Bevande,2,14.3,28.61,0.0,No
TL000005307,T00001195,P00212,Dispensa,7,36.98,258.86,0.0,No
TL000005308,T00001195,P00040,Bevande,2,59.8,119.6,0.0,No
TL000005309,T00001195,P00152,Pesce,1,89.75,89.75,0.0,Yes
TL000005310,T00001195,P00015,Dispensa,2,109.43,186.03,0.15,No
TL000005311,T00001195,P00244,Carni,2,22.74,43.21,0.05,No
TL000005312,T00001196,P00128,Bevande,6,6.65,31.9,0.2,No
TL000005313,T00001196,P00196,Vino,7,75.76,530.31,0.0,No
TL000005314,T00001196,P00012,Vino,2,62.29,124.58,0.0,Yes
TL000005315,T00001196,P00106,Ortofrutta,7,9.38,65.68,0.0,No
TL000005316,T00001196,P00180,Pesce,5,59.25,281.43,0.05,No
TL000005317,T00001196,P00096,Latticini,1,18.39,18.39,0.0,Yes
TL000005318,T00001197,P00224,Bevande,2,45.84,77.93,0.15,Yes
TL000005319,T00001197,P00214,Vino,2,65.2,117.36,0.1,No
TL000005320,T00001198,P00082,Dispensa,4,127.73,434.3,0.15,No
TL000005321,T00001198,P00215,Bevande,1,69.71,69.71,0.0,No
TL000005322,T00001198,P00114,Pesce,4,63.34,240.7,0.05,No
TL000005323,T00001198,P00039,Vino,3,30.1,90.29,0.0,No
TL000005324,T00001198,P00004,Pesce,5,108.35,541.73,0.0,No
TL000005325,T00001198,P00053,Carni,3,63.44,190.31,0.0,No
TL000005326,T00001199,P00012,Vino,6,65.36,392.17,0.0,No
TL000005327,T00001199,P00244,Carni,7,22.79,127.62,0.2,Yes
TL000005328,T00001200,P00091,Ortofrutta,6,95.05,570.32,0.0,No
TL000005329,T00001200,P00249,Bevande,5,108.65,488.95,0.1,No
TL000005330,T00001200,P00236,Bevande,1,87.32,87.32,0.0,No
TL000005331,T00001200,P00041,Bevande,1,10.93,8.74,0.2,No
TL000005332,T00001200,P00185,Bevande,1,33.95,28.86,0.15,No
TL000005333,T00001201,P00248,Dispensa,1,107.53,107.53,0.0,No
TL000005334,T00001201,P00059,Latticini,4,27.49,109.96,0.0,No
TL000005335,T00001201,P00067,Bevande,5,46.36,208.6,0.1,No
TL000005336,T00001201,P00029,Latticini,4,88.18,282.16,0.2,No
TL000005337,T00001201,P00013,Pesce,7,52.73,350.63,0.05,Yes
TL000005338,T00001201,P00035,Bevande,7,105.44,738.06,0.0,No
TL000005339,T00001201,P00090,Vino,7,100.23,561.26,0.2,No
TL000005340,T00001202,P00039,Vino,2,26.82,53.65,0.0,No
TL000005341,T00001202,P00012,Vino,6,60.75,346.25,0.05,No
TL000005342,T00001202,P00183,Bevande,5,7.18,32.3,0.1,No
TL000005343,T00001202,P00110,Vino,5,11.44,45.78,0.2,No
TL000005344,T00001202,P00151,Bevande,7,88.27,617.87,0.0,No
TL000005345,T00001203,P00051,Dispensa,1,59.31,53.38,0.1,No
TL000005346,T00001203,P00173,Vino,2,103.8,207.6,0.0,No
TL000005347,T00001204,P00055,Surgelati,2,6.63,13.25,0.0,No
TL000005348,T00001204,P00151,Bevande,3,69.02,207.07,0.0,No
TL000005349,T00001204,P00018,Pesce,1,57.03,48.48,0.15,No
TL000005350,T00001204,P00031,Ortofrutta,1,56.87,51.18,0.1,No
TL000005351,T00001204,P00175,Carni,5,100.29,451.3,0.1,Yes
TL000005352,T00001204,P00241,Ortofrutta,5,17.61,88.03,0.0,No
TL000005353,T00001204,P00112,Pesce,3,44.1,119.06,0.1,No
TL000005354,T00001204,P00051,Dispensa,2,57.04,114.07,0.0,No
TL000005355,T00001205,P00171,Carni,4,17.53,66.6,0.05,No
TL000005356,T00001205,P00145,Bevande,6,14.14,84.82,0.0,No
TL000005357,T00001205,P00204,Vino,2,70.9,141.79,0.0,No
TL000005358,T00001205,P00011,Surgelati,4,41.42,149.11,0.1,No
TL000005359,T00001205,P00077,Ortofrutta,3,86.93,260.79,0.0,No
TL000005360,T00001206,P00190,Bevande,1,108.02,102.62,0.05,Yes
TL000005361,T00001206,P00121,Carni,1,4.46,3.56,0.2,No
TL000005362,T00001206,P00126,Bevande,5,93.7,374.79,0.2,Yes
TL000005363,T00001206,P00089,Carni,6,80.32,433.73,0.1,No
TL000005364,T00001206,P00147,Pesce,6,100.41,602.44,0.0,No
TL000005365,T00001206,P00041,Bevande,5,10.62,53.1,0.0,No
TL000005366,T00001206,P00201,Vino,7,25.15,140.83,0.2,No
TL000005367,T00001206,P00253,Dispensa,4,18.14,58.06,0.2,No
TL000005368,T00001207,P00186,Ortofrutta,6,33.55,191.22,0.05,No
TL000005369,T00001207,P00105,Latticini,3,27.66,66.38,0.2,No
TL000005370,T00001207,P00080,Latticini,5,117.58,558.51,0.05,No
TL000005371,T00001207,P00204,Vino,7,85.78,600.43,0.0,No
TL000005372,T00001207,P00234,Dispensa,4,41.79,167.18,0.0,No
TL000005373,T00001207,P00081,Bevande,3,95.11,285.33,0.0,No
TL000005374,T00001207,P00099,Latticini,6,6.69,40.16,0.0,No
TL000005375,T00001207,P00015,Dispensa,2,114.89,195.31,0.15,No
TL000005376,T00001208,P00243,Bevande,2,79.68,151.39,0.05,No
TL000005377,T00001208,P00240,Vino,7,77.95,436.52,0.2,No
TL000005378,T00001208,P00158,Carni,3,19.39,52.36,0.1,No
TL000005379,T00001208,P00060,Dispensa,4,115.81,370.58,0.2,No
TL000005380,T00001209,P00243,Bevande,2,79.21,142.58,0.1,No
TL000005381,T00001209,P00165,Dispensa,1,7.48,5.99,0.2,No
TL000005382,T00001209,P00149,Dispensa,2,75.83,144.09,0.05,No
TL000005383,T00001210,P00078,Bevande,2,96.35,192.7,0.0,No
TL000005384,T00001210,P00097,Pesce,5,16.29,73.28,0.1,No
TL000005385,T00001210,P00037,Bevande,3,81.88,245.63,0.0,No
TL000005386,T00001210,P00041,Bevande,3,11.42,32.54,0.05,Yes
TL000005387,T00001210,P00243,Bevande,5,86.2,344.79,0.2,No
TL000005388,T00001211,P00052,Carni,1,98.47,98.47,0.0,No
TL000005389,T00001211,P00162,Carni,1,3.93,3.54,0.1,No
TL000005390,T00001212,P00070,Vino,7,52.75,350.78,0.05,Yes
TL000005391,T00001212,P00204,Vino,4,79.26,253.62,0.2,No
TL000005392,T00001212,P00194,Carni,3,57.49,155.22,0.1,No
TL000005393,T00001212,P00092,Bevande,7,59.71,417.94,0.0,No
TL000005394,T00001213,P00089,Carni,7,97.45,579.85,0.15,No
TL000005395,T00001213,P00037,Bevande,2,93.26,167.88,0.1,No
TL000005396,T00001213,P00058,Pesce,5,26.88,134.38,0.0,No
TL000005397,T00001213,P00116,Carni,1,23.05,23.05,0.0,No
TL000005398,T00001213,P00100,Ortofrutta,7,81.81,458.14,0.2,No
TL000005399,T00001213,P00241,Ortofrutta,1,20.58,17.49,0.15,No
TL000005400,T00001214,P00182,Surgelati,1,44.27,35.42,0.2,No
TL000005401,T00001214,P00127,Pesce,3,77.29,231.87,0.0,No
TL000005402,T00001214,P00116,Carni,4,19.16,76.63,0.0,No
TL000005403,T00001214,P00005,Carni,6,71.27,406.25,0.05,No
TL000005404,T00001214,P00164,Bevande,1,113.16,107.5,0.05,No
TL000005405,T00001215,P00198,Latticini,3,123.5,370.51,0.0,Yes
TL000005406,T00001216,P00010,Ortofrutta,2,81.78,147.2,0.1,No
TL000005407,T00001216,P00153,Carni,1,88.99,80.09,0.1,No
TL000005408,T00001216,P00136,Bevande,5,56.0,280.01,0.0,No
TL000005409,T00001216,P00080,Latticini,4,112.02,358.47,0.2,No
TL000005410,T00001217,P00025,Bevande,6,116.6,699.62,0.0,No
TL000005411,T00001217,P00244,Carni,7,26.65,186.56,0.0,No
TL000005412,T00001217,P00214,Vino,2,57.57,97.87,0.15,No
TL000005413,T00001217,P00165,Dispensa,1,8.82,8.38,0.05,No
TL000005414,T00001217,P00020,Bevande,6,1.99,9.57,0.2,No
TL000005415,T00001218,P00025,Bevande,3,106.89,320.66,0.0,No
TL000005416,T00001218,P00101,Latticini,1,6.86,6.86,0.0,Yes
TL000005417,T00001218,P00033,Latticini,5,13.14,65.72,0.0,No
TL000005418,T00001218,P00095,Pesce,7,78.39,548.71,0.0,Yes
TL000005419,T00001218,P00198,Latticini,4,124.03,396.9,0.2,No
TL000005420,T00001218,P00134,Ortofrutta,2,75.26,150.53,0.0,No
TL000005421,T00001218,P00081,Bevande,7,93.93,657.51,0.0,No
TL000005422,T00001218,P00167,Carni,7,97.12,679.87,0.0,No
TL000005423,T00001219,P00001,Bevande,7,59.56,375.25,0.1,No
TL000005424,T00001219,P00235,Vino,3,112.38,303.43,0.1,No
TL000005425,T00001219,P00081,Bevande,2,93.63,149.82,0.2,Yes
TL000005426,T00001219,P00161,Vino,5,55.67,236.6,0.15,No
TL000005427,T00001219,P00154,Latticini,4,55.4,210.54,0.05,No
TL000005428,T00001219,P00223,Surgelati,5,11.72,52.76,0.1,No
TL000005429,T00001220,P00180,Pesce,5,49.83,249.17,0.0,Yes
TL000005430,T00001220,P00173,Vino,6,92.16,497.65,0.1,Yes
TL000005431,T00001221,P00180,Pesce,7,64.03,425.8,0.05,No
TL000005432,T00001221,P00037,Bevande,2,98.33,196.66,0.0,No
TL000005433,T00001221,P00008,Bevande,7,89.67,564.94,0.1,No
TL000005434,T00001222,P00160,Bevande,1,55.9,44.72,0.2,Yes
TL000005435,T00001222,P00123,Carni,7,81.94,487.53,0.15,No
TL000005436,T00001222,P00038,Bevande,5,13.69,65.03,0.05,No
TL000005437,T00001222,P00014,Pesce,2,40.38,80.76,0.0,No
TL000005438,T00001222,P00004,Pesce,3,101.01,303.02,0.0,No
TL000005439,T00001222,P00054,Ortofrutta,5,50.16,213.2,0.15,No
TL000005440,T00001222,P00136,Bevande,3,51.34,130.91,0.15,No
TL000005441,T00001222,P00235,Vino,5,114.07,570.33,0.0,No
TL000005442,T00001223,P00257,Carni,7,61.06,384.67,0.1,Yes
TL000005443,T00001224,P00006,Dispensa,1,115.13,103.61,0.1,No
TL000005444,T00001224,P00016,Bevande,3,5.78,17.34,0.0,No
TL000005445,T00001224,P00210,Dispensa,4,19.36,77.46,0.0,No
TL000005446,T00001224,P00128,Bevande,5,6.62,33.11,0.0,No
TL000005447,T00001224,P00164,Bevande,7,102.37,644.9,0.1,No
TL000005448,T00001224,P00018,Pesce,2,54.71,109.41,0.0,Yes
TL000005449,T00001224,P00108,Bevande,6,31.36,188.17,0.0,No
TL000005450,T00001224,P00238,Dispensa,3,12.94,38.82,0.0,No
TL000005451,T00001225,P00006,Dispensa,4,103.19,330.2,0.2,No
TL000005452,T00001226,P00060,Dispensa,3,98.88,281.8,0.05,No
TL000005453,T00001227,P00251,Vino,5,94.34,471.69,0.0,No
TL000005454,T00001227,P00076,Pesce,2,23.08,43.85,0.05,No
TL000005455,T00001227,P00016,Bevande,6,7.12,42.7,0.0,No
TL000005456,T00001227,P00169,Carni,3,108.88,326.65,0.0,No
TL000005457,T00001227,P00257,Carni,5,64.77,275.26,0.15,No
TL000005458,T00001227,P00232,Pesce,1,121.48,109.33,0.1,No
TL000005459,T00001227,P00209,Bevande,2,21.09,40.07,0.05,No
TL000005460,T00001227,P00035,Bevande,1,95.02,80.77,0.15,No
TL000005461,T00001228,P00170,Dispensa,3,84.15,252.45,0.0,No
TL000005462,T00001228,P00127,Pesce,2,67.89,135.78,0.0,No
TL000005463,T00001229,P00164,Bevande,2,118.18,236.37,0.0,Yes
TL000005464,T00001229,P00067,Bevande,5,45.14,180.55,0.2,No
TL000005465,T00001229,P00095,Pesce,6,73.96,399.39,0.1,No
