TransactionLineId,TransactionId,ProductId,Quantity,UnitPriceEUR,LineDiscountPct,NetAmountEUR
TL000001348,TR00001540,PR00211,10.0,16.76,0.0358,161.62
TL000001349,TR00001789,PR00422,8.0,111.93,0.0584,843.12
TL000001350,TR00001847,PR00005,6.9,102.65,0.1495,602.39
TL000001351,TR00001849,PR00412,1.79,60.63,0.0344,104.8
TL000001352,TR00000300,PR00287,1.28,106.14,0.075,125.67
TL000001353,TR00001605,PR00064,1.47,7.44,0.0747,10.12
TL000001354,TR00001372,PR00231,1.0,5.39,0.1683,4.48
TL000001355,TR00000622,PR00348,1.0,37.14,0.0125,36.68
TL000001356,TR00001402,PR00538,2.0,98.06,0.1483,167.04
TL000001357,TR00000116,PR00688,1.0,127.37,0.168,105.97
TL000001358,TR00000770,PR00152,8.0,23.79,0.0605,178.83
TL000001359,TR00000632,PR00312,4.03,78.17,0.0511,298.94
TL000001360,TR00000214,PR00324,3.01,77.64,0.1353,202.06
TL000001361,TR00000128,PR00683,4.0,67.81,0.1492,230.76
TL000001362,TR00000210,PR00555,4.0,17.05,0.1573,57.48
TL000001363,TR00001887,PR00221,5.0,56.04,0.1049,250.8
TL000001364,TR00000216,PR00046,9.0,29.8,0.1385,231.02
TL000001365,TR00000543,PR00333,1.0,74.05,0.166,61.75
TL000001366,TR00000062,PR00558,5.0,62.29,0.1408,267.6
TL000001367,TR00001039,PR00372,2.0,33.37,0.1157,59.01
TL000001368,TR00000575,PR00079,7.0,94.33,0.0389,634.63
TL000001369,TR00001471,PR00405,3.0,138.99,0.0278,405.36
TL000001370,TR00001111,PR00075,5.0,127.3,0.0923,577.75
TL000001371,TR00000670,PR00057,6.73,68.4,0.0246,449.02
TL000001372,TR00000448,PR00451,3.75,119.52,0.0217,438.46
TL000001373,TR00000086,PR00181,2.0,90.71,0.1253,158.67
TL000001374,TR00000546,PR00303,4.0,66.17,0.1483,225.45
TL000001375,TR00000315,PR00682,2.0,34.2,0.0668,63.83
TL000001376,TR00001566,PR00501,0.5,152.19,0.0327,73.61
TL000001377,TR00000945,PR00528,1.32,141.27,0.0495,177.24
TL000001378,TR00001797,PR00013,2.0,52.32,0.03,101.51
TL000001379,TR00000817,PR00246,11.47,42.85,0.0678,458.16
TL000001380,TR00001383,PR00333,7.0,93.87,0.0695,611.4
TL000001381,TR00001275,PR00092,11.0,99.61,0.0702,1018.77
TL000001382,TR00000815,PR00049,1.4,93.23,0.0126,128.88
TL000001383,TR00001969,PR00676,1.0,53.77,0.1486,45.78
TL000001384,TR00000739,PR00195,4.0,116.5,0.0082,462.19
TL000001385,TR00000644,PR00700,3.0,25.14,0.0095,74.71
TL000001386,TR00001387,PR00647,3.0,85.64,0.0864,234.74
TL000001387,TR00000218,PR00176,5.0,66.07,0.0033,329.25
TL000001388,TR00001316,PR00029,1.63,2.95,0.0209,4.7
TL000001389,TR00001535,PR00511,5.88,34.44,0.1548,171.15
TL000001390,TR00000745,PR00680,9.97,126.64,0.1683,1050.04
TL000001391,TR00001628,PR00201,10.0,36.18,0.0348,349.17
TL000001392,TR00001272,PR00481,7.0,106.34,0.0837,682.1
TL000001393,TR00002061,PR00514,4.89,31.14,0.0327,147.29
TL000001394,TR00000724,PR00007,3.0,111.42,0.0565,315.38
TL000001395,TR00000714,PR00396,1.0,116.75,0.1103,103.87
TL000001396,TR00001043,PR00576,4.0,11.26,0.0076,44.71
TL000001397,TR00000842,PR00154,3.44,11.62,0.1036,35.84
TL000001398,TR00000295,PR00258,3.8,66.78,0.1562,214.11
TL000001399,TR00001866,PR00145,2.0,11.85,0.0216,23.19
TL000001400,TR00001120,PR00436,1.0,35.25,0.0781,32.5
TL000001401,TR00000436,PR00205,6.0,135.45,0.0766,750.48
TL000001402,TR00002005,PR00573,3.11,83.9,0.1766,214.85
TL000001403,TR00000379,PR00250,5.39,94.56,0.0048,507.23
TL000001404,TR00000259,PR00146,2.52,18.12,0.1682,37.99
TL000001405,TR00000049,PR00145,3.0,12.98,0.0525,36.91
TL000001406,TR00002074,PR00513,10.0,44.95,0.1674,374.27
TL000001407,TR00000157,PR00318,7.0,37.56,0.1689,218.54
TL000001408,TR00000988,PR00042,3.18,128.18,0.0402,391.23
TL000001409,TR00001406,PR00479,6.0,19.84,0.1198,104.79
TL000001410,TR00001773,PR00288,1.52,100.1,0.0385,146.3
TL000001411,TR00001804,PR00584,2.0,47.4,0.0017,94.63
TL000001412,TR00000154,PR00112,11.54,115.37,0.0803,1224.46
TL000001413,TR00000228,PR00019,7.0,12.55,0.138,75.7
TL000001414,TR00001708,PR00430,2.0,39.45,0.1542,66.73
TL000001415,TR00000029,PR00329,4.23,75.49,0.0327,308.88
TL000001416,TR00001799,PR00303,6.0,83.49,0.0555,473.16
TL000001417,TR00001207,PR00615,1.44,115.4,0.0898,151.26
TL000001418,TR00001754,PR00496,10.0,50.06,0.1367,432.14
TL000001419,TR00001630,PR00121,4.0,79.27,0.1208,278.77
TL000001420,TR00000042,PR00686,1.0,26.55,0.1,23.89
TL000001421,TR00000927,PR00366,3.0,39.82,0.1446,102.17
TL000001422,TR00000684,PR00663,4.44,40.76,0.1169,159.81
TL000001423,TR00001115,PR00277,1.85,18.66,0.0557,32.6
TL000001424,TR00002013,PR00014,3.18,37.37,0.0328,114.92
TL000001425,TR00001721,PR00474,9.0,121.81,0.0497,1041.84
TL000001426,TR00001060,PR00554,3.0,13.16,0.0653,36.9
TL000001427,TR00000397,PR00190,5.0,79.07,0.1407,339.73
TL000001428,TR00000530,PR00578,14.05,60.75,0.0261,831.22
TL000001429,TR00000944,PR00579,2.0,117.74,0.1439,201.6
TL000001430,TR00001134,PR00027,6.0,69.01,0.0615,388.62
TL000001431,TR00000140,PR00659,5.0,30.35,0.1745,125.25
TL000001432,TR00001025,PR00270,5.0,116.3,0.0529,550.76
TL000001433,TR00001867,PR00152,2.0,25.5,0.0703,47.42
TL000001434,TR00001287,PR00028,5.5,138.18,0.174,627.79
TL000001435,TR00000379,PR00164,10.62,47.71,0.0859,463.21
TL000001436,TR00000215,PR00446,4.83,92.39,0.1348,386.1
TL000001437,TR00001744,PR00280,3.0,54.54,0.0374,157.49
TL000001438,TR00001868,PR00508,5.0,75.1,0.1386,323.45
TL000001439,TR00000718,PR00389,4.0,39.72,0.0821,145.84
TL000001440,TR00000262,PR00635,4.0,112.68,0.0724,418.07
TL000001441,TR00002035,PR00553,10.97,8.14,0.1227,78.39
TL000001442,TR00001017,PR00095,1.0,27.76,0.0754,25.67
TL000001443,TR00001021,PR00474,3.0,104.57,0.073,290.83
TL000001444,TR00001930,PR00687,3.0,29.59,0.0096,87.92
TL000001445,TR00000698,PR00061,7.0,63.47,0.0074,441.05
TL000001446,TR00001244,PR00529,3.0,119.76,0.1295,312.76
TL000001447,TR00002056,PR00517,1.0,76.67,0.1512,65.08
TL000001448,TR00000426,PR00483,0.57,108.52,0.0981,55.79
TL000001449,TR00001941,PR00366,2.0,39.37,0.139,67.8
TL000001450,TR00000278,PR00273,0.77,100.63,0.04,74.38
TL000001451,TR00001369,PR00347,9.0,48.77,0.008,435.42
TL000001452,TR00000180,PR00694,4.0,30.19,0.1347,104.49
TL000001453,TR00001046,PR00299,5.0,99.49,0.0441,475.51
TL000001454,TR00001896,PR00245,5.99,67.92,0.1167,359.33
TL000001455,TR00000747,PR00335,4.98,96.51,0.0681,447.87
TL000001456,TR00001971,PR00139,0.99,53.08,0.179,43.14
TL000001457,TR00001358,PR00434,3.96,34.41,0.1309,118.42
TL000001458,TR00001057,PR00174,2.0,103.05,0.0356,198.76
TL000001459,TR00001012,PR00059,2.0,51.96,0.0782,95.8
TL000001460,TR00000129,PR00451,5.65,99.32,0.0328,542.76
TL000001461,TR00001865,PR00196,8.0,23.52,0.0644,176.07
TL000001462,TR00001058,PR00469,2.0,81.24,0.0522,153.99
TL000001463,TR00000345,PR00323,4.28,118.7,0.0365,489.52
TL000001464,TR00000559,PR00162,6.0,79.03,0.0291,460.42
TL000001465,TR00000254,PR00575,3.0,80.71,0.1066,216.32
TL000001466,TR00002073,PR00179,2.0,142.19,0.0813,261.28
TL000001467,TR00001631,PR00298,5.0,112.19,0.1034,502.94
TL000001468,TR00001433,PR00537,7.0,4.84,0.0562,31.96
TL000001469,TR00001987,PR00609,4.41,43.67,0.1239,168.72
TL000001470,TR00001800,PR00509,5.85,60.18,0.1209,309.52
TL000001471,TR00000757,PR00099,1.0,59.57,0.0528,56.43
TL000001472,TR00000268,PR00047,2.0,84.7,0.0746,156.76
TL000001473,TR00001771,PR00011,6.34,39.16,0.0015,247.91
TL000001474,TR00000728,PR00672,3.0,48.16,0.1009,129.9
TL000001475,TR00000532,PR00130,3.0,127.95,0.1692,318.91
TL000001476,TR00000191,PR00246,7.71,31.92,0.0949,222.77
TL000001477,TR00001305,PR00464,6.51,15.07,0.1324,85.1
TL000001478,TR00001662,PR00414,0.85,104.59,0.1716,73.65
TL000001479,TR00001995,PR00638,3.62,110.52,0.1362,345.6
TL000001480,TR00001363,PR00318,4.0,35.04,0.0453,133.82
TL000001481,TR00000458,PR00210,6.39,24.27,0.0528,146.88
TL000001482,TR00001142,PR00150,14.0,63.77,0.1111,793.63
TL000001483,TR00000101,PR00406,1.92,12.35,0.1645,19.82
TL000001484,TR00001008,PR00230,6.0,14.15,0.1078,75.74
TL000001485,TR00001438,PR00473,9.0,0.9,0.1031,7.23
TL000001486,TR00001564,PR00536,6.0,4.03,0.1114,21.46
TL000001487,TR00001507,PR00539,6.0,61.98,0.004,370.41
TL000001488,TR00000055,PR00512,5.0,93.23,0.0134,459.9
TL000001489,TR00000634,PR00684,7.0,106.54,0.0761,689.01
TL000001490,TR00000679,PR00433,6.57,36.76,0.0675,225.23
TL000001491,TR00001769,PR00297,4.94,53.34,0.0453,251.58
TL000001492,TR00001508,PR00305,4.0,36.69,0.073,136.06
TL000001493,TR00000978,PR00387,2.0,80.49,0.1488,137.02
TL000001494,TR00000795,PR00485,3.0,109.11,0.1568,275.99
TL000001495,TR00001721,PR00162,5.0,68.89,0.0117,340.43
TL000001496,TR00001218,PR00301,3.0,28.44,0.1629,71.43
TL000001497,TR00001048,PR00643,3.58,82.41,0.1024,264.83
TL000001498,TR00001456,PR00294,2.0,22.35,0.0835,40.97
TL000001499,TR00000154,PR00650,6.52,64.38,0.0352,404.95
TL000001500,TR00000504,PR00602,2.0,88.42,0.0915,160.66
TL000001501,TR00001330,PR00212,11.09,36.7,0.0263,396.29
TL000001502,TR00000615,PR00304,9.77,74.96,0.0679,682.7
TL000001503,TR00001296,PR00214,3.0,77.73,0.1233,204.45
TL000001504,TR00001858,PR00459,2.51,138.79,0.1783,286.25
TL000001505,TR00001555,PR00620,2.95,105.13,0.1694,257.61
TL000001506,TR00001332,PR00291,7.22,66.25,0.0927,434.01
TL000001507,TR00000012,PR00001,10.14,24.12,0.1175,215.79
TL000001508,TR00001716,PR00428,6.0,106.15,0.0321,616.5
TL000001509,TR00001293,PR00418,5.0,91.0,0.1475,387.88
TL000001510,TR00000564,PR00059,13.0,52.83,0.0597,645.72
TL000001511,TR00001743,PR00159,4.0,10.39,0.0044,41.39
TL000001512,TR00001969,PR00254,4.0,10.51,0.0204,41.19
TL000001513,TR00000817,PR00560,7.0,84.6,0.026,576.82
TL000001514,TR00002170,PR00510,2.57,101.9,0.1104,232.98
TL000001515,TR00000291,PR00030,1.71,96.93,0.024,161.78
TL000001516,TR00002118,PR00094,5.65,41.45,0.0095,231.97
TL000001517,TR00001543,PR00386,6.0,75.82,0.0749,420.88
TL000001518,TR00001028,PR00062,3.0,6.88,0.0147,20.35
TL000001519,TR00002191,PR00147,3.0,21.55,0.1537,54.72
TL000001520,TR00000708,PR00318,5.0,26.15,0.1779,107.51
TL000001521,TR00000363,PR00236,10.0,65.21,0.1183,574.95
TL000001522,TR00001635,PR00210,4.83,27.08,0.1582,110.09
TL000001523,TR00000730,PR00198,4.0,125.57,0.1271,438.46
TL000001524,TR00000980,PR00073,1.0,134.37,0.1597,112.91
TL000001525,TR00000052,PR00322,3.23,67.53,0.0698,202.91
TL000001526,TR00000846,PR00041,5.0,123.7,0.0678,576.58
TL000001527,TR00001436,PR00411,9.47,94.68,0.0757,828.79
TL000001528,TR00000079,PR00236,3.0,70.15,0.0717,195.35
TL000001529,TR00000515,PR00420,4.0,85.11,0.1011,306.02
TL000001530,TR00000344,PR00304,4.33,83.14,0.0585,338.94
TL000001531,TR00001557,PR00522,3.0,88.73,0.1273,232.31
TL000001532,TR00001784,PR00576,3.0,11.1,0.1263,29.1
TL000001533,TR00001627,PR00682,1.0,32.05,0.1009,28.82
TL000001534,TR00000030,PR00106,1.89,111.79,0.0418,202.46
TL000001535,TR00000236,PR00633,7.0,66.58,0.0752,430.96
TL000001536,TR00000278,PR00696,1.85,53.24,0.1003,88.62
TL000001537,TR00000107,PR00099,5.0,65.89,0.1761,271.45
TL000001538,TR00001590,PR00204,1.0,17.85,0.1653,14.9
TL000001539,TR00001679,PR00311,5.0,67.66,0.1438,289.67
TL000001540,TR00001765,PR00536,3.0,3.74,0.0764,10.35
TL000001541,TR00000270,PR00631,9.0,18.16,0.1357,141.27
TL000001542,TR00001461,PR00384,3.0,21.04,0.0862,57.69
TL000001543,TR00000170,PR00411,4.43,123.25,0.0515,517.89
TL000001544,TR00000756,PR00510,7.9,93.46,0.106,660.01
TL000001545,TR00001393,PR00083,1.0,66.11,0.0133,65.24
TL000001546,TR00001301,PR00179,1.0,151.66,0.1494,129.0
TL000001547,TR00000734,PR00446,0.5,77.31,0.0903,35.17
TL000001548,TR00001138,PR00687,6.0,26.05,0.0665,145.9
TL000001549,TR00000143,PR00261,4.53,75.96,0.0199,337.26
TL000001550,TR00001710,PR00651,4.0,113.85,0.1154,402.82
TL000001551,TR00001908,PR00590,0.52,98.69,0.0461,48.95
TL000001552,TR00000717,PR00689,4.23,67.19,0.1348,245.9
TL000001553,TR00000410,PR00693,7.0,120.89,0.1328,733.88
TL000001554,TR00001995,PR00639,9.0,36.59,0.0225,321.91
TL000001555,TR00000995,PR00119,4.0,97.56,0.1479,332.52
TL000001556,TR00001022,PR00337,1.0,82.01,0.1106,72.94
TL000001557,TR00001925,PR00013,2.0,51.67,0.0849,94.57
TL000001558,TR00001282,PR00073,5.0,108.5,0.1305,471.7
TL000001559,TR00002175,PR00102,6.0,43.65,0.0859,239.42
TL000001560,TR00001935,PR00160,5.0,6.04,0.0256,29.43
TL000001561,TR00001299,PR00392,3.0,104.39,0.0044,311.81
TL000001562,TR00001988,PR00375,3.55,50.33,0.1732,147.73
TL000001563,TR00001346,PR00113,9.0,98.3,0.1684,735.73
TL000001564,TR00001799,PR00073,4.0,129.38,0.1748,427.05
TL000001565,TR00001214,PR00279,1.0,65.4,0.1596,54.96
TL000001566,TR00001378,PR00361,2.0,7.84,0.0071,15.58
TL000001567,TR00002056,PR00104,4.0,17.77,0.0977,64.15
TL000001568,TR00000098,PR00116,6.0,71.7,0.1427,368.82
TL000001569,TR00001727,PR00323,2.66,113.81,0.1711,250.94
TL000001570,TR00000846,PR00156,2.96,106.34,0.0799,289.61
TL000001571,TR00001296,PR00540,7.0,62.48,0.1501,371.72
TL000001572,TR00001622,PR00269,4.0,23.1,0.1168,81.63
TL000001573,TR00000702,PR00688,4.0,134.21,0.0416,514.51
TL000001574,TR00001617,PR00308,6.0,20.51,0.0594,115.73
TL000001575,TR00000212,PR00045,4.48,77.83,0.0226,340.81
TL000001576,TR00001094,PR00389,2.0,48.76,0.1401,83.85
TL000001577,TR00002060,PR00607,6.0,13.56,0.0294,78.98
TL000001578,TR00001769,PR00690,5.0,135.0,0.0435,645.68
TL000001579,TR00001999,PR00670,8.0,43.93,0.1475,299.63
TL000001580,TR00000496,PR00252,4.0,130.88,0.0226,511.69
TL000001581,TR00000314,PR00646,5.0,21.53,0.1609,90.34
TL000001582,TR00001392,PR00012,0.79,106.11,0.1413,71.98
TL000001583,TR00001807,PR00172,5.0,12.85,0.0764,59.34
TL000001584,TR00000906,PR00634,1.0,28.85,0.1272,25.18
TL000001585,TR00000308,PR00627,5.53,37.98,0.1778,172.68
TL000001586,TR00002119,PR00562,2.0,21.85,0.0856,39.95
TL000001587,TR00000595,PR00113,4.0,104.22,0.0639,390.21
TL000001588,TR00001009,PR00660,3.0,49.65,0.1383,128.35
TL000001589,TR00000741,PR00001,0.5,29.01,0.0951,13.12
TL000001590,TR00002056,PR00237,4.0,83.25,0.0725,308.85
TL000001591,TR00001605,PR00120,6.31,66.92,0.171,350.1
TL000001592,TR00000232,PR00538,7.0,96.32,0.1134,597.76
TL000001593,TR00001423,PR00095,4.0,24.4,0.1237,85.53
TL000001594,TR00001243,PR00448,4.08,63.53,0.1056,231.82
TL000001595,TR00001779,PR00190,3.0,80.66,0.0283,235.12
TL000001596,TR00001614,PR00239,5.0,65.83,0.127,287.35
TL000001597,TR00000670,PR00217,2.0,15.02,0.0755,27.77
TL000001598,TR00001837,PR00405,4.0,119.22,0.1476,406.49
TL000001599,TR00002050,PR00361,6.0,6.28,0.0379,36.24
TL000001600,TR00000425,PR00447,2.0,21.74,0.046,41.48
TL000001601,TR00002164,PR00204,1.0,16.33,0.1057,14.61
TL000001602,TR00001539,PR00257,2.0,9.61,0.0471,18.31
TL000001603,TR00000174,PR00582,1.0,86.34,0.1685,71.79
TL000001604,TR00001129,PR00422,3.0,107.0,0.0681,299.13
TL000001605,TR00000792,PR00682,4.0,29.42,0.1544,99.52
TL000001606,TR00002107,PR00136,1.0,57.69,0.017,56.7
TL000001607,TR00001516,PR00285,6.18,42.8,0.0921,240.16
TL000001608,TR00001350,PR00081,1.95,57.76,0.1691,93.58
TL000001609,TR00001071,PR00685,4.0,105.71,0.1578,356.1
TL000001610,TR00001129,PR00598,3.0,107.18,0.0801,295.78
TL000001611,TR00001712,PR00335,2.89,92.0,0.0956,240.45
TL000001612,TR00000613,PR00683,3.0,65.97,0.0818,181.73
TL000001613,TR00000518,PR00581,9.0,97.0,0.071,810.99
TL000001614,TR00001993,PR00048,1.0,83.56,0.1456,71.39
TL000001615,TR00000237,PR00224,2.0,25.04,0.164,41.86
TL000001616,TR00000341,PR00349,4.47,62.24,0.1181,245.39
TL000001617,TR00001517,PR00197,2.48,101.99,0.0201,247.86
TL000001618,TR00001560,PR00036,7.27,124.92,0.1633,759.86
TL000001619,TR00002075,PR00181,5.0,66.41,0.0197,325.48
TL000001620,TR00000573,PR00005,8.69,83.6,0.0573,684.88
TL000001621,TR00001574,PR00607,4.0,11.86,0.0472,45.19
TL000001622,TR00000846,PR00204,2.0,17.8,0.1332,30.87
TL000001623,TR00000731,PR00115,4.0,141.37,0.1517,479.71
TL000001624,TR00002119,PR00688,3.0,112.95,0.0936,307.13
TL000001625,TR00000416,PR00342,3.0,91.15,0.1259,239.02
TL000001626,TR00000187,PR00445,1.0,46.78,0.0922,42.47
TL000001627,TR00001264,PR00189,2.0,32.96,0.1488,56.12
TL000001628,TR00001963,PR00700,2.0,19.66,0.1584,33.1
TL000001629,TR00001950,PR00011,2.9,37.4,0.1317,94.18
TL000001630,TR00000543,PR00665,1.44,80.55,0.119,102.19
TL000001631,TR00001638,PR00239,1.0,58.55,0.1662,48.82
TL000001632,TR00000825,PR00162,1.0,76.48,0.1111,67.98
TL000001633,TR00001568,PR00039,1.0,106.1,0.0068,105.38
TL000001634,TR00001323,PR00417,2.17,141.66,0.0407,294.88
TL000001635,TR00001627,PR00551,14.0,83.86,0.0357,1132.12
TL000001636,TR00000876,PR00271,3.0,73.55,0.0545,208.62
TL000001637,TR00001162,PR00534,1.0,79.99,0.0953,72.37
TL000001638,TR00002197,PR00609,3.88,51.65,0.1617,168.0
TL000001639,TR00000953,PR00638,5.84,127.58,0.1329,646.02
TL000001640,TR00000291,PR00273,8.94,129.32,0.1431,990.74
TL000001641,TR00000206,PR00478,4.0,61.39,0.0229,239.93
TL000001642,TR00000603,PR00663,2.67,42.75,0.086,104.33
TL000001643,TR00000930,PR00066,5.0,106.82,0.0621,500.93
TL000001644,TR00000039,PR00104,3.0,18.27,0.0157,53.94
TL000001645,TR00002107,PR00073,1.0,106.91,0.099,96.32
TL000001646,TR00000806,PR00428,5.0,102.83,0.074,476.09
TL000001647,TR00000079,PR00143,6.0,27.71,0.1782,136.63
TL000001648,TR00001512,PR00320,3.0,83.86,0.0823,230.87
TL000001649,TR00000023,PR00028,7.58,110.99,0.002,839.62
TL000001650,TR00002185,PR00056,2.0,6.81,0.025,13.28
TL000001651,TR00001549,PR00417,0.76,139.72,0.0364,102.32
TL000001652,TR00002143,PR00681,4.0,19.02,0.1695,63.18
TL000001653,TR00001043,PR00592,7.0,124.07,0.1666,723.8
TL000001654,TR00000712,PR00059,4.0,60.94,0.0086,241.66
TL000001655,TR00001106,PR00029,1.3,2.98,0.1025,3.48
TL000001656,TR00001797,PR00009,12.0,27.86,0.1474,285.1
TL000001657,TR00000785,PR00525,1.0,8.93,0.0492,8.49
TL000001658,TR00001538,PR00048,10.0,90.55,0.0854,828.21
TL000001659,TR00001337,PR00236,11.0,62.31,0.0726,635.62
TL000001660,TR00001189,PR00604,2.0,59.2,0.1301,103.0
TL000001661,TR00000403,PR00688,5.0,119.73,0.0567,564.71
TL000001662,TR00001595,PR00604,1.0,67.93,0.0984,61.24
TL000001663,TR00000357,PR00307,3.0,36.05,0.0434,103.46
TL000001664,TR00000897,PR00108,1.68,143.56,0.0265,234.8
TL000001665,TR00000111,PR00598,1.0,84.2,0.0956,76.15
TL000001666,TR00001777,PR00639,6.0,33.65,0.1738,166.79
TL000001667,TR00001591,PR00611,2.31,75.22,0.0362,167.48
TL000001668,TR00002100,PR00270,2.0,108.59,0.0592,204.34
TL000001669,TR00002137,PR00180,5.49,33.43,0.1391,158.01
TL000001670,TR00001429,PR00638,5.79,128.63,0.1552,629.15
TL000001671,TR00001047,PR00631,2.0,17.62,0.096,31.86
TL000001672,TR00000368,PR00428,1.0,141.41,0.084,129.54
TL000001673,TR00001152,PR00407,2.0,27.52,0.0618,51.63
TL000001674,TR00000714,PR00146,5.79,19.58,0.0919,102.92
TL000001675,TR00001487,PR00492,1.99,62.57,0.1743,102.82
TL000001676,TR00000253,PR00186,4.93,30.31,0.0298,144.97
TL000001677,TR00001302,PR00693,2.0,128.3,0.1008,230.75
TL000001678,TR00000920,PR00644,2.0,90.16,0.0322,174.52
TL000001679,TR00000299,PR00543,5.0,114.17,0.0093,565.56
TL000001680,TR00001142,PR00637,5.09,11.61,0.0168,58.1
TL000001681,TR00002095,PR00681,4.0,18.01,0.0727,66.81
TL000001682,TR00001636,PR00037,2.0,136.85,0.1433,234.46
TL000001683,TR00000210,PR00424,3.0,89.15,0.136,231.09
TL000001684,TR00000966,PR00177,9.31,55.46,0.0668,481.89
TL000001685,TR00001524,PR00407,6.0,32.47,0.1064,174.1
TL000001686,TR00001537,PR00374,5.0,11.48,0.1563,48.42
TL000001687,TR00002149,PR00588,1.0,102.26,0.1203,89.95
TL000001688,TR00001288,PR00593,2.0,119.82,0.1107,213.11
TL000001689,TR00000393,PR00609,8.02,40.89,0.0202,321.32
TL000001690,TR00000074,PR00109,5.0,14.68,0.0115,72.53
TL000001691,TR00001147,PR00597,2.0,123.38,0.0273,240.03
TL000001692,TR00001812,PR00587,2.0,10.39,0.1644,17.37
TL000001693,TR00001127,PR00334,9.0,57.54,0.053,490.46
TL000001694,TR00001848,PR00394,4.0,53.68,0.0295,208.39
TL000001695,TR00002145,PR00095,2.0,29.69,0.1267,51.86
TL000001696,TR00001592,PR00387,3.0,102.78,0.0808,283.42
TL000001697,TR00000484,PR00139,1.89,56.29,0.1275,92.82
TL000001698,TR00001543,PR00531,9.0,46.83,0.1294,366.89
TL000001699,TR00000540,PR00142,9.0,114.76,0.1338,894.63
TL000001700,TR00000926,PR00574,2.72,23.32,0.118,55.95
TL000001701,TR00001981,PR00182,1.47,39.35,0.0762,53.44
TL000001702,TR00000692,PR00340,2.0,34.8,0.0671,64.93
TL000001703,TR00001968,PR00426,2.0,70.43,0.0473,134.2
TL000001704,TR00000842,PR00197,5.49,108.28,0.0033,592.47
TL000001705,TR00001417,PR00211,4.0,16.48,0.0107,65.19
TL000001706,TR00000621,PR00382,1.0,41.03,0.1662,34.21
TL000001707,TR00001333,PR00659,1.0,30.95,0.0362,29.83
TL000001708,TR00000976,PR00040,2.94,55.99,0.0816,151.18
TL000001709,TR00001590,PR00088,1.0,86.99,0.0819,79.86
TL000001710,TR00001161,PR00074,4.42,66.09,0.1448,249.83
TL000001711,TR00002049,PR00600,4.0,120.18,0.1634,402.15
TL000001712,TR00000408,PR00255,7.0,34.58,0.0047,240.91
TL000001713,TR00000571,PR00048,2.0,94.12,0.1321,163.37
TL000001714,TR00000875,PR00261,2.19,86.06,0.0579,177.55
TL000001715,TR00001464,PR00066,2.0,109.41,0.1634,183.07
TL000001716,TR00002044,PR00333,13.0,71.46,0.0898,845.56
TL000001717,TR00001949,PR00341,5.0,0.96,0.1499,4.07
TL000001718,TR00001205,PR00346,9.0,25.78,0.1028,208.18
TL000001719,TR00001097,PR00694,10.0,29.08,0.0369,280.04
TL000001720,TR00001278,PR00134,1.32,2.8,0.1698,3.07
TL000001721,TR00000282,PR00482,1.51,83.89,0.0048,126.05
TL000001722,TR00001616,PR00023,6.0,70.55,0.0432,405.01
TL000001723,TR00002149,PR00405,6.0,111.49,0.15,568.62
TL000001724,TR00002104,PR00083,1.0,59.0,0.0323,57.09
TL000001725,TR00001075,PR00080,7.22,12.77,0.0901,83.89
TL000001726,TR00000767,PR00438,15.0,4.56,0.179,56.2
TL000001727,TR00001053,PR00338,3.0,16.78,0.0198,49.36
TL000001728,TR00000839,PR00290,4.0,16.59,0.1555,56.04
TL000001729,TR00000969,PR00462,10.82,26.76,0.0525,274.36
TL000001730,TR00001322,PR00039,4.0,121.93,0.0408,467.8
TL000001731,TR00000613,PR00643,2.14,80.19,0.161,143.97
TL000001732,TR00001116,PR00009,10.0,26.58,0.1776,218.58
TL000001733,TR00001117,PR00297,5.84,49.9,0.0024,290.71
TL000001734,TR00000791,PR00321,4.88,50.67,0.0441,236.37
TL000001735,TR00000579,PR00406,2.83,13.23,0.0663,34.97
TL000001736,TR00000227,PR00179,7.0,152.0,0.0937,964.32
TL000001737,TR00001423,PR00557,0.55,109.49,0.0375,57.96
TL000001738,TR00001200,PR00254,11.0,12.64,0.0343,134.22
TL000001739,TR00000229,PR00188,1.84,52.34,0.0504,91.45
TL000001740,TR00002101,PR00081,1.09,66.33,0.1437,61.9
TL000001741,TR00000239,PR00683,6.0,53.23,0.0983,288.01
TL000001742,TR00001856,PR00689,2.41,62.33,0.1502,127.66
TL000001743,TR00000401,PR00322,1.74,61.51,0.0449,102.23
TL000001744,TR00000292,PR00326,2.79,9.62,0.13,23.36
TL000001745,TR00000583,PR00026,4.08,23.21,0.132,82.21
TL000001746,TR00002092,PR00667,1.0,71.29,0.0913,64.78
TL000001747,TR00001535,PR00258,6.36,65.92,0.0068,416.38
TL000001748,TR00001358,PR00178,4.25,10.27,0.0724,40.48
TL000001749,TR00000476,PR00272,1.0,79.74,0.0824,73.17
TL000001750,TR00001609,PR00248,1.81,63.21,0.1406,98.32
TL000001751,TR00001652,PR00410,7.0,55.48,0.0194,380.84
TL000001752,TR00001657,PR00541,7.0,24.87,0.0685,162.15
TL000001753,TR00001847,PR00394,4.0,55.86,0.0729,207.15
TL000001754,TR00001656,PR00127,3.0,24.98,0.1376,64.61
TL000001755,TR00000563,PR00189,10.0,29.18,0.0191,286.18
TL000001756,TR00001681,PR00587,4.0,12.66,0.1481,43.15
TL000001757,TR00000441,PR00668,0.53,105.05,0.0077,55.25
TL000001758,TR00000631,PR00611,6.4,84.76,0.1063,484.85
