TransactionId,TransactionDateTime,StoreId,ContactId,AnonymousShopperId,Amount,Date,PaymentMethod,BasketSize,IsPromo,Channel
T00001751,2025-03-23 01:00:00,ST002,CT000228,,427.94,2025-03-23,Card,2,Yes,InStore
T00001752,2025-06-19 03:00:00,ST015,CT000820,,1026.66,2025-06-19,Card,3,No,InStore
T00001753,2025-11-13 10:00:00,ST017,CT000154,,1083.88,2025-11-13,Card,7,No,InStore
T00001754,2026-01-20 10:00:00,ST004,CT000718,,879.41,2026-01-20,Card,6,No,InStore
T00001755,2025-10-22 20:00:00,ST021,CT000004,,944.43,2025-10-22,Card,7,No,InStore
T00001756,2025-10-19 00:00:00,ST007,CT001017,,98.27,2025-10-19,Invoice,2,No,InStore
T00001757,2025-10-26 10:00:00,ST022,CT000708,,2952.45,2025-10-26,Card,7,No,InStore
T00001758,2025-12-10 12:00:00,ST012,CT000527,,399.09,2025-12-10,Card,2,Yes,InStore
T00001759,2025-11-23 16:00:00,ST016,CT001427,,947.47,2025-11-23,Card,5,No,InStore
T00001760,2025-02-09 04:00:00,ST005,CT000602,,2667.25,2025-02-09,Card,8,No,InStore
T00001761,2025-01-04 04:00:00,ST016,CT001139,,393.93,2025-01-04,Card,3,No,Online
T00001762,2025-10-21 19:00:00,ST010,CT000410,,1625.64,2025-10-21,Cash,7,No,Online
T00001763,2025-06-14 10:00:00,ST011,,AN000094,2093.17,2025-06-14,Card,8,No,InStore
T00001764,2025-01-06 22:00:00,ST012,CT001315,,695.83,2025-01-06,Card,4,Yes,InStore
T00001765,2025-10-03 06:00:00,ST003,,AN000512,24.2,2025-10-03,Card,1,Yes,InStore
T00001766,2025-01-17 14:00:00,ST018,,AN000581,771.79,2025-01-17,Card,2,No,InStore
T00001767,2025-04-21 16:00:00,ST015,,AN000733,1129.22,2025-04-21,Card,6,No,InStore
T00001768,2025-10-11 04:00:00,ST005,CT000934,,222.29,2025-10-11,Card,1,No,InStore
T00001769,2026-02-09 11:00:00,ST009,CT000099,,1590.93,2026-02-09,Card,6,No,InStore
T00001770,2025-03-31 05:00:00,ST002,CT000258,,443.01,2025-03-31,Card,1,No,InStore
T00001771,2025-01-30 04:00:00,ST002,,AN000647,521.65,2025-01-30,Cash,3,No,InStore
T00001772,2025-04-01 10:00:00,ST021,CT000396,,1314.24,2025-04-01,Card,4,No,InStore
T00001773,2025-12-15 12:00:00,ST011,,AN000744,1666.78,2025-12-15,Cash,8,No,InStore
T00001774,2025-10-12 23:00:00,ST016,CT000841,,2677.58,2025-10-12,Card,7,No,InStore
T00001775,2025-02-21 16:00:00,ST022,CT001295,,214.44,2025-02-21,Card,1,No,InStore
T00001776,2025-06-28 19:00:00,ST016,CT000250,,305.29,2025-06-28,Card,2,No,InStore
T00001777,2025-05-17 17:00:00,ST004,CT000836,,1420.18,2025-05-17,Cash,7,Yes,InStore
T00001778,2025-12-22 20:00:00,ST013,CT001110,,1256.24,2025-12-22,Card,6,Yes,InStore
T00001779,2025-11-23 08:00:00,ST020,CT000921,,1018.24,2025-11-23,Card,6,No,InStore
T00001780,2025-11-09 14:00:00,ST002,,AN000746,720.53,2025-11-09,Cash,2,No,Online
T00001781,2025-11-21 10:00:00,ST002,CT000581,,315.24,2025-11-21,Cash,3,Yes,InStore
T00001782,2025-11-01 05:00:00,ST014,CT001334,,158.9,2025-11-01,Card,2,No,InStore
T00001783,2025-05-23 12:00:00,ST007,CT000455,,717.76,2025-05-23,Invoice,5,No,Click&Collect
T00001784,2025-05-02 19:00:00,ST012,CT000002,,408.29,2025-05-02,Card,5,Yes,InStore
T00001785,2026-02-12 01:00:00,ST015,CT000981,,630.64,2026-02-12,Cash,3,No,InStore
T00001786,2025-05-07 14:00:00,ST012,CT001001,,389.62,2025-05-07,Card,7,Yes,InStore
T00001787,2025-09-27 23:00:00,ST008,CT001431,,1660.11,2025-09-27,Cash,8,No,Online
T00001788,2025-08-22 10:00:00,ST003,,AN000886,234.95,2025-08-22,Invoice,3,No,InStore
T00001789,2025-04-18 03:00:00,ST006,,AN000799,192.3,2025-04-18,Invoice,1,No,InStore
T00001790,2025-02-07 23:00:00,ST006,CT000794,,1532.77,2025-02-07,Card,6,No,InStore
T00001791,2025-06-06 20:00:00,ST007,CT001443,,295.37,2025-06-06,Cash,1,No,InStore
T00001792,2025-06-01 09:00:00,ST022,,AN000274,697.84,2025-06-01,Card,4,No,InStore
T00001793,2025-03-08 09:00:00,ST011,CT000110,,574.3,2025-03-08,Card,4,No,InStore
T00001794,2025-01-14 02:00:00,ST009,CT000096,,365.82,2025-01-14,Card,2,Yes,InStore
T00001795,2026-01-09 01:00:00,ST001,,AN000108,1445.83,2026-01-09,Cash,5,Yes,InStore
T00001796,2025-10-08 13:00:00,ST011,,AN000274,550.62,2025-10-08,Card,2,No,InStore
T00001797,2025-06-29 07:00:00,ST004,CT001332,,2077.97,2025-06-29,Invoice,7,No,InStore
T00001798,2025-02-11 21:00:00,ST018,CT000198,,680.99,2025-02-11,Card,6,No,InStore
T00001799,2025-05-31 11:00:00,ST004,CT000344,,1670.86,2025-05-31,Card,7,No,InStore
T00001800,2025-03-14 02:00:00,ST022,,AN000502,1098.38,2025-03-14,Card,4,No,InStore
T00001801,2025-07-04 09:00:00,ST011,CT000805,,737.92,2025-07-04,Card,6,No,InStore
T00001802,2025-05-16 07:00:00,ST007,CT000986,,1055.21,2025-05-16,Cash,8,No,InStore
T00001803,2025-09-02 07:00:00,ST002,CT001400,,809.56,2025-09-02,Card,7,No,InStore
T00001804,2025-11-27 19:00:00,ST014,,AN000208,135.58,2025-11-27,Card,2,Yes,InStore
T00001805,2025-02-04 05:00:00,ST017,,AN000689,1199.25,2025-02-04,Card,5,No,InStore
T00001806,2025-12-25 21:00:00,ST021,,AN000725,1837.22,2025-12-25,Card,6,No,InStore
T00001807,2025-01-28 04:00:00,ST013,CT000637,,255.11,2025-01-28,Cash,4,No,InStore
T00001808,2026-01-10 22:00:00,ST002,,AN000669,217.03,2026-01-10,Card,2,No,InStore
T00001809,2025-02-15 04:00:00,ST010,CT000683,,926.62,2025-02-15,Cash,2,No,Online
T00001810,2025-05-03 09:00:00,ST019,CT000918,,1256.19,2025-05-03,Card,6,No,Click&Collect
T00001811,2025-10-22 17:00:00,ST001,CT001218,,582.07,2025-10-22,Cash,6,No,InStore
T00001812,2025-10-10 01:00:00,ST004,,AN000838,1814.15,2025-10-10,Card,6,Yes,InStore
T00001813,2025-01-31 11:00:00,ST009,CT001181,,701.13,2025-01-31,Card,6,Yes,InStore
T00001814,2025-03-10 09:00:00,ST014,,AN000118,989.59,2025-03-10,Card,4,No,InStore
T00001815,2025-09-17 05:00:00,ST006,CT000640,,695.87,2025-09-17,Card,3,Yes,InStore
T00001816,2025-07-06 17:00:00,ST009,CT001494,,158.94,2025-07-06,Invoice,2,No,InStore
T00001817,2025-08-17 20:00:00,ST003,CT000127,,915.26,2025-08-17,Card,6,No,InStore
T00001818,2025-02-15 08:00:00,ST013,,AN000793,613.5,2025-02-15,Invoice,3,No,InStore
T00001819,2025-09-30 12:00:00,ST013,CT000151,,171.09,2025-09-30,Card,2,No,InStore
T00001820,2025-02-26 23:00:00,ST005,,AN000507,1431.39,2025-02-26,Card,7,No,InStore
T00001821,2025-02-04 14:00:00,ST022,CT000581,,172.24,2025-02-04,Card,1,No,InStore
T00001822,2025-12-01 03:00:00,ST017,,AN000385,586.21,2025-12-01,Cash,2,No,InStore
T00001823,2025-04-08 09:00:00,ST017,CT001031,,1252.5,2025-04-08,Invoice,7,No,InStore
T00001824,2025-10-12 11:00:00,ST017,,AN000420,1261.17,2025-10-12,Invoice,4,Yes,InStore
T00001825,2025-02-27 03:00:00,ST007,,AN000591,907.32,2025-02-27,Card,5,No,InStore
T00001826,2026-01-19 17:00:00,ST020,CT001385,,1340.23,2026-01-19,Card,7,No,InStore
T00001827,2025-07-10 01:00:00,ST019,CT001211,,89.06,2025-07-10,Card,2,Yes,Online
T00001828,2025-06-24 19:00:00,ST014,CT000975,,535.74,2025-06-24,Invoice,3,No,InStore
T00001829,2025-07-26 19:00:00,ST006,CT000388,,558.61,2025-07-26,Card,5,No,InStore
T00001830,2025-02-18 00:00:00,ST019,CT000314,,813.76,2025-02-18,Card,4,Yes,InStore
T00001831,2025-10-13 11:00:00,ST009,CT001453,,1849.56,2025-10-13,Invoice,5,No,Click&Collect
T00001832,2025-08-10 03:00:00,ST021,,AN000390,473.55,2025-08-10,Card,2,No,InStore
T00001833,2025-06-24 11:00:00,ST021,,AN000865,676.29,2025-06-24,Invoice,3,No,InStore
T00001834,2025-08-16 08:00:00,ST006,CT000885,,141.69,2025-08-16,Card,1,No,InStore
T00001835,2025-04-06 12:00:00,ST002,CT000329,,514.59,2025-04-06,Invoice,4,No,Online
T00001836,2025-02-13 17:00:00,ST005,,AN000858,1410.26,2025-02-13,Card,8,Yes,InStore
T00001837,2026-01-21 06:00:00,ST008,CT001075,,69.97,2026-01-21,Card,1,Yes,InStore
T00001838,2025-07-10 12:00:00,ST008,,AN000062,841.11,2025-07-10,Card,5,Yes,InStore
T00001839,2025-09-02 21:00:00,ST005,,AN000336,1099.69,2025-09-02,Card,7,No,InStore
T00001840,2026-01-26 18:00:00,ST003,CT000827,,1080.32,2026-01-26,Card,7,No,InStore
T00001841,2025-08-17 07:00:00,ST019,CT000653,,316.98,2025-08-17,Invoice,2,No,InStore
T00001842,2025-10-19 15:00:00,ST020,,AN000782,3208.24,2025-10-19,Card,8,No,InStore
T00001843,2026-02-07 04:00:00,ST019,CT001265,,820.41,2026-02-07,Card,7,No,InStore
T00001844,2025-12-31 20:00:00,ST005,CT000930,,90.56,2025-12-31,Invoice,2,Yes,InStore
T00001845,2026-01-04 21:00:00,ST002,CT000581,,1692.14,2026-01-04,Card,4,Yes,InStore
T00001846,2025-04-28 11:00:00,ST020,CT000260,,351.43,2025-04-28,Cash,4,No,InStore
T00001847,2025-05-31 11:00:00,ST008,,AN000501,1171.16,2025-05-31,Card,4,No,InStore
T00001848,2025-08-21 00:00:00,ST010,,AN000149,1079.72,2025-08-21,Card,4,Yes,InStore
T00001849,2026-02-02 20:00:00,ST004,,AN000814,1450.06,2026-02-02,Cash,5,Yes,Click&Collect
T00001850,2025-04-14 14:00:00,ST011,CT000884,,712.94,2025-04-14,Card,5,No,InStore
T00001851,2025-08-02 10:00:00,ST015,CT001348,,1317.96,2025-08-02,Card,5,No,InStore
T00001852,2025-04-22 03:00:00,ST007,,AN000583,995.09,2025-04-22,Card,6,No,InStore
T00001853,2026-02-04 10:00:00,ST009,,AN000382,1128.2,2026-02-04,Card,8,Yes,InStore
T00001854,2025-07-11 23:00:00,ST003,CT000961,,1174.25,2025-07-11,Cash,5,No,InStore
T00001855,2025-02-27 13:00:00,ST001,CT000395,,11.77,2025-02-27,Card,1,No,Online
T00001856,2026-01-08 16:00:00,ST013,CT000884,,479.9,2026-01-08,Invoice,4,No,InStore
T00001857,2025-01-12 12:00:00,ST011,,AN000075,2105.48,2025-01-12,Cash,8,No,InStore
T00001858,2025-11-10 15:00:00,ST007,CT001218,,117.86,2025-11-10,Card,1,No,InStore
T00001859,2025-12-08 16:00:00,ST007,CT001313,,695.21,2025-12-08,Invoice,6,No,Online
T00001860,2025-04-22 02:00:00,ST017,CT001110,,1366.02,2025-04-22,Invoice,7,No,InStore
T00001861,2025-04-01 17:00:00,ST020,,AN000782,838.98,2025-04-01,Cash,8,Yes,Online
T00001862,2025-03-25 23:00:00,ST011,,AN000057,712.32,2025-03-25,Card,4,No,InStore
T00001863,2025-04-13 22:00:00,ST013,CT000871,,393.22,2025-04-13,Card,3,Yes,InStore
T00001864,2026-01-24 20:00:00,ST005,,AN000712,1155.5,2026-01-24,Invoice,3,Yes,InStore
T00001865,2025-08-12 03:00:00,ST021,,AN000854,250.17,2025-08-12,Card,3,No,InStore
T00001866,2025-03-14 03:00:00,ST016,CT000840,,1049.67,2025-03-14,Invoice,6,No,Online
T00001867,2025-04-12 00:00:00,ST006,CT000892,,350.29,2025-04-12,Card,1,No,InStore
T00001868,2025-10-28 11:00:00,ST002,,AN000228,1558.36,2025-10-28,Cash,7,No,Click&Collect
T00001869,2026-01-07 19:00:00,ST020,,AN000532,833.13,2026-01-07,Invoice,8,No,InStore
T00001870,2025-06-02 06:00:00,ST013,,AN000435,2063.78,2025-06-02,Card,7,Yes,Online
T00001871,2025-02-09 00:00:00,ST019,CT000577,,134.76,2025-02-09,Card,2,No,InStore
T00001872,2025-03-06 19:00:00,ST016,,AN000412,296.35,2025-03-06,Card,4,Yes,InStore
T00001873,2025-03-28 02:00:00,ST009,CT000833,,1454.47,2025-03-28,Card,6,No,InStore
T00001874,2026-01-18 21:00:00,ST002,CT000745,,714.18,2026-01-18,Cash,4,No,Click&Collect
T00001875,2025-12-07 13:00:00,ST015,CT000943,,2324.99,2025-12-07,Card,8,No,InStore
T00001876,2025-10-28 18:00:00,ST018,CT001116,,988.89,2025-10-28,Invoice,6,No,InStore
T00001877,2025-11-11 13:00:00,ST001,CT000933,,1048.16,2025-11-11,Card,5,No,InStore
T00001878,2025-07-14 18:00:00,ST018,CT000428,,89.06,2025-07-14,Card,1,No,InStore
T00001879,2025-03-14 14:00:00,ST014,CT000122,,1667.25,2025-03-14,Card,7,No,InStore
T00001880,2025-11-14 06:00:00,ST010,CT000651,,908.09,2025-11-14,Card,6,Yes,InStore
T00001881,2025-12-04 20:00:00,ST011,,AN000229,1983.18,2025-12-04,Cash,6,No,InStore
T00001882,2025-09-14 22:00:00,ST020,CT001408,,908.95,2025-09-14,Cash,6,No,Online
T00001883,2025-03-20 18:00:00,ST008,CT001403,,861.25,2025-03-20,Cash,6,Yes,InStore
T00001884,2025-12-06 02:00:00,ST022,CT001094,,563.41,2025-12-06,Card,3,No,InStore
T00001885,2025-11-28 11:00:00,ST003,CT001218,,413.07,2025-11-28,Invoice,3,Yes,Click&Collect
T00001886,2025-06-19 01:00:00,ST020,,AN000884,1007.94,2025-06-19,Card,6,No,InStore
T00001887,2025-06-01 07:00:00,ST012,,AN000464,424.54,2025-06-01,Card,2,Yes,InStore
T00001888,2025-10-21 18:00:00,ST018,,AN000370,1560.71,2025-10-21,Card,6,No,Online
T00001889,2025-04-12 12:00:00,ST021,CT001250,,1422.25,2025-04-12,Card,7,No,InStore
T00001890,2025-04-14 06:00:00,ST006,CT001229,,920.42,2025-04-14,Cash,6,No,Online
T00001891,2025-05-28 04:00:00,ST011,CT000966,,2113.27,2025-05-28,Card,5,No,InStore
T00001892,2025-09-04 00:00:00,ST013,,AN000097,1071.32,2025-09-04,Card,4,No,InStore
T00001893,2025-12-29 12:00:00,ST007,,AN000135,23.4,2025-12-29,Card,1,No,InStore
T00001894,2026-01-20 05:00:00,ST010,CT001298,,324.82,2026-01-20,Card,2,No,InStore
T00001895,2025-06-17 19:00:00,ST007,CT001255,,1416.91,2025-06-17,Card,5,No,Click&Collect
T00001896,2025-11-14 20:00:00,ST009,CT000609,,488.07,2025-11-14,Cash,1,No,InStore
T00001897,2026-01-17 23:00:00,ST001,,AN000423,255.76,2026-01-17,Card,1,No,InStore
T00001898,2025-10-03 09:00:00,ST002,CT001036,,20.1,2025-10-03,Card,1,No,InStore
T00001899,2025-12-07 19:00:00,ST020,,AN000384,104.98,2025-12-07,Cash,1,No,InStore
T00001900,2025-11-07 09:00:00,ST008,,AN000850,1586.67,2025-11-07,Card,5,Yes,InStore
T00001901,2026-01-03 16:00:00,ST011,CT000825,,2052.4,2026-01-03,Invoice,7,No,InStore
T00001902,2025-12-08 13:00:00,ST009,CT000971,,1024.08,2025-12-08,Cash,3,Yes,InStore
T00001903,2025-03-30 18:00:00,ST015,CT001411,,754.99,2025-03-30,Card,2,Yes,InStore
T00001904,2025-02-18 13:00:00,ST017,CT000319,,585.68,2025-02-18,Card,3,No,InStore
T00001905,2025-10-28 18:00:00,ST002,CT000873,,1755.69,2025-10-28,Card,8,No,InStore
T00001906,2025-03-13 08:00:00,ST001,CT001106,,725.33,2025-03-13,Card,6,No,InStore
T00001907,2025-09-23 12:00:00,ST001,CT000583,,725.68,2025-09-23,Card,3,Yes,InStore
T00001908,2025-06-12 22:00:00,ST012,,AN000314,1599.11,2025-06-12,Invoice,5,Yes,InStore
T00001909,2026-01-02 06:00:00,ST011,CT001350,,628.55,2026-01-02,Card,1,No,InStore
T00001910,2025-04-23 01:00:00,ST011,CT000190,,147.61,2025-04-23,Card,2,Yes,InStore
T00001911,2025-03-24 01:00:00,ST009,CT000773,,727.76,2025-03-24,Card,3,No,InStore
T00001912,2025-05-23 07:00:00,ST014,CT000141,,158.39,2025-05-23,Invoice,2,No,InStore
T00001913,2025-07-26 05:00:00,ST017,,AN000453,912.62,2025-07-26,Cash,4,No,InStore
T00001914,2025-11-24 11:00:00,ST013,CT000058,,354.5,2025-11-24,Invoice,2,Yes,InStore
T00001915,2025-08-24 21:00:00,ST019,,AN000394,789.6,2025-08-24,Card,3,No,InStore
T00001916,2025-08-16 01:00:00,ST009,CT000379,,1141.04,2025-08-16,Invoice,5,No,InStore
T00001917,2025-01-24 06:00:00,ST003,,AN000895,1277.49,2025-01-24,Cash,3,No,Click&Collect
T00001918,2025-08-09 13:00:00,ST009,CT001047,,1670.16,2025-08-09,Cash,8,Yes,InStore
T00001919,2025-11-07 13:00:00,ST016,CT000044,,735.52,2025-11-07,Invoice,4,No,InStore
T00001920,2025-07-01 18:00:00,ST014,,AN000050,1458.14,2025-07-01,Card,5,No,InStore
T00001921,2026-01-31 18:00:00,ST006,,AN000889,1608.64,2026-01-31,Card,7,No,InStore
T00001922,2025-07-19 03:00:00,ST009,CT001199,,1198.31,2025-07-19,Card,5,No,InStore
T00001923,2025-07-05 15:00:00,ST004,CT000310,,1124.25,2025-07-05,Card,5,No,InStore
T00001924,2025-10-19 14:00:00,ST004,,AN000523,433.4,2025-10-19,Card,1,No,InStore
T00001925,2025-01-07 05:00:00,ST018,,AN000805,291.14,2025-01-07,Invoice,2,Yes,InStore
T00001926,2026-02-01 06:00:00,ST006,CT001328,,1385.34,2026-02-01,Card,7,Yes,InStore
T00001927,2025-07-02 01:00:00,ST021,CT000293,,1832.55,2025-07-02,Card,6,No,InStore
T00001928,2025-10-17 08:00:00,ST013,,AN000149,636.77,2025-10-17,Card,2,No,InStore
T00001929,2025-12-05 15:00:00,ST008,,AN000443,664.89,2025-12-05,Card,4,No,InStore
T00001930,2025-06-16 00:00:00,ST019,,AN000062,1508.01,2025-06-16,Card,8,Yes,InStore
T00001931,2025-01-30 17:00:00,ST011,,AN000471,75.61,2025-01-30,Card,2,No,InStore
T00001932,2025-10-29 19:00:00,ST014,,AN000454,209.42,2025-10-29,Invoice,1,No,InStore
T00001933,2025-09-28 10:00:00,ST001,CT000839,,309.04,2025-09-28,Cash,3,No,InStore
T00001934,2025-05-07 15:00:00,ST007,CT000499,,1612.46,2025-05-07,Card,7,No,InStore
T00001935,2025-10-31 13:00:00,ST014,CT000967,,457.25,2025-10-31,Card,2,No,InStore
T00001936,2025-01-04 17:00:00,ST011,CT000462,,1123.31,2025-01-04,Card,4,No,InStore
T00001937,2026-02-04 17:00:00,ST003,CT001229,,704.03,2026-02-04,Card,3,No,InStore
T00001938,2025-07-01 19:00:00,ST015,CT000546,,2956.17,2025-07-01,Invoice,8,Yes,InStore
T00001939,2025-03-22 05:00:00,ST015,CT000590,,1438.92,2025-03-22,Card,7,No,InStore
T00001940,2025-07-17 01:00:00,ST015,CT000017,,515.56,2025-07-17,Card,1,Yes,InStore
T00001941,2025-12-17 00:00:00,ST001,CT001084,,121.58,2025-12-17,Card,2,No,InStore
T00001942,2025-05-08 08:00:00,ST012,,AN000648,2145.88,2025-05-08,Cash,7,No,InStore
T00001943,2025-03-23 11:00:00,ST017,CT000765,,1110.1,2025-03-23,Card,5,No,InStore
T00001944,2025-03-23 19:00:00,ST009,CT001461,,1270.26,2025-03-23,Card,6,No,InStore
T00001945,2026-02-06 08:00:00,ST016,,AN000148,306.35,2026-02-06,Card,1,Yes,InStore
T00001946,2025-08-05 07:00:00,ST022,CT000832,,586.69,2025-08-05,Card,8,No,InStore
T00001947,2025-08-22 02:00:00,ST019,CT000643,,646.34,2025-08-22,Card,8,No,InStore
T00001948,2025-12-30 09:00:00,ST005,CT001101,,681.88,2025-12-30,Card,4,No,InStore
T00001949,2025-01-04 07:00:00,ST007,CT000844,,1551.35,2025-01-04,Card,5,No,InStore
T00001950,2025-02-23 15:00:00,ST017,CT000186,,1732.89,2025-02-23,Card,5,No,InStore
T00001951,2025-08-28 10:00:00,ST022,,AN000209,737.09,2025-08-28,Cash,3,No,InStore
T00001952,2026-02-11 22:00:00,ST013,,AN000522,704.14,2026-02-11,Invoice,2,No,InStore
T00001953,2025-07-23 07:00:00,ST019,CT000178,,1248.31,2025-07-23,Card,5,No,Online
T00001954,2025-07-28 20:00:00,ST008,CT001415,,335.23,2025-07-28,Card,2,No,InStore
T00001955,2025-10-31 23:00:00,ST015,CT000592,,1111.83,2025-10-31,Card,5,No,Online
T00001956,2025-03-20 01:00:00,ST012,CT000785,,1350.2,2025-03-20,Card,4,No,InStore
T00001957,2025-07-27 09:00:00,ST016,,AN000389,560.7,2025-07-27,Cash,3,No,InStore
T00001958,2025-01-08 21:00:00,ST020,CT001023,,1608.9,2025-01-08,Invoice,6,No,Click&Collect
T00001959,2025-01-25 22:00:00,ST001,CT000452,,454.63,2025-01-25,Cash,2,No,InStore
T00001960,2025-08-10 04:00:00,ST018,CT001300,,805.64,2025-08-10,Invoice,1,No,InStore
T00001961,2025-12-14 15:00:00,ST022,,AN000445,223.27,2025-12-14,Card,1,Yes,InStore
T00001962,2025-02-16 07:00:00,ST015,CT000954,,1017.05,2025-02-16,Invoice,3,Yes,Online
T00001963,2025-02-10 13:00:00,ST012,CT000833,,363.98,2025-02-10,Card,1,No,InStore
T00001964,2025-07-24 12:00:00,ST001,CT000454,,362.12,2025-07-24,Card,2,Yes,InStore
T00001965,2025-09-14 21:00:00,ST012,CT001313,,566.6,2025-09-14,Card,4,No,InStore
T00001966,2025-02-03 13:00:00,ST018,CT001035,,668.59,2025-02-03,Cash,1,No,InStore
T00001967,2025-09-06 09:00:00,ST016,CT001023,,2127.71,2025-09-06,Card,8,No,InStore
T00001968,2025-10-17 02:00:00,ST011,CT000429,,1871.45,2025-10-17,Card,8,No,InStore
T00001969,2025-04-07 16:00:00,ST022,,AN000033,1691.57,2025-04-07,Card,7,No,InStore
T00001970,2025-09-29 03:00:00,ST001,CT000361,,981.1,2025-09-29,Cash,4,Yes,InStore
T00001971,2025-09-07 17:00:00,ST012,,AN000438,1277.43,2025-09-07,Card,3,No,InStore
T00001972,2026-01-06 09:00:00,ST003,CT000776,,1115.07,2026-01-06,Card,4,No,Click&Collect
T00001973,2025-01-26 04:00:00,ST016,CT001127,,1839.32,2025-01-26,Invoice,4,No,InStore
T00001974,2025-07-14 21:00:00,ST005,,AN000698,55.13,2025-07-14,Card,1,No,InStore
T00001975,2025-12-02 22:00:00,ST007,,AN000387,798.84,2025-12-02,Cash,2,Yes,InStore
T00001976,2025-09-07 03:00:00,ST007,CT001099,,1823.78,2025-09-07,Invoice,7,Yes,InStore
T00001977,2025-03-19 09:00:00,ST010,,AN000662,572.36,2025-03-19,Card,3,No,InStore
T00001978,2025-03-01 06:00:00,ST011,CT001092,,57.08,2025-03-01,Card,1,Yes,InStore
T00001979,2025-08-08 18:00:00,ST021,CT000106,,437.71,2025-08-08,Card,3,No,InStore
T00001980,2025-11-22 07:00:00,ST002,CT001411,,410.45,2025-11-22,Cash,2,Yes,InStore
T00001981,2025-11-01 02:00:00,ST010,,AN000762,341.88,2025-11-01,Card,1,No,InStore
T00001982,2025-06-07 07:00:00,ST001,CT000993,,376.25,2025-06-07,Invoice,4,No,InStore
T00001983,2025-01-30 10:00:00,ST016,CT000274,,807.02,2025-01-30,Card,5,No,InStore
T00001984,2025-10-30 02:00:00,ST020,CT001469,,451.2,2025-10-30,Cash,3,No,InStore
T00001985,2025-05-23 19:00:00,ST017,CT000841,,1824.25,2025-05-23,Invoice,8,No,InStore
T00001986,2025-01-16 00:00:00,ST021,CT000610,,2604.22,2025-01-16,Card,8,No,InStore
T00001987,2026-01-06 00:00:00,ST008,CT001210,,510.12,2026-01-06,Card,1,No,Click&Collect
T00001988,2025-10-14 14:00:00,ST003,CT000609,,892.7,2025-10-14,Card,6,No,InStore
T00001989,2025-10-09 13:00:00,ST003,CT000037,,575.56,2025-10-09,Cash,4,No,InStore
T00001990,2025-04-18 17:00:00,ST014,CT000824,,80.42,2025-04-18,Card,1,No,Click&Collect
T00001991,2025-08-25 15:00:00,ST014,CT000516,,211.1,2025-08-25,Invoice,2,Yes,InStore
T00001992,2026-01-12 09:00:00,ST008,CT000570,,1146.36,2026-01-12,Cash,6,No,InStore
T00001993,2025-09-01 13:00:00,ST012,CT000009,,1613.8,2025-09-01,Card,8,No,InStore
T00001994,2025-07-08 05:00:00,ST013,CT001368,,1447.43,2025-07-08,Card,6,No,InStore
T00001995,2025-01-24 21:00:00,ST011,,AN000046,175.45,2025-01-24,Card,4,No,InStore
T00001996,2025-11-26 11:00:00,ST013,CT001125,,915.38,2025-11-26,Invoice,7,No,InStore
T00001997,2025-07-20 11:00:00,ST006,CT000674,,850.92,2025-07-20,Card,5,No,InStore
T00001998,2025-03-01 04:00:00,ST007,CT000097,,2172.22,2025-03-01,Cash,8,No,InStore
T00001999,2025-07-18 17:00:00,ST003,CT000794,,1608.28,2025-07-18,Cash,7,Yes,InStore
T00002000,2025-10-08 03:00:00,ST020,,AN000872,912.8,2025-10-08,Card,4,No,InStore
T00002001,2025-02-08 00:00:00,ST012,CT001363,,1218.72,2025-02-08,Card,3,No,InStore
T00002002,2025-04-04 16:00:00,ST002,,AN000578,1277.58,2025-04-04,Cash,7,No,Click&Collect
T00002003,2025-09-17 03:00:00,ST003,,AN000525,2043.24,2025-09-17,Card,8,No,InStore
T00002004,2025-05-13 00:00:00,ST020,CT001465,,680.6,2025-05-13,Invoice,4,No,Online
T00002005,2025-08-23 15:00:00,ST006,CT000496,,995.63,2025-08-23,Card,6,No,Click&Collect
T00002006,2025-03-07 17:00:00,ST018,CT000466,,1346.3,2025-03-07,Invoice,6,No,InStore
T00002007,2025-03-29 16:00:00,ST006,CT000226,,225.37,2025-03-29,Card,1,No,InStore
T00002008,2025-03-15 12:00:00,ST001,,AN000566,180.33,2025-03-15,Card,1,No,InStore
T00002009,2025-11-01 18:00:00,ST021,CT000287,,1645.75,2025-11-01,Card,5,No,InStore
T00002010,2025-02-20 17:00:00,ST002,,AN000665,584.9,2025-02-20,Invoice,3,No,InStore
T00002011,2025-08-12 20:00:00,ST021,CT000610,,1750.3,2025-08-12,Card,6,Yes,InStore
T00002012,2025-12-30 22:00:00,ST006,CT001369,,2314.0,2025-12-30,Card,8,No,InStore
T00002013,2025-06-26 16:00:00,ST005,CT000658,,472.59,2025-06-26,Card,2,Yes,InStore
T00002014,2025-06-07 01:00:00,ST002,CT000461,,1964.21,2025-06-07,Cash,6,No,InStore
T00002015,2025-10-08 12:00:00,ST019,CT001388,,750.03,2025-10-08,Card,4,No,Click&Collect
T00002016,2025-06-08 03:00:00,ST001,CT000115,,512.83,2025-06-08,Card,3,No,InStore
T00002017,2025-03-03 08:00:00,ST017,CT001324,,1618.69,2025-03-03,Card,6,No,InStore
T00002018,2026-02-11 05:00:00,ST016,CT000003,,793.51,2026-02-11,Card,6,No,InStore
T00002019,2025-02-27 16:00:00,ST022,CT001068,,171.9,2025-02-27,Card,2,No,InStore
T00002020,2026-02-01 15:00:00,ST007,,AN000658,297.11,2026-02-01,Invoice,4,No,InStore
